"species","year","cell","juv_mean","juv_sd"
"Dumetella_carolinensis",2001,591,186.096333333333,1.81959841135858
"Dumetella_carolinensis",2001,615,187.051666666667,3.72629996656143
"Dumetella_carolinensis",2001,616,175.7615,6.66365904054483
"Dumetella_carolinensis",2001,619,190.219833333333,2.14661158474735
"Dumetella_carolinensis",2001,620,193.1855,2.98567280921525
"Dumetella_carolinensis",2001,646,193.155833333333,4.61971567678986
"Dumetella_carolinensis",2001,647,186.740333333333,4.81110843253546
"Dumetella_carolinensis",2001,675,189.239333333333,3.93183113891052
"Dumetella_carolinensis",2002,567,203.818,9.90078516707071
"Dumetella_carolinensis",2002,591,195.153833333333,1.31913809983765
"Dumetella_carolinensis",2002,593,202.960833333333,7.30423561699285
"Dumetella_carolinensis",2002,615,199.946166666667,1.76874438939267
"Dumetella_carolinensis",2002,619,191.651166666667,2.78216439341883
"Dumetella_carolinensis",2002,620,192.374833333333,4.54192743480409
"Dumetella_carolinensis",2002,646,195.031666666667,3.00513488796061
"Dumetella_carolinensis",2002,647,191.626166666667,3.78569287590097
"Dumetella_carolinensis",2003,562,193.1145,5.49382260038134
"Dumetella_carolinensis",2003,567,194.147166666667,6.06624336172254
"Dumetella_carolinensis",2003,591,183.455666666667,1.2685829782416
"Dumetella_carolinensis",2003,618,191.173166666667,5.1897979060788
"Dumetella_carolinensis",2003,619,192.977833333333,2.96335489227865
"Dumetella_carolinensis",2003,620,190.964,5.27449909692417
"Dumetella_carolinensis",2004,591,183.344,1.84821535090761
"Dumetella_carolinensis",2004,619,190.875833333333,2.2024738638046
"Dumetella_carolinensis",2004,620,200.5695,5.65996250982302
"Dumetella_carolinensis",2004,646,183.731,4.80619276713067
"Dumetella_carolinensis",2004,675,187.6815,7.67588502726723
"Dumetella_carolinensis",2004,702,186.481833333333,6.02237894414768
"Dumetella_carolinensis",2005,567,193.899666666667,9.59951170596996
"Dumetella_carolinensis",2005,591,185.3205,1.24259288969273
"Dumetella_carolinensis",2005,619,192.466333333333,2.02884678050496
"Dumetella_carolinensis",2005,646,194.173166666667,3.46143181702691
"Dumetella_carolinensis",2005,647,190.005333333333,3.5627358967607
"Dumetella_carolinensis",2005,675,189.907666666667,5.18027802686576
"Dumetella_carolinensis",2006,534,192.238833333333,2.64725517575277
"Dumetella_carolinensis",2006,562,193.916666666667,5.82706741634829
"Dumetella_carolinensis",2006,591,185.668166666667,1.9692721949285
"Dumetella_carolinensis",2006,619,196.642833333333,4.02479380006948
"Dumetella_carolinensis",2006,620,192.022,3.27952870873625
"Dumetella_carolinensis",2006,646,181.381,2.59935218313371
"Dumetella_carolinensis",2007,562,184.516166666667,8.04042992576397
"Dumetella_carolinensis",2007,591,186.407166666667,2.09669135973766
"Dumetella_carolinensis",2007,619,192.785333333333,3.16795268424111
"Dumetella_carolinensis",2007,620,198.566333333333,2.79706461919805
"Dumetella_carolinensis",2007,646,186.720666666667,2.59141379555617
"Dumetella_carolinensis",2007,647,191.540666666667,5.01861972852618
"Dumetella_carolinensis",2008,534,200.681833333333,2.9477762584193
"Dumetella_carolinensis",2008,591,185.955833333333,1.65247423098503
"Dumetella_carolinensis",2008,619,197.929666666667,3.18277785925635
"Dumetella_carolinensis",2008,620,194.155166666667,2.22184144396547
"Dumetella_carolinensis",2008,646,194.131166666667,4.34259196675448
"Dumetella_carolinensis",2009,534,194.581833333333,3.04272569727107
"Dumetella_carolinensis",2009,591,188.469666666667,2.49020348722553
"Dumetella_carolinensis",2009,594,186.390333333333,7.28275220198345
"Dumetella_carolinensis",2009,619,195.0865,2.61804509319804
"Dumetella_carolinensis",2009,646,188.882833333333,3.57718297154211
"Dumetella_carolinensis",2010,534,193.2585,2.14120882039455
"Dumetella_carolinensis",2010,567,193.327333333333,6.63150428111103
"Dumetella_carolinensis",2010,591,192.473333333333,4.25710888415649
"Dumetella_carolinensis",2010,594,189.081333333333,6.14193282108208
"Dumetella_carolinensis",2010,619,192.997666666667,3.74058728291326
"Dumetella_carolinensis",2010,620,187.806666666667,3.3708825793526
"Dumetella_carolinensis",2010,646,186.117833333333,6.74829893839792
"Dumetella_carolinensis",2011,567,185.527333333333,4.69931911616795
"Dumetella_carolinensis",2011,591,192.1565,3.30552499601045
"Dumetella_carolinensis",2011,594,197.399166666667,3.69478567882148
"Dumetella_carolinensis",2011,616,190.6585,5.57976104974296
"Dumetella_carolinensis",2011,619,193.4585,3.44159631288498
"Dumetella_carolinensis",2011,620,190.7385,6.39671301577884
"Dumetella_carolinensis",2011,646,194.874166666667,2.31859769863242
"Dumetella_carolinensis",2012,567,197.358,3.36086078719006
"Dumetella_carolinensis",2012,591,192.110166666667,2.74832473585234
"Dumetella_carolinensis",2012,594,195.093833333333,2.56439557394437
"Dumetella_carolinensis",2012,619,188.258666666667,1.84878191105603
"Dumetella_carolinensis",2012,620,185.309333333333,2.49613394465665
"Dumetella_carolinensis",2012,646,184.840833333333,4.17892448769631
"Dumetella_carolinensis",2013,567,202.038666666667,3.13317852829528
"Dumetella_carolinensis",2013,591,200.501333333333,2.13769966292361
"Dumetella_carolinensis",2013,594,197.105833333333,2.79713006996939
"Dumetella_carolinensis",2013,619,196.464666666667,4.04752788368618
"Dumetella_carolinensis",2013,620,189.5725,2.37164103457208
"Dumetella_carolinensis",2013,646,193.515333333333,5.24789052363394
"Dumetella_carolinensis",2014,591,194.459,3.09374328948878
"Dumetella_carolinensis",2014,594,200.681333333333,2.42750221765604
"Dumetella_carolinensis",2014,619,193.911166666667,3.02926911715014
"Dumetella_carolinensis",2014,620,192.908666666667,2.66780391930283
"Dumetella_carolinensis",2014,646,187.068666666667,4.44438713267117
"Dumetella_carolinensis",2015,567,193.53,4.2457945226449
"Dumetella_carolinensis",2015,591,189.6985,3.39850791662212
"Dumetella_carolinensis",2015,593,187.211333333333,5.30286321546538
"Dumetella_carolinensis",2015,619,198.526833333333,3.77588702947605
"Dumetella_carolinensis",2015,620,194.408833333333,3.12916185496074
"Dumetella_carolinensis",2015,646,174.417666666667,8.83822608119219
"Dumetella_carolinensis",2016,567,195.579166666667,6.17276948806188
"Dumetella_carolinensis",2016,591,199.313666666667,2.80741758343919
"Dumetella_carolinensis",2016,619,204.228,1.76876720427076
"Dumetella_carolinensis",2017,567,194.113333333333,8.14754887359772
"Dumetella_carolinensis",2017,593,193.257833333333,3.50686065460701
"Dumetella_carolinensis",2017,619,194.529166666667,2.39195238489206
"Empidonax_alnorum",1995,508,212.539666666667,2.71237645861173
"Empidonax_minimus",1998,508,197.267833333333,7.9708231052833
"Empidonax_virescens",1994,646,194.798833333333,9.58404964720875
"Empidonax_virescens",1995,646,196.488833333333,5.3884179323364
"Empidonax_virescens",1995,676,206.753166666667,3.06482280543161
"Empidonax_virescens",1995,699,188.971166666667,8.02747835294538
"Empidonax_virescens",1996,646,204.491833333333,7.90040100426725
"Empidonax_virescens",1997,646,208.5095,8.22464896262609
"Empidonax_virescens",1997,676,197.7575,4.78798996357712
"Empidonax_virescens",1997,699,187.494666666667,8.37713162591679
"Empidonax_virescens",1998,646,201.963666666667,8.5434484630522
"Empidonax_virescens",1998,699,194.1535,8.03847252841598
"Empidonax_virescens",1999,646,203.362,4.05717875498582
"Empidonax_virescens",1999,676,202.800166666667,8.72877990168066
"Empidonax_virescens",1999,699,188.745666666667,8.61136887112194
"Empidonax_virescens",2000,646,203.8265,3.36872218081603
"Empidonax_virescens",2001,646,197.682666666667,6.43696657171138
"Empidonax_virescens",2001,676,199.5625,9.20569848322733
"Empidonax_virescens",2002,646,204.618833333333,4.79416756549003
"Empidonax_virescens",2003,699,192.048333333333,7.19652431496795
"Empidonax_virescens",2004,646,196.021166666667,4.1292727916491
"Empidonax_virescens",2004,699,173.564833333333,7.19655670282335
"Empidonax_virescens",2005,699,201.4065,3.68191759407082
"Empidonax_virescens",2006,646,205.498,5.1394615487262
"Empidonax_virescens",2006,703,183.2345,4.09230589984787
"Empidonax_virescens",2006,726,197.475666666667,8.54105181754062
"Empidonax_virescens",2007,676,198.073166666667,9.09842166816297
"Empidonax_virescens",2007,726,179.52,7.64750595888829
"Empidonax_virescens",2008,676,201.192166666667,7.04117662991145
"Empidonax_virescens",2008,726,181.5405,8.46646167212378
"Empidonax_virescens",2009,676,197.391666666667,6.22337413464959
"Empidonax_virescens",2011,646,201.503166666667,5.57636434236221
"Empidonax_virescens",2011,676,200.5365,8.20003299831951
"Empidonax_virescens",2012,646,203.777,4.53306692898202
"Empidonax_virescens",2013,646,202.1525,4.25330367855745
"Empidonax_virescens",2014,646,202.303166666667,6.39742743753497
"Empidonax_virescens",2015,676,192.296833333333,8.226603357767
"Geothlypis_formosa",1989,645,174.194333333333,6.74708493213198
"Geothlypis_formosa",1990,645,178.954333333333,6.70830938399192
"Geothlypis_formosa",1993,645,181.315666666667,6.04773652493791
"Geothlypis_formosa",1993,676,196.165333333333,3.53049698442704
"Geothlypis_formosa",1993,699,191.271833333333,8.99744958244948
"Geothlypis_formosa",1994,616,196.744333333333,5.96304403845801
"Geothlypis_formosa",1994,646,190.829333333333,1.68602491150712
"Geothlypis_formosa",1995,645,190.091666666667,9.51794948764161
"Geothlypis_formosa",1995,646,193.788166666667,2.16896535411244
"Geothlypis_formosa",1995,676,191.374166666667,2.65876114146359
"Geothlypis_formosa",1996,644,199.826333333333,4.56322003104506
"Geothlypis_formosa",1996,646,196.902,1.89050037431299
"Geothlypis_formosa",1997,646,200.354833333333,1.64267354282085
"Geothlypis_formosa",1997,676,195.683833333333,4.73764493380505
"Geothlypis_formosa",1998,646,194.97,2.44221772259711
"Geothlypis_formosa",1998,676,193.503833333333,9.4927869532387
"Geothlypis_formosa",1999,644,188.524333333333,6.19890949834864
"Geothlypis_formosa",1999,646,188.646166666667,1.6572345569105
"Geothlypis_formosa",1999,676,194.627833333333,9.53004698859471
"Geothlypis_formosa",2000,616,191.775333333333,5.51028602683852
"Geothlypis_formosa",2000,643,199.822333333333,9.52231836162036
"Geothlypis_formosa",2000,644,192.6405,7.03414336969975
"Geothlypis_formosa",2000,646,187.460166666667,2.52536655126708
"Geothlypis_formosa",2000,676,168.030666666667,9.03125979572093
"Geothlypis_formosa",2001,643,195.092666666667,9.0898029117826
"Geothlypis_formosa",2001,644,191.816833333333,3.66885904971514
"Geothlypis_formosa",2001,646,185.874166666667,1.90497702395572
"Geothlypis_formosa",2001,674,175.423666666667,5.9270589862871
"Geothlypis_formosa",2002,644,180.9825,4.37813374538917
"Geothlypis_formosa",2002,646,189.42,1.44173960970201
"Geothlypis_formosa",2003,643,200.215166666667,8.40237882788063
"Geothlypis_formosa",2003,699,186.846166666667,3.66311411775948
"Geothlypis_formosa",2003,701,175.481166666667,9.94701642846706
"Geothlypis_formosa",2004,643,182.319166666667,6.32442084479356
"Geothlypis_formosa",2004,644,192.314166666667,4.45841289546852
"Geothlypis_formosa",2004,646,191.821166666667,1.70303709925801
"Geothlypis_formosa",2004,673,178.961833333333,5.36502630221196
"Geothlypis_formosa",2004,699,183.972833333333,5.33783764496538
"Geothlypis_formosa",2004,701,178.973833333333,5.86516967712323
"Geothlypis_formosa",2005,644,195.504833333333,4.63345315291331
"Geothlypis_formosa",2005,646,194.548,2.82418578311631
"Geothlypis_formosa",2005,673,188.087833333333,8.04669146375128
"Geothlypis_formosa",2005,699,178.194833333333,6.52520520924254
"Geothlypis_formosa",2006,643,196.456833333333,7.39501528152971
"Geothlypis_formosa",2006,644,193.772,2.34370038370553
"Geothlypis_formosa",2006,646,192.68,2.20531416547123
"Geothlypis_formosa",2006,701,170.742833333333,3.64530474446269
"Geothlypis_formosa",2007,644,190.723,2.83536197799465
"Geothlypis_formosa",2007,646,185.012,2.93245446935995
"Geothlypis_formosa",2008,643,187.391333333333,9.47872174486316
"Geothlypis_formosa",2008,644,192.6895,4.15900300164129
"Geothlypis_formosa",2008,646,195.247,3.23043809542628
"Geothlypis_formosa",2009,644,200.438333333333,3.50027225701103
"Geothlypis_formosa",2010,644,187.799166666667,4.47718365729384
"Geothlypis_formosa",2011,646,195.865,1.63438679735466
"Geothlypis_formosa",2012,646,189.091666666667,1.89803345001744
"Geothlypis_formosa",2013,646,192.4355,2.22321018512748
"Geothlypis_formosa",2013,673,185.352166666667,7.88960410589235
"Geothlypis_formosa",2014,646,189.964333333333,1.95047736444537
"Geothlypis_formosa",2014,673,176.9155,8.1661174370484
"Geothlypis_philadelphia",1996,508,206.9355,8.34677290052722
"Geothlypis_trichas",1990,591,192.197333333333,3.48947306804399
"Geothlypis_trichas",1990,621,198.786333333333,9.82327657569863
"Geothlypis_trichas",1990,649,189.161833333333,8.19332035188545
"Geothlypis_trichas",1990,736,203.364833333333,3.75198741208962
"Geothlypis_trichas",1991,591,187.9785,3.17406944937855
"Geothlypis_trichas",1991,594,172.734833333333,9.40189267664794
"Geothlypis_trichas",1991,595,176.757166666667,5.21194711258083
"Geothlypis_trichas",1991,622,194.382333333333,6.86228847077015
"Geothlypis_trichas",1991,649,191.781666666667,6.40932995514881
"Geothlypis_trichas",1991,736,197.7755,7.19375132271164
"Geothlypis_trichas",1992,591,198.891333333333,4.02325191624294
"Geothlypis_trichas",1992,594,199.023666666667,2.33545476236358
"Geothlypis_trichas",1992,595,198.372333333333,4.84977194689383
"Geothlypis_trichas",1992,621,197.925666666667,4.67337650564872
"Geothlypis_trichas",1992,738,199.635666666667,4.51656149928811
"Geothlypis_trichas",1993,591,196.373833333333,4.58692946961422
"Geothlypis_trichas",1993,594,199.474333333333,3.9269043768877
"Geothlypis_trichas",1993,595,194.754333333333,3.57385552255612
"Geothlypis_trichas",1993,622,182.9945,2.60184511766862
"Geothlypis_trichas",1993,649,195.321333333333,7.33035018907951
"Geothlypis_trichas",1994,591,191.355166666667,2.35965067275613
"Geothlypis_trichas",1994,594,192.036666666667,6.95310816645462
"Geothlypis_trichas",1994,595,197.073666666667,3.8977906585088
"Geothlypis_trichas",1994,619,201.2025,9.51333683202762
"Geothlypis_trichas",1994,622,200.8545,5.13758005986073
"Geothlypis_trichas",1994,646,183.313333333333,7.46153031408394
"Geothlypis_trichas",1994,649,195.526,4.84285379421528
"Geothlypis_trichas",1995,591,192.567666666667,3.28373035378896
"Geothlypis_trichas",1995,594,196.241666666667,3.00473547833605
"Geothlypis_trichas",1995,595,185.408666666667,3.78096647787397
"Geothlypis_trichas",1995,619,187.214833333333,5.45771421136704
"Geothlypis_trichas",1995,621,192.4785,7.29504905444675
"Geothlypis_trichas",1995,622,209.4195,2.84514830805282
"Geothlypis_trichas",1995,646,195.813833333333,7.40844042092985
"Geothlypis_trichas",1995,649,202.279166666667,4.13135296464027
"Geothlypis_trichas",1995,738,197.024333333333,7.02257981989359
"Geothlypis_trichas",1996,591,189.362,2.72712220712398
"Geothlypis_trichas",1996,594,198.4835,2.76091739478206
"Geothlypis_trichas",1996,615,201.941833333333,6.43829883749393
"Geothlypis_trichas",1996,621,198.8925,7.04409068786997
"Geothlypis_trichas",1996,622,196.870333333333,5.24681885274952
"Geothlypis_trichas",1996,646,191.926,4.65207455152417
"Geothlypis_trichas",1996,649,203.305,4.07644590730772
"Geothlypis_trichas",1997,567,203.6695,5.92658899870124
"Geothlypis_trichas",1997,568,203.127,2.5196419916252
"Geothlypis_trichas",1997,591,199.563666666667,5.03184854755418
"Geothlypis_trichas",1997,594,193.9825,8.60683100837165
"Geothlypis_trichas",1997,595,195.0045,9.96858608503512
"Geothlypis_trichas",1997,619,201.043333333333,4.0389570953352
"Geothlypis_trichas",1997,621,196.593833333333,7.44466917702961
"Geothlypis_trichas",1997,622,199.862,3.07042786180402
"Geothlypis_trichas",1997,646,191.0555,3.40318723609119
"Geothlypis_trichas",1997,647,190.929166666667,8.18740831488866
"Geothlypis_trichas",1997,649,201.102,5.90356429161436
"Geothlypis_trichas",1998,562,185.196666666667,5.80771990463016
"Geothlypis_trichas",1998,568,203.808,4.16405562241161
"Geothlypis_trichas",1998,591,190.108333333333,2.98352377643891
"Geothlypis_trichas",1998,595,200.670333333333,4.98228097791022
"Geothlypis_trichas",1998,621,198.76,9.25523328846284
"Geothlypis_trichas",1998,622,198.368,8.10694330527599
"Geothlypis_trichas",1998,646,191.951333333333,6.09542100665986
"Geothlypis_trichas",1999,534,197.058666666667,1.5406558643332
"Geothlypis_trichas",1999,568,203.913166666667,4.60222664086612
"Geothlypis_trichas",1999,591,186.333833333333,7.13418096643891
"Geothlypis_trichas",1999,595,198.494833333333,3.22237550929063
"Geothlypis_trichas",1999,619,189.719666666667,3.53678262843256
"Geothlypis_trichas",1999,621,192.282666666667,4.66569691223455
"Geothlypis_trichas",1999,622,204.103166666667,4.25971996433858
"Geothlypis_trichas",1999,646,182.934666666667,4.1394750993218
"Geothlypis_trichas",1999,649,198.190333333333,9.36093181239391
"Geothlypis_trichas",1999,736,202.799833333333,4.24076612439024
"Geothlypis_trichas",2000,534,196.868666666667,2.47253657776994
"Geothlypis_trichas",2000,567,200.744166666667,4.97220639605428
"Geothlypis_trichas",2000,591,192.418833333333,3.41267534803133
"Geothlypis_trichas",2000,595,197.260666666667,4.34337008548724
"Geothlypis_trichas",2000,616,187.443666666667,9.59353076440804
"Geothlypis_trichas",2000,619,186.3105,5.81865384249282
"Geothlypis_trichas",2000,621,193.740833333333,5.24225582930849
"Geothlypis_trichas",2000,622,195.337166666667,5.22698500102328
"Geothlypis_trichas",2000,646,184.634333333333,5.01934459787872
"Geothlypis_trichas",2000,649,198.239166666667,4.29833827475335
"Geothlypis_trichas",2000,736,205.886333333333,9.02599900280048
"Geothlypis_trichas",2000,738,197.823,4.51568410105085
"Geothlypis_trichas",2001,534,196.3795,4.04819437893261
"Geothlypis_trichas",2001,567,199.207,7.48069589912524
"Geothlypis_trichas",2001,568,203.698166666667,5.97715241822788
"Geothlypis_trichas",2001,591,194.473333333333,3.58391261433089
"Geothlypis_trichas",2001,619,191.052333333333,4.283727303275
"Geothlypis_trichas",2001,621,197.266333333333,6.29295903724655
"Geothlypis_trichas",2001,622,201.105833333333,3.52051582075169
"Geothlypis_trichas",2001,646,187.116166666667,5.10653353587484
"Geothlypis_trichas",2001,649,191.715166666667,4.61124501289876
"Geothlypis_trichas",2002,534,202.349,2.42628250782989
"Geothlypis_trichas",2002,591,195.3775,3.3624710336163
"Geothlypis_trichas",2002,593,201.703,3.91969620460431
"Geothlypis_trichas",2002,619,196.880166666667,5.65884061020726
"Geothlypis_trichas",2002,621,188.524333333333,6.97697553290966
"Geothlypis_trichas",2002,622,202.562666666667,5.27633517140724
"Geothlypis_trichas",2002,646,197.513666666667,6.83814838006363
"Geothlypis_trichas",2002,736,189.358166666667,6.62791104645314
"Geothlypis_trichas",2003,534,197.554833333333,2.47197864445171
"Geothlypis_trichas",2003,567,197.561166666667,5.33635375677611
"Geothlypis_trichas",2003,591,194.266666666667,4.38513707046238
"Geothlypis_trichas",2003,595,206.394333333333,4.98119496434015
"Geothlypis_trichas",2003,618,196.016,4.95881460704584
"Geothlypis_trichas",2003,619,188.251333333333,2.35536752579843
"Geothlypis_trichas",2003,621,206.264333333333,2.36193233242319
"Geothlypis_trichas",2003,622,198.150333333333,5.5168353670953
"Geothlypis_trichas",2003,644,189.196,8.69232478023079
"Geothlypis_trichas",2003,646,182.614666666667,6.74821763844139
"Geothlypis_trichas",2003,736,200.738833333333,3.64552332031155
"Geothlypis_trichas",2004,567,195.846333333333,5.44214933524615
"Geothlypis_trichas",2004,595,193.632333333333,3.67895959199094
"Geothlypis_trichas",2004,619,179.546333333333,4.03380281493124
"Geothlypis_trichas",2004,620,185.388,8.66738964590141
"Geothlypis_trichas",2004,621,190.6475,3.73544767663674
"Geothlypis_trichas",2004,622,186.901166666667,2.9078871952351
"Geothlypis_trichas",2004,646,197.019666666667,4.5157146169762
"Geothlypis_trichas",2005,591,194.722166666667,4.66496898469435
"Geothlypis_trichas",2005,595,193.9045,5.09166317840452
"Geothlypis_trichas",2005,621,196.8795,5.90520603589644
"Geothlypis_trichas",2005,622,200.557333333333,2.63714592795503
"Geothlypis_trichas",2005,646,195.876166666667,5.9434321764921
"Geothlypis_trichas",2005,647,191.726833333333,7.83348201923299
"Geothlypis_trichas",2006,534,200.934166666667,3.28039013921614
"Geothlypis_trichas",2006,564,190.037,8.74385728230752
"Geothlypis_trichas",2006,591,195.9185,4.18757452232952
"Geothlypis_trichas",2006,595,197.683333333333,6.58092751745937
"Geothlypis_trichas",2006,620,200.236,3.85959238895787
"Geothlypis_trichas",2006,621,194.027833333333,3.46098083934077
"Geothlypis_trichas",2006,622,198.173833333333,4.67699273205816
"Geothlypis_trichas",2006,644,183.369,7.81537068878804
"Geothlypis_trichas",2006,646,188.676666666667,4.41780960761972
"Geothlypis_trichas",2007,534,197.244333333333,2.62782269776914
"Geothlypis_trichas",2007,591,196.621,5.53143668486164
"Geothlypis_trichas",2007,595,190.824,7.85247100494364
"Geothlypis_trichas",2007,619,192.295,4.77704005481228
"Geothlypis_trichas",2007,620,193.946333333333,5.1016132381657
"Geothlypis_trichas",2007,621,196.397,4.45208129283069
"Geothlypis_trichas",2007,622,195.896166666667,4.51203336051459
"Geothlypis_trichas",2007,646,197.337833333333,9.24189396568155
"Geothlypis_trichas",2008,534,203.637833333333,1.21391140631128
"Geothlypis_trichas",2008,591,202.874166666667,3.87717741701478
"Geothlypis_trichas",2008,595,199.261166666667,4.72430013944113
"Geothlypis_trichas",2008,620,197.459,4.78425896619765
"Geothlypis_trichas",2008,621,202.26,5.53927016122038
"Geothlypis_trichas",2008,622,194.589166666667,5.39415413097244
"Geothlypis_trichas",2008,646,192.119666666667,8.76959696113219
"Geothlypis_trichas",2009,534,200.080666666667,2.39717555274132
"Geothlypis_trichas",2009,591,197.775166666667,2.79784225653228
"Geothlypis_trichas",2009,594,198.286333333333,4.89768766320359
"Geothlypis_trichas",2009,620,205.401666666667,4.75399102095563
"Geothlypis_trichas",2009,622,201.285666666667,4.08140141721896
"Geothlypis_trichas",2010,534,198.1395,1.31706575147141
"Geothlypis_trichas",2010,591,188.094166666667,5.43582781272155
"Geothlypis_trichas",2010,619,195.586333333333,5.75094706295485
"Geothlypis_trichas",2010,620,186.563,6.60681259474721
"Geothlypis_trichas",2010,622,199.675666666667,6.8430216800164
"Geothlypis_trichas",2010,644,191.331833333333,7.77293100327149
"Geothlypis_trichas",2010,646,180.776833333333,9.35793558779391
"Geothlypis_trichas",2011,567,193.9615,3.65662589037358
"Geothlypis_trichas",2011,591,196.2025,5.91114630945487
"Geothlypis_trichas",2011,619,189.900666666667,8.83288191113362
"Geothlypis_trichas",2011,620,196.014833333333,4.37879080801755
"Geothlypis_trichas",2011,621,201.139666666667,3.72359200393798
"Geothlypis_trichas",2011,622,196.134666666667,6.16553867882514
"Geothlypis_trichas",2011,646,195.517833333333,5.44652421977249
"Geothlypis_trichas",2011,649,167.854833333333,5.3447657627875
"Geothlypis_trichas",2012,567,201.3055,3.38034626532237
"Geothlypis_trichas",2012,591,193.159666666667,4.1766510457401
"Geothlypis_trichas",2012,621,198.461666666667,3.75684480240628
"Geothlypis_trichas",2012,622,194.630333333333,8.4396021452209
"Geothlypis_trichas",2012,646,181.2855,5.55560982702094
"Geothlypis_trichas",2013,567,201.974,4.13112192526359
"Geothlypis_trichas",2013,591,196.423333333333,5.86090271081624
"Geothlypis_trichas",2013,619,204.056833333333,4.94793057500319
"Geothlypis_trichas",2013,620,198.418833333333,2.53932143123133
"Geothlypis_trichas",2013,621,196.689,4.15834433854866
"Geothlypis_trichas",2013,622,188.216,6.72144877579288
"Geothlypis_trichas",2013,646,190.359166666667,7.0101371581483
"Geothlypis_trichas",2014,591,193.2315,3.97838480721499
"Geothlypis_trichas",2014,594,199.329833333333,8.25843469406612
"Geothlypis_trichas",2014,619,205.014666666667,4.09702117226283
"Geothlypis_trichas",2014,621,198.500166666667,3.22935567803209
"Geothlypis_trichas",2014,622,196.935666666667,2.88095664795975
"Geothlypis_trichas",2014,646,194.034666666667,5.55916201142466
"Geothlypis_trichas",2014,649,193.527666666667,8.58575489323663
"Geothlypis_trichas",2015,567,189.861666666667,4.51736630371531
"Geothlypis_trichas",2015,591,176.446666666667,8.45265619721716
"Geothlypis_trichas",2015,593,196.9085,6.30664385465452
"Geothlypis_trichas",2015,594,190.651666666667,7.26602571863369
"Geothlypis_trichas",2015,619,195.7825,7.14294738649444
"Geothlypis_trichas",2015,620,182.9955,6.51476938348703
"Geothlypis_trichas",2015,621,195.3685,3.44553136169068
"Geothlypis_trichas",2015,622,193.367666666667,5.67663561635549
"Geothlypis_trichas",2015,646,189.256,7.13934817627378
"Geothlypis_trichas",2016,567,200.381,4.93398720153902
"Geothlypis_trichas",2016,591,191.289,5.65671978680735
"Geothlypis_trichas",2016,593,190.218833333333,6.37322903351259
"Geothlypis_trichas",2016,619,198.354,6.53297767480878
"Geothlypis_trichas",2016,621,196.564333333333,3.38118814833454
"Geothlypis_trichas",2017,567,197.343666666667,3.92714446294349
"Geothlypis_trichas",2017,593,198.857166666667,5.01733271537959
"Geothlypis_trichas",2017,619,197.498666666667,9.95219436025642
"Icteria_virens",1994,644,181.041166666667,7.7892822171536
"Icteria_virens",1996,644,184.7875,7.54646729347151
"Icteria_virens",1996,646,200.0415,9.36378081484849
"Icteria_virens",1996,699,183.509166666667,8.11043849046648
"Icteria_virens",1997,646,188.797166666667,9.96779404508556
"Icteria_virens",2000,676,186.932166666667,6.7255064774671
"Icteria_virens",2001,644,175.200666666667,4.61450053181077
"Icteria_virens",2001,674,189.952166666667,2.73620048688072
"Icteria_virens",2001,676,187.737666666667,5.02749710857716
"Icteria_virens",2002,644,181.971166666667,7.11473390544672
"Icteria_virens",2002,646,197.8505,4.64597466596258
"Icteria_virens",2002,701,175.520666666667,6.80345162751209
"Icteria_virens",2003,644,198.039833333333,5.72425026931445
"Icteria_virens",2003,699,187.646666666667,4.29374291967575
"Icteria_virens",2003,701,190.634,4.84134455527083
"Icteria_virens",2004,644,193.903166666667,4.04205141838073
"Icteria_virens",2004,646,197.0825,4.43801491803886
"Icteria_virens",2005,699,183.946,5.26836881317724
"Icteria_virens",2006,644,187.403333333333,5.99391163751535
"Icteria_virens",2008,644,196.267833333333,5.80227337931294
"Icteria_virens",2008,676,194.306833333333,8.71793287986542
"Icteria_virens",2009,644,190.7945,8.89998902906363
"Icteria_virens",2012,646,198.9155,4.52508996115283
"Icteria_virens",2012,702,184.407,7.58003477264621
"Icteria_virens",2013,646,194.6615,9.07178596713122
"Icterus_galbula",1991,591,175.309666666667,5.8193428048766
"Icterus_galbula",1992,591,182.700333333333,3.30570534634618
"Icterus_galbula",1994,595,194.713166666667,9.98977106310272
"Icterus_galbula",1999,619,183.291833333333,4.86006893132444
"Icterus_galbula",2001,591,179.071,7.22144841562526
"Icterus_galbula",2004,622,174.854166666667,8.86052956296885
"Icterus_galbula",2005,619,186.266166666667,7.13204970498579
"Icterus_galbula",2012,619,188.597833333333,5.38141139203437
"Limnothlypis_swainsonii",2005,726,195.837,6.28264882667971
"Limnothlypis_swainsonii",2008,726,183.676666666667,6.5916890058275
"Limnothlypis_swainsonii",2009,726,190.696,7.18884765372249
"Limnothlypis_swainsonii",2010,726,196.714666666667,4.90131839840697
"Limnothlypis_swainsonii",2011,726,199.352333333333,6.72884889537567
"Limnothlypis_swainsonii",2012,726,196.105166666667,7.31147611083941
"Limnothlypis_swainsonii",2013,726,184.684666666667,6.86588826196775
"Melospiza_georgiana",2001,567,197.9385,5.84588859674737
"Melospiza_georgiana",2002,567,200.614,6.44188794687189
"Melospiza_georgiana",2003,567,192.227666666667,4.51640353294163
"Melospiza_georgiana",2004,567,186.362666666667,5.70910721623121
"Melospiza_lincolnii",1997,508,198.376166666667,4.94685865379694
"Mniotilta_varia",1991,595,132.559166666667,9.59862081546869
