"species","year","cell","juv_mean","juv_sd"
"Mniotilta_varia",1993,676,176.239333333333,6.96697993086783
"Mniotilta_varia",1994,622,188.814333333333,3.32511212101564
"Mniotilta_varia",1994,676,183.367333333333,4.75631194373399
"Mniotilta_varia",1995,676,182.642166666667,4.65854830581464
"Mniotilta_varia",1996,622,160.7305,9.725823102571
"Mniotilta_varia",1997,622,198.933166666667,6.29613427880142
"Mniotilta_varia",1998,568,201.352166666667,4.97874916983221
"Mniotilta_varia",1999,568,194.652,3.76823512173211
"Mniotilta_varia",1999,676,174.142,4.55700527205184
"Mniotilta_varia",2000,676,180.963333333333,6.49623139925149
"Mniotilta_varia",2001,568,191.561333333333,4.53839226925356
"Mniotilta_varia",2001,622,184.619166666667,8.57434463209097
"Mniotilta_varia",2001,676,177.789166666667,2.48698213750071
"Mniotilta_varia",2002,568,202.5925,7.41929588361107
"Mniotilta_varia",2002,676,184.073333333333,8.05169302169683
"Mniotilta_varia",2003,676,181.893166666667,6.45791793766152
"Mniotilta_varia",2006,622,179.697333333333,8.44244862063179
"Mniotilta_varia",2007,644,169.701833333333,7.06462417905964
"Mniotilta_varia",2008,676,147.543166666667,7.12829610821945
"Oreothlypis_ruficapilla",1992,738,194.720333333333,5.78509848227586
"Oreothlypis_ruficapilla",1996,508,207.691666666667,3.82383326506645
"Oreothlypis_ruficapilla",1997,508,204.122333333333,6.15220904783398
"Oreothlypis_ruficapilla",2009,535,198.988666666667,3.39840105694519
"Oreothlypis_ruficapilla",2010,535,185.69,6.6664063404193
"Oreothlypis_ruficapilla",2014,535,197.987333333333,2.07522464208289
"Oreothlypis_ruficapilla",2015,535,195.9545,2.45928941649257
"Parkesia_motacilla",1991,622,170.239333333333,4.79745302024617
"Parkesia_motacilla",1992,622,176.3605,7.80747713412384
"Parkesia_motacilla",1993,622,167.707833333333,8.70615327357761
"Parkesia_motacilla",1994,622,160.892333333333,7.56447474064828
"Parkesia_motacilla",1995,622,178.119,2.65468395315686
"Parkesia_motacilla",1995,646,175.272666666667,5.51126560452765
"Parkesia_motacilla",1996,622,165.396,7.10440680840771
"Parkesia_motacilla",1996,646,175.500333333333,6.16116817016809
"Parkesia_motacilla",1997,622,171.212166666667,3.71076545593139
"Parkesia_motacilla",1997,646,171.943333333333,4.98466950197264
"Parkesia_motacilla",1998,622,171.888,3.03984584759318
"Parkesia_motacilla",1998,646,164.651166666667,9.27835276026297
"Parkesia_motacilla",1998,676,172.911333333333,7.10034323357409
"Parkesia_motacilla",1999,622,165.731333333333,5.14618616979972
"Parkesia_motacilla",1999,676,166.007166666667,5.33730860228963
"Parkesia_motacilla",2000,622,175.579166666667,3.71896550440568
"Parkesia_motacilla",2001,644,168.0795,7.08104535248014
"Parkesia_motacilla",2001,646,168.3905,4.28999733055659
"Parkesia_motacilla",2001,676,147.119833333333,5.92955871741898
"Parkesia_motacilla",2002,622,181.581,9.63221516205668
"Parkesia_motacilla",2002,646,161.664833333333,5.10641843406507
"Parkesia_motacilla",2003,622,179.413333333333,8.16867656161941
"Parkesia_motacilla",2003,644,167.558,4.22191979646637
"Parkesia_motacilla",2004,622,179.286666666667,7.1922952113557
"Parkesia_motacilla",2004,646,163.6245,8.05162330566386
"Parkesia_motacilla",2005,646,157.325166666667,6.07603925385537
"Parkesia_motacilla",2005,676,147.018333333333,4.56666978965163
"Parkesia_motacilla",2006,646,169.788,5.7373230237844
"Parkesia_motacilla",2008,622,183.848833333333,7.06896812535477
"Parkesia_motacilla",2008,646,163.048666666667,8.25313984342331
