"jd_wk","year","lat_bin","lon_bin","day_count"
70,2016,39,-121,4
70,2016,39,-77,1
70,2016,39,-75,2
70,2016,39,25,1
70,2016,39,27,1
70,2016,41,-87,1
70,2016,41,-75,1
70,2016,43,13,3
70,2016,45,-123,2
70,2017,-43,173,17
70,2017,-41,173,2
70,2017,-37,175,1
70,2017,-35,173,1
70,2017,-33,19,1
70,2017,-31,31,1
70,2017,-25,27,1
70,2017,-17,-47,1
70,2017,-9,115,1
70,2017,-1,-77,1
70,2017,9,-85,2
70,2017,9,-81,4
70,2017,9,-79,6
70,2017,11,-85,2
70,2017,15,-97,3
70,2017,15,-61,1
70,2017,17,-97,2
70,2017,17,-93,3
70,2017,17,-91,1
70,2017,17,-89,1
70,2017,19,-105,1
70,2017,19,-103,1
70,2017,19,-101,5
70,2017,19,-99,13
70,2017,19,-97,2
70,2017,19,-95,1
70,2017,19,-89,1
70,2017,19,-79,3
70,2017,19,-75,1
70,2017,19,109,1
70,2017,21,-105,15
70,2017,21,-101,1
70,2017,21,-99,4
70,2017,21,-97,3
70,2017,23,-107,11
70,2017,23,-99,11
70,2017,23,-97,1
70,2017,23,113,1
70,2017,23,115,1
70,2017,25,-109,2
70,2017,25,-101,18
70,2017,25,-97,2
70,2017,25,-81,9
70,2017,27,-109,1
70,2017,27,-101,1
70,2017,27,-99,33
70,2017,27,-97,11
70,2017,27,-83,1
70,2017,27,-81,13
70,2017,27,89,7
70,2017,29,-111,1
70,2017,29,-103,1
70,2017,29,-101,3
70,2017,29,-99,64
70,2017,29,-97,8
70,2017,29,-95,13
70,2017,29,-93,1
70,2017,29,-83,7
70,2017,29,-81,3
70,2017,31,-111,5
70,2017,31,-105,17
70,2017,31,-103,3
70,2017,31,-99,38
70,2017,31,-97,69
70,2017,31,-95,12
70,2017,31,-93,1
70,2017,31,-91,3
70,2017,31,-87,1
70,2017,31,-83,1
70,2017,33,-119,5
70,2017,33,-117,39
70,2017,33,-115,3
70,2017,33,-113,4
70,2017,33,-111,3
70,2017,33,-103,1
70,2017,33,-101,4
70,2017,33,-99,5
70,2017,33,-97,97
70,2017,33,-95,10
70,2017,33,-93,1
70,2017,33,-89,1
70,2017,33,-83,1
70,2017,33,-81,4
70,2017,35,-121,1
70,2017,35,-119,29
70,2017,35,-117,10
70,2017,35,-115,3
70,2017,35,-111,1
70,2017,35,-107,4
70,2017,35,-105,1
70,2017,35,-101,2
70,2017,35,-99,7
70,2017,35,-97,1
70,2017,35,-95,2
70,2017,35,-81,2
70,2017,35,-79,2
70,2017,37,-123,63
70,2017,37,-121,44
70,2017,37,-119,8
70,2017,37,-117,1
70,2017,37,-115,2
70,2017,37,-107,2
70,2017,37,-9,1
70,2017,39,-123,40
70,2017,39,-121,6
70,2017,39,-109,5
70,2017,39,-105,2
70,2017,39,-93,2
70,2017,39,-87,1
70,2017,39,-81,2
70,2017,39,-9,1
70,2017,39,27,1
70,2017,41,-125,1
70,2017,41,-111,2
70,2017,41,-7,1
70,2017,41,1,1
70,2017,41,13,2
70,2017,43,-121,1
70,2017,43,-113,1
70,2017,43,-3,1
70,2017,43,3,1
70,2017,45,1,2
70,2017,45,9,1
70,2017,45,11,4
70,2017,45,21,2
70,2017,47,9,1
70,2017,47,13,1
70,2017,49,7,5
70,2017,49,9,1
70,2017,53,11,1
70,2018,-43,171,3
70,2018,-39,175,1
70,2018,-39,177,1
70,2018,-37,145,1
70,2018,-37,175,1
70,2018,-35,23,2
70,2018,-33,23,1
70,2018,-23,27,1
70,2018,-19,23,1
70,2018,-15,29,1
70,2018,-9,15,1
70,2018,-1,-79,1
70,2018,1,103,4
70,2018,5,101,1
70,2018,9,-83,5
70,2018,9,-81,1
70,2018,9,-79,1
70,2018,11,-85,5
70,2018,13,-81,1
70,2018,13,77,1
70,2018,15,-97,2
70,2018,15,-93,16
70,2018,15,-91,1
70,2018,15,-61,2
70,2018,17,-97,1
70,2018,17,-95,1
70,2018,17,-93,4
70,2018,17,-89,14
70,2018,17,-63,7
70,2018,19,-103,4
70,2018,19,-101,4
70,2018,19,-99,15
70,2018,19,-97,4
70,2018,19,-95,1
70,2018,19,-93,6
70,2018,19,-77,1
70,2018,19,-69,1
70,2018,19,73,1
70,2018,19,109,1
70,2018,21,-105,6
70,2018,21,-103,2
70,2018,21,-101,23
70,2018,21,-99,2
70,2018,21,-97,3
70,2018,21,-87,12
70,2018,21,-79,1
70,2018,23,-109,3
70,2018,23,-107,8
70,2018,23,-101,2
70,2018,23,-99,11
70,2018,23,-75,1
70,2018,23,115,3
70,2018,25,-103,2
70,2018,25,-101,48
70,2018,25,-99,1
70,2018,25,-97,1
70,2018,25,-81,12
70,2018,27,-101,3
70,2018,27,-99,41
70,2018,27,-97,46
70,2018,27,-83,6
70,2018,27,-81,8
70,2018,29,-105,1
70,2018,29,-103,7
70,2018,29,-101,1
70,2018,29,-99,19
70,2018,29,-97,8
70,2018,29,-95,14
70,2018,29,-91,1
70,2018,29,-83,27
70,2018,29,-81,22
70,2018,31,-117,1
70,2018,31,-111,4
70,2018,31,-103,2
70,2018,31,-101,1
70,2018,31,-99,26
70,2018,31,-97,95
70,2018,31,-95,34
70,2018,31,-93,5
70,2018,31,-91,10
70,2018,31,-89,7
70,2018,31,-87,6
70,2018,31,-85,1
70,2018,31,-81,8
70,2018,33,-119,12
70,2018,33,-117,41
70,2018,33,-115,5
70,2018,33,-113,1
70,2018,33,-111,21
70,2018,33,-109,1
70,2018,33,-107,2
70,2018,33,-105,1
70,2018,33,-101,1
70,2018,33,-99,2
70,2018,33,-97,51
70,2018,33,-95,5
70,2018,33,-93,6
70,2018,33,-89,6
70,2018,33,-87,3
70,2018,33,-85,3
70,2018,33,-83,1
70,2018,33,-81,2
70,2018,33,35,1
70,2018,35,-121,1
70,2018,35,-119,23
70,2018,35,-117,2
70,2018,35,-107,1
70,2018,35,-101,1
70,2018,35,-95,2
70,2018,35,-91,2
70,2018,35,-87,9
70,2018,35,-85,4
70,2018,35,-83,1
70,2018,35,-81,1
70,2018,35,-75,1
70,2018,37,-123,34
70,2018,37,-121,17
70,2018,37,-119,2
70,2018,37,-95,1
70,2018,37,-93,2
70,2018,37,-89,1
70,2018,37,-85,2
70,2018,39,-123,27
70,2018,39,-121,12
70,2018,39,-119,1
70,2018,39,-105,2
70,2018,39,-95,1
70,2018,39,27,2
70,2018,41,-125,1
70,2018,41,-111,3
70,2018,41,-105,1
70,2018,41,-81,1
70,2018,41,-73,2
70,2018,41,1,1
70,2018,41,23,2
70,2018,43,-117,1
70,2018,43,-3,1
70,2018,43,3,2
70,2018,45,-121,3
70,2018,45,-117,1
70,2018,45,-91,1
70,2018,45,1,1
70,2018,45,15,1
70,2018,45,21,1
70,2018,47,-123,2
70,2018,47,5,1
70,2018,49,-123,1
70,2018,49,3,1
70,2018,49,7,1
70,2018,49,9,1
70,2018,53,11,1
77,2015,-37,175,1
77,2015,-33,23,1
77,2015,-17,31,1
77,2015,-11,41,3
77,2015,5,1,1
77,2015,9,-85,4
77,2015,9,-83,2
77,2015,11,-85,3
77,2015,15,-97,1
77,2015,17,-95,2
77,2015,17,-93,9
77,2015,19,-101,1
77,2015,19,-99,5
77,2015,19,-97,2
77,2015,21,-105,14
77,2015,21,-101,7
77,2015,21,-99,2
77,2015,23,-107,28
77,2015,23,-99,2
77,2015,23,115,3
77,2015,25,-109,1
77,2015,25,-101,8
77,2015,25,-81,1
77,2015,27,-99,2
77,2015,27,-81,1
77,2015,29,-103,1
77,2015,29,-99,5
77,2015,29,-97,1
77,2015,29,-83,2
77,2015,29,-81,4
77,2015,31,-111,1
77,2015,31,-107,1
77,2015,31,-99,1
77,2015,31,-97,22
77,2015,31,-95,5
77,2015,31,-93,1
77,2015,31,-91,2
77,2015,31,-81,2
77,2015,33,-119,1
77,2015,33,-117,11
77,2015,33,-115,2
77,2015,33,-111,7
77,2015,33,-97,8
77,2015,33,-93,4
77,2015,35,-119,30
77,2015,35,-117,6
77,2015,35,-111,1
77,2015,35,-93,1
77,2015,35,-87,4
77,2015,35,-81,1
77,2015,37,-123,93
77,2015,37,-121,58
77,2015,37,-117,5
77,2015,37,-115,2
77,2015,37,-113,2
77,2015,37,-77,1
77,2015,39,-123,13
77,2015,39,-121,7
77,2015,39,-105,1
77,2015,39,-77,1
77,2015,41,-123,1
77,2015,41,-111,1
77,2015,41,-87,1
77,2015,43,-87,1
77,2015,47,-121,1
77,2015,51,13,1
77,2016,-45,171,1
77,2016,-43,173,3
77,2016,-33,-71,1
77,2016,-33,153,1
77,2016,-31,153,2
77,2016,-9,115,1
77,2016,9,-83,2
77,2016,9,-81,5
77,2016,9,-79,1
77,2016,15,-97,8
77,2016,15,-95,12
77,2016,15,-93,1
77,2016,15,-61,1
77,2016,17,-91,1
77,2016,17,-89,1
77,2016,17,121,1
77,2016,19,-101,5
77,2016,19,-99,2
77,2016,19,-97,2
77,2016,19,-67,1
77,2016,21,-105,21
77,2016,21,-101,1
77,2016,21,-99,2
77,2016,21,-97,1
77,2016,21,-87,2
77,2016,21,87,1
77,2016,23,-107,10
77,2016,23,-99,1
77,2016,25,-101,3
77,2016,25,-99,1
77,2016,25,-81,8
77,2016,27,-109,1
77,2016,27,-99,8
77,2016,27,-97,18
77,2016,27,-81,10
77,2016,29,-99,4
77,2016,29,-97,23
77,2016,29,-95,6
77,2016,29,-91,1
77,2016,29,-83,1
77,2016,31,-111,9
77,2016,31,-103,1
77,2016,31,-99,12
77,2016,31,-97,30
77,2016,31,-95,9
77,2016,31,-91,5
77,2016,31,-85,3
77,2016,31,-83,1
77,2016,33,-119,8
77,2016,33,-117,60
77,2016,33,-115,1
77,2016,33,-113,1
77,2016,33,-111,15
77,2016,33,-99,3
77,2016,33,-97,28
77,2016,33,-95,1
77,2016,33,-93,3
77,2016,33,-87,1
77,2016,33,-83,1
77,2016,33,-81,2
77,2016,35,-121,2
77,2016,35,-119,16
77,2016,35,-117,1
77,2016,35,-115,4
77,2016,35,-107,2
77,2016,35,-101,3
77,2016,35,-97,1
77,2016,35,-93,1
77,2016,35,-91,1
77,2016,35,-83,2
77,2016,35,-81,1
77,2016,35,-79,4
77,2016,35,-77,2
77,2016,37,-123,25
77,2016,37,-121,27
77,2016,37,-119,1
77,2016,37,-117,3
77,2016,37,-89,2
77,2016,37,-79,1
77,2016,37,-77,5
77,2016,39,-123,24
77,2016,39,-121,9
77,2016,39,-93,1
77,2016,39,-85,2
77,2016,39,-83,1
77,2016,39,-77,1
77,2016,39,-9,1
77,2016,39,25,2
77,2016,39,27,1
77,2016,41,-123,1
77,2016,41,-85,1
77,2016,41,-81,1
77,2016,41,-75,4
77,2016,41,-9,2
77,2016,41,17,1
77,2016,43,-79,1
77,2016,43,3,1
77,2016,43,11,4
77,2016,43,27,1
77,2016,45,-123,1
77,2016,45,21,1
77,2016,47,-123,3
77,2016,51,-115,1
77,2017,-37,177,1
77,2017,-31,25,1
77,2017,-29,33,1
77,2017,-27,23,1
77,2017,-25,-57,2
77,2017,-21,17,1
77,2017,-9,115,1
77,2017,-7,107,1
77,2017,-1,-91,1
77,2017,5,-75,1
77,2017,9,-85,2
77,2017,9,-81,1
77,2017,9,-79,2
77,2017,11,-85,1
77,2017,13,75,1
77,2017,15,-97,2
77,2017,17,-97,1
77,2017,17,-95,1
77,2017,17,-93,8
77,2017,17,-91,2
77,2017,17,-89,4
77,2017,17,-67,1
77,2017,19,-101,13
77,2017,19,-99,24
77,2017,19,-97,4
77,2017,19,-95,1
77,2017,19,-75,2
77,2017,19,-67,1
77,2017,21,-105,13
77,2017,21,-103,3
77,2017,21,-101,8
77,2017,21,-99,6
77,2017,21,-97,1
77,2017,23,-107,20
77,2017,23,-105,1
77,2017,23,-99,1
77,2017,23,115,1
77,2017,23,121,1
77,2017,25,-109,1
77,2017,25,-101,7
77,2017,25,-99,3
77,2017,25,-81,3
77,2017,25,93,2
77,2017,25,121,1
77,2017,27,-99,2
77,2017,27,-97,13
77,2017,27,-83,2
77,2017,27,-81,7
77,2017,27,85,1
77,2017,29,-113,1
77,2017,29,-101,10
77,2017,29,-99,16
77,2017,29,-97,3
77,2017,29,-95,8
77,2017,29,-91,3
77,2017,29,-83,13
77,2017,29,-81,9
77,2017,31,-115,1
77,2017,31,-111,6
77,2017,31,-109,4
77,2017,31,-107,1
77,2017,31,-105,4
77,2017,31,-103,3
77,2017,31,-101,3
77,2017,31,-99,40
77,2017,31,-97,100
77,2017,31,-95,24
77,2017,31,-93,1
77,2017,31,-91,2
77,2017,31,-87,1
77,2017,31,-81,2
77,2017,33,-119,13
77,2017,33,-117,74
77,2017,33,-115,3
77,2017,33,-111,11
77,2017,33,-107,1
77,2017,33,-101,12
77,2017,33,-99,8
77,2017,33,-97,154
77,2017,33,-95,8
77,2017,33,-93,3
77,2017,33,-87,2
77,2017,33,-81,3
77,2017,33,35,1
77,2017,35,-121,3
77,2017,35,-119,55
77,2017,35,-117,6
77,2017,35,-115,5
77,2017,35,-111,1
77,2017,35,-107,6
77,2017,35,-101,3
77,2017,35,-99,1
77,2017,35,-97,4
77,2017,35,-95,8
77,2017,35,-93,3
77,2017,35,-89,3
77,2017,35,-87,5
77,2017,35,-85,4
77,2017,35,-83,4
77,2017,35,-81,10
77,2017,37,-123,42
77,2017,37,-121,29
77,2017,37,-119,1
77,2017,37,-117,6
77,2017,37,-113,4
77,2017,37,-97,1
77,2017,37,-95,2
77,2017,37,-89,1
77,2017,37,-87,3
77,2017,37,-79,5
77,2017,37,-77,11
77,2017,39,-123,20
77,2017,39,-121,11
77,2017,39,-109,2
77,2017,39,-107,1
77,2017,39,-91,1
77,2017,39,-85,2
77,2017,39,-79,1
77,2017,39,-77,1
77,2017,39,-75,1
77,2017,39,27,1
77,2017,41,-105,1
77,2017,41,-95,1
77,2017,41,-89,2
77,2017,41,-87,2
77,2017,41,-75,1
77,2017,41,3,1
77,2017,43,-83,1
77,2017,43,-79,1
77,2017,43,-71,2
77,2017,43,-3,3
77,2017,43,3,2
77,2017,43,27,1
77,2017,45,-125,1
77,2017,45,-113,2
77,2017,45,-93,1
77,2017,45,3,1
77,2017,45,7,1
77,2017,45,9,1
77,2017,45,11,1
77,2017,45,13,1
77,2017,45,21,6
77,2017,47,7,2
77,2018,-43,173,1
77,2018,-41,171,1
77,2018,-41,175,1
77,2018,-33,-71,1
77,2018,-33,23,1
77,2018,-29,33,2
77,2018,-25,31,1
77,2018,-23,15,1
77,2018,-21,25,1
77,2018,-13,-71,1
77,2018,-9,115,2
77,2018,1,103,6
77,2018,3,101,1
77,2018,5,-75,2
77,2018,9,-83,5
77,2018,9,-79,2
77,2018,11,-85,1
77,2018,15,-97,3
77,2018,15,-91,2
77,2018,15,-89,1
77,2018,15,-61,4
77,2018,17,-97,1
77,2018,17,-93,9
77,2018,17,-91,2
77,2018,17,-89,11
77,2018,17,-67,1
77,2018,19,-105,2
77,2018,19,-103,4
77,2018,19,-101,2
77,2018,19,-99,12
77,2018,19,-97,5
77,2018,19,-93,18
77,2018,19,-77,2
77,2018,19,-75,3
77,2018,19,-71,1
77,2018,19,-69,3
77,2018,19,99,3
77,2018,19,109,1
77,2018,21,-105,4
77,2018,21,-103,3
77,2018,21,-101,4
77,2018,21,-99,3
77,2018,21,-97,1
77,2018,21,-89,1
77,2018,21,-87,1
77,2018,21,101,3
77,2018,21,105,1
77,2018,23,-109,7
77,2018,23,-107,6
77,2018,23,-99,1
77,2018,23,115,9
77,2018,25,-107,1
77,2018,25,-101,28
77,2018,25,-99,2
77,2018,25,-97,9
77,2018,25,-81,7
77,2018,27,-99,62
77,2018,27,-97,60
77,2018,27,-83,11
77,2018,27,-81,17
77,2018,27,85,1
77,2018,29,-101,1
77,2018,29,-99,39
77,2018,29,-97,17
77,2018,29,-95,34
77,2018,29,-89,1
77,2018,29,-85,3
77,2018,29,-83,15
77,2018,29,-81,17
77,2018,29,113,1
77,2018,31,-111,8
77,2018,31,-109,1
77,2018,31,-107,2
77,2018,31,-103,3
77,2018,31,-101,2
77,2018,31,-99,48
77,2018,31,-97,144
77,2018,31,-95,28
77,2018,31,-93,9
77,2018,31,-91,14
77,2018,31,-89,20
77,2018,31,-87,1
77,2018,31,-85,5
77,2018,31,-83,1
77,2018,31,-81,2
77,2018,33,-119,10
77,2018,33,-117,34
77,2018,33,-115,4
77,2018,33,-113,1
77,2018,33,-111,8
77,2018,33,-107,1
77,2018,33,-99,11
77,2018,33,-97,98
77,2018,33,-95,6
77,2018,33,-93,9
77,2018,33,-87,8
77,2018,33,-85,11
77,2018,33,-83,4
77,2018,33,-81,7
77,2018,33,-79,2
77,2018,35,-121,1
77,2018,35,-119,35
77,2018,35,-117,9
77,2018,35,-111,2
77,2018,35,-107,2
77,2018,35,-99,9
77,2018,35,-97,3
77,2018,35,-95,8
77,2018,35,-93,1
77,2018,35,-87,6
77,2018,35,-85,2
77,2018,35,-83,2
77,2018,35,-81,3
77,2018,37,-123,32
77,2018,37,-121,26
77,2018,37,-119,7
77,2018,37,-99,2
77,2018,37,-97,1
77,2018,37,-95,2
77,2018,37,-93,2
77,2018,37,-89,1
77,2018,37,-79,1
77,2018,37,-77,1
77,2018,37,-5,1
77,2018,39,-123,23
77,2018,39,-121,28
77,2018,39,-105,2
77,2018,39,-85,2
77,2018,39,-83,1
77,2018,39,-79,1
77,2018,39,-77,5
77,2018,39,23,1
77,2018,39,27,2
77,2018,41,-125,2
77,2018,41,-105,1
77,2018,41,-91,1
77,2018,41,-89,2
77,2018,41,-87,1
77,2018,41,-81,2
77,2018,41,19,1
77,2018,43,11,1
77,2018,45,-121,3
77,2018,45,-75,1
77,2018,45,-73,1
77,2018,45,1,1
77,2018,45,9,1
77,2018,49,-123,1
77,2018,49,-117,1
77,2018,51,5,1
84,2015,-33,23,2
84,2015,-29,33,1
84,2015,-25,-57,7
84,2015,11,-85,1
84,2015,15,-97,6
84,2015,15,-89,1
84,2015,15,-87,1
84,2015,17,-97,5
84,2015,17,-95,7
84,2015,17,-93,3
84,2015,17,-87,1
84,2015,19,-105,4
84,2015,19,-103,3
84,2015,19,-99,2
84,2015,19,-97,2
84,2015,19,-77,1
84,2015,19,-71,2
84,2015,21,-105,10
84,2015,21,-101,1
84,2015,21,-99,1
84,2015,23,-107,7
84,2015,23,-97,1
84,2015,23,-83,4
84,2015,23,-81,2
84,2015,25,-101,6
84,2015,25,-97,3
84,2015,25,-81,21
84,2015,27,-115,1
84,2015,27,-99,1
84,2015,27,-97,2
84,2015,27,-83,2
84,2015,27,-81,7
84,2015,27,-15,1
84,2015,29,-99,5
84,2015,29,-97,5
84,2015,29,-95,7
84,2015,29,-83,8
84,2015,29,-81,1
84,2015,31,-111,1
84,2015,31,-103,1
84,2015,31,-99,10
84,2015,31,-97,24
84,2015,31,-95,25
84,2015,31,-91,3
84,2015,31,-85,1
84,2015,33,-119,6
84,2015,33,-117,15
84,2015,33,-115,2
84,2015,33,-111,3
84,2015,33,-97,31
84,2015,33,-95,4
84,2015,35,-121,1
84,2015,35,-119,33
84,2015,35,-117,8
84,2015,35,-115,19
84,2015,35,-95,2
84,2015,35,-93,3
84,2015,35,-87,4
84,2015,35,-85,2
84,2015,35,-83,2
84,2015,35,-81,1
84,2015,37,-123,68
84,2015,37,-121,43
84,2015,39,-123,15
84,2015,39,-121,7
84,2015,39,-9,1
84,2015,41,-123,5
84,2015,41,-107,1
84,2015,41,-87,2
84,2015,41,-75,1
84,2015,41,23,1
84,2015,43,3,1
84,2015,45,-93,1
84,2015,45,-91,1
84,2015,47,-117,2
84,2015,49,-121,1
84,2016,-43,147,1
84,2016,-43,173,2
84,2016,-41,173,1
84,2016,-33,23,1
84,2016,-31,-65,1
84,2016,-31,31,2
84,2016,-31,153,2
84,2016,5,101,1
84,2016,9,-83,8
84,2016,11,-85,2
84,2016,13,-85,2
84,2016,15,-97,19
84,2016,15,-93,2
84,2016,17,-95,8
84,2016,17,-93,4
84,2016,19,-101,1
84,2016,19,-99,4
84,2016,19,-95,3
84,2016,19,-89,1
84,2016,19,-87,1
84,2016,19,-77,1
84,2016,21,-105,15
84,2016,21,-103,1
84,2016,21,-101,4
84,2016,21,-99,15
84,2016,23,-109,1
84,2016,23,-107,17
84,2016,23,-103,4
84,2016,23,-99,1
84,2016,23,115,1
84,2016,23,121,1
84,2016,25,-103,1
84,2016,25,-101,1
84,2016,25,-81,14
84,2016,27,-99,1
84,2016,27,-83,4
84,2016,27,-81,5
84,2016,29,-101,1
84,2016,29,-99,15
84,2016,29,-97,7
84,2016,29,-95,1
84,2016,29,-93,3
84,2016,29,-85,1
84,2016,29,-83,2
84,2016,29,-81,1
84,2016,31,-99,7
84,2016,31,-97,47
84,2016,31,-95,1
84,2016,31,-93,1
84,2016,31,-85,1
84,2016,31,-83,1
84,2016,33,-119,2
84,2016,33,-117,54
84,2016,33,-115,9
84,2016,33,-111,2
84,2016,33,-99,3
84,2016,33,-97,27
84,2016,33,-95,8
84,2016,33,-93,3
84,2016,33,-87,4
84,2016,33,-81,2
84,2016,35,-119,24
84,2016,35,-117,15
84,2016,35,-115,2
84,2016,35,-107,1
84,2016,35,-93,3
84,2016,35,-91,6
84,2016,35,-89,3
84,2016,35,-87,7
84,2016,35,-85,2
84,2016,35,-83,4
84,2016,35,-81,1
84,2016,35,-79,2
84,2016,35,-77,8
84,2016,37,-123,39
84,2016,37,-121,67
84,2016,37,-117,2
84,2016,37,-115,1
84,2016,37,-97,3
84,2016,37,-89,5
84,2016,37,-81,2
84,2016,37,-79,6
84,2016,37,-77,10
84,2016,37,-5,2
84,2016,39,-123,30
84,2016,39,-121,3
84,2016,39,-109,1
84,2016,39,-85,5
84,2016,39,-81,1
84,2016,39,-77,8
84,2016,39,-75,1
84,2016,39,-9,2
84,2016,39,27,2
84,2016,41,-125,2
84,2016,41,-103,1
84,2016,41,-89,1
84,2016,41,-87,3
84,2016,41,-85,3
84,2016,41,-83,4
84,2016,41,-81,3
84,2016,41,-79,3
84,2016,41,-75,1
84,2016,41,-9,1
84,2016,41,1,1
84,2016,41,13,1
84,2016,41,17,3
84,2016,43,-83,1
84,2016,43,-79,1
84,2016,43,-73,1
84,2016,43,-71,1
84,2016,43,27,1
84,2016,45,-123,1
84,2016,45,-93,1
84,2016,45,-75,1
84,2016,45,-73,1
84,2016,45,1,2
84,2016,45,9,1
84,2016,45,11,3
84,2016,47,-123,2
84,2016,49,-123,1
84,2016,51,-115,1
84,2016,53,-127,1
84,2017,-45,169,1
84,2017,-35,-59,1
84,2017,-31,31,1
84,2017,-25,-57,4
84,2017,-25,-55,3
84,2017,-1,-91,1
84,2017,1,103,1
84,2017,9,-85,4
84,2017,9,-83,5
84,2017,9,-77,2
84,2017,13,75,2
84,2017,13,101,1
84,2017,15,-97,6
84,2017,15,-95,2
84,2017,17,-93,1
84,2017,17,-89,4
84,2017,19,-99,18
84,2017,19,-97,14
84,2017,19,-95,2
84,2017,19,-71,7
84,2017,19,-69,1
84,2017,19,-65,1
84,2017,21,-105,2
84,2017,21,-103,4
84,2017,21,-101,2
84,2017,21,-99,6
84,2017,21,-97,7
84,2017,21,-87,1
84,2017,23,-107,35
84,2017,23,-101,1
84,2017,23,-99,5
84,2017,23,-81,1
84,2017,23,115,2
84,2017,25,-109,3
84,2017,25,-107,4
84,2017,25,-101,35
84,2017,25,-81,7
84,2017,25,93,1
84,2017,27,-109,1
84,2017,27,-101,2
84,2017,27,-99,18
84,2017,27,-97,17
84,2017,27,-83,5
84,2017,27,-81,3
84,2017,29,-111,1
84,2017,29,-103,5
84,2017,29,-101,7
84,2017,29,-99,15
84,2017,29,-97,5
84,2017,29,-95,8
84,2017,29,-83,6
84,2017,29,-81,7
84,2017,29,-17,1
84,2017,29,83,2
84,2017,31,-117,2
84,2017,31,-115,2
84,2017,31,-111,6
84,2017,31,-103,1
84,2017,31,-101,1
84,2017,31,-99,17
84,2017,31,-97,246
84,2017,31,-95,22
84,2017,31,-93,3
84,2017,31,-91,2
84,2017,31,-87,2
84,2017,31,-85,2
84,2017,31,-83,1
84,2017,31,-81,1
84,2017,31,79,1
84,2017,33,-119,10
84,2017,33,-117,42
84,2017,33,-115,7
84,2017,33,-113,7
84,2017,33,-111,9
84,2017,33,-101,8
84,2017,33,-99,11
84,2017,33,-97,228
84,2017,33,-95,14
84,2017,33,-93,16
84,2017,33,-89,1
84,2017,33,-87,4
84,2017,33,-83,3
84,2017,33,-81,10
84,2017,33,-79,2
84,2017,35,-121,2
84,2017,35,-119,47
84,2017,35,-117,6
84,2017,35,-115,5
84,2017,35,-113,1
84,2017,35,-101,2
84,2017,35,-99,5
84,2017,35,-97,2
84,2017,35,-95,19
84,2017,35,-93,5
84,2017,35,-89,8
84,2017,35,-87,9
84,2017,35,-85,3
84,2017,35,-83,3
84,2017,35,-81,6
84,2017,35,-79,13
84,2017,35,-77,8
84,2017,37,-123,85
84,2017,37,-121,36
84,2017,37,-119,2
84,2017,37,-117,4
84,2017,37,-115,1
84,2017,37,-101,1
84,2017,37,-97,1
84,2017,37,-95,5
84,2017,37,-85,1
84,2017,37,-83,1
84,2017,37,-79,2
84,2017,37,-77,11
84,2017,37,-5,1
84,2017,39,-123,38
84,2017,39,-121,28
84,2017,39,-99,2
84,2017,39,-87,1
84,2017,39,-85,1
84,2017,39,-83,1
84,2017,39,-81,1
84,2017,39,-79,4
84,2017,39,-77,10
84,2017,39,-75,1
84,2017,39,-9,3
84,2017,39,1,1
84,2017,39,27,1
84,2017,41,-125,2
84,2017,41,-87,2
84,2017,41,-83,3
84,2017,41,-81,2
84,2017,41,-75,2
84,2017,41,-73,1
84,2017,41,-7,2
84,2017,41,15,1
84,2017,41,19,1
84,2017,41,117,1
84,2017,43,-89,1
84,2017,43,-79,1
84,2017,43,-3,3
84,2017,43,11,2
84,2017,43,13,2
84,2017,45,-123,1
84,2017,45,-93,1
84,2017,45,7,3
84,2017,45,9,3
84,2017,45,11,1
84,2017,45,15,1
84,2017,45,21,4
84,2017,49,-97,1
84,2017,49,3,5
84,2017,49,5,1
84,2017,49,9,4
84,2017,49,11,1
84,2017,49,17,1
84,2017,51,-1,4
84,2017,51,5,2
84,2017,51,7,1
84,2017,51,13,2
84,2017,53,11,1
84,2017,55,-127,1
84,2018,-45,171,4
84,2018,-43,171,1
84,2018,-43,173,7
84,2018,-39,175,1
84,2018,-33,-71,1
84,2018,-33,23,1
84,2018,-9,17,1
84,2018,-1,-91,1
84,2018,-1,-79,1
84,2018,1,103,8
84,2018,9,-83,1
84,2018,9,-81,1
84,2018,9,-79,5
84,2018,11,-85,1
84,2018,13,-87,1
84,2018,13,-61,1
84,2018,15,-97,3
84,2018,15,-91,2
84,2018,15,-87,3
84,2018,15,-61,2
84,2018,17,-97,3
84,2018,17,-93,1
84,2018,17,-89,1
84,2018,19,-105,2
84,2018,19,-101,3
84,2018,19,-99,17
84,2018,19,-97,16
84,2018,19,-95,3
84,2018,19,-77,1
84,2018,19,-75,4
84,2018,19,-71,2
84,2018,19,73,1
84,2018,19,99,2
84,2018,21,-105,4
84,2018,21,-103,6
84,2018,21,-101,11
84,2018,21,-99,11
84,2018,21,-97,2
84,2018,21,-91,1
84,2018,21,-87,4
84,2018,23,-107,6
84,2018,23,-103,1
84,2018,23,-101,3
84,2018,23,-99,4
84,2018,23,-79,3
84,2018,23,-75,1
84,2018,23,115,5
84,2018,25,-109,2
84,2018,25,-107,1
84,2018,25,-103,1
84,2018,25,-101,22
84,2018,25,-99,8
84,2018,25,-81,11
84,2018,27,-101,2
84,2018,27,-99,61
84,2018,27,-97,34
84,2018,27,-83,6
84,2018,27,-81,1
84,2018,27,93,3
84,2018,29,-103,4
84,2018,29,-99,48
84,2018,29,-97,14
84,2018,29,-95,24
84,2018,29,-91,2
