"cell","mean_obs_days","jd_wk","year","year3"
335.1,1,175,2017,1
335.1,1,189,2017,1
335.1,1,196,2017,2019
335.1,1.42857142857143,217,2018,1.42857142857143
335.1,1.42857142857143,252,2018,1.42857142857143
335.1,1.71428571428571,147,2018,1.71428571428571
335.1,1.85714285714286,154,2018,1.85714285714286
335.1,2.14285714285714,161,2018,2.14285714285714
335.1,2.14285714285714,182,2019,182
335.1,2.57142857142857,189,2019,189
335.1,2.28571428571429,203,2019,203
335.1,2.28571428571429,210,2019,210
417.1,1.57142857142857,168,2017,NA
417.1,1.71428571428571,175,2017,NA
417.1,2.14285714285714,182,2017,NA
417.1,2.42857142857143,189,2017,NA
417.1,3.28571428571429,196,2017,NA
417.1,4.42857142857143,203,2017,NA
417.1,7.14285714285714,210,2017,NA
417.1,7.28571428571429,217,2017,NA
417.1,8.42857142857143,224,2017,NA
417.1,8.71428571428571,231,2017,NA
417.1,8.42857142857143,238,2017,NA
417.1,8.42857142857143,245,2017,NA
417.1,8,252,2017,NA
417.1,5.42857142857143,259,2017,NA
417.1,5.14285714285714,266,2017,NA
417.1,3.85714285714286,273,2017,NA
417.1,3.14285714285714,280,2017,NA
417.1,3,287,2017,NA
417.1,2.14285714285714,301,2017,NA
417.1,1.42857142857143,315,2017,NA
417.1,1.42857142857143,21,2017,NA
417.1,1.14285714285714,35,2017,NA
417.1,1.14285714285714,84,2017,NA
417.1,1.28571428571429,105,2018,NA
417.1,1.42857142857143,112,2018,NA
417.1,1.42857142857143,119,2018,NA
417.1,1.85714285714286,126,2018,NA
417.1,2,133,2018,NA
417.1,2,140,2018,NA
417.1,2.28571428571429,154,2018,NA
417.1,2.85714285714286,161,2018,NA
417.1,3.57142857142857,168,2018,NA
417.1,4.71428571428571,182,2018,NA
417.1,5.57142857142857,189,2018,NA
417.1,6.85714285714286,196,2018,NA
417.1,7.57142857142857,203,2018,NA
417.1,8.28571428571429,210,2018,NA
417.1,9.57142857142857,217,2018,NA
417.1,9.71428571428571,224,2018,NA
417.1,9.14285714285714,231,2018,NA
417.1,8.71428571428571,238,2018,NA
417.1,7.85714285714286,245,2018,NA
417.1,7.71428571428571,252,2018,NA
417.1,7,259,2018,NA
417.1,6,266,2018,NA
417.1,5.42857142857143,273,2018,NA
417.1,5,280,2018,NA
417.1,4.28571428571429,287,2018,NA
417.1,3.57142857142857,294,2018,NA
417.1,3,308,2018,NA
417.1,2.71428571428571,315,2018,NA
417.1,1.71428571428571,350,2018,NA
417.1,1.28571428571429,0,2018,NA
417.1,1.42857142857143,56,2018,NA
417.1,1.28571428571429,77,2018,NA
417.1,1.42857142857143,98,2019,NA
417.1,1.85714285714286,105,2019,NA
417.1,2.28571428571429,119,2019,NA
417.1,2.42857142857143,133,2019,NA
417.1,3.28571428571429,140,2019,NA
417.1,4,147,2019,NA
417.1,5.57142857142857,154,2019,NA
417.1,6.85714285714286,161,2019,NA
417.1,8,168,2019,NA
417.1,9,175,2019,NA
417.1,10.5714285714286,182,2019,NA
417.1,11.1428571428571,189,2019,NA
417.1,13.1428571428571,196,2019,NA
417.1,13,203,2019,NA
417.1,13.1428571428571,210,2019,NA
417.1,11.5714285714286,217,2019,NA
498.1,4.57142857142857,21,2017,NA
498.1,4.28571428571429,35,2017,NA
498.1,4.57142857142857,42,2017,NA
498.1,5,49,2017,NA
498.1,6,56,2017,NA
498.1,6.71428571428571,63,2017,NA
498.1,7.57142857142857,70,2017,NA
498.1,8.42857142857143,77,2017,NA
498.1,10.4285714285714,84,2017,NA
498.1,12.5714285714286,91,2017,NA
498.1,14.2857142857143,98,2017,NA
498.1,15.8571428571429,105,2017,NA
498.1,15.7142857142857,112,2017,NA
498.1,16.1428571428571,119,2017,NA
498.1,16.1428571428571,126,2017,NA
498.1,14.8571428571429,133,2017,NA
498.1,13,140,2017,NA
498.1,11.7142857142857,147,2017,NA
498.1,10.8571428571429,154,2017,NA
498.1,11,161,2017,NA
498.1,11.4285714285714,168,2017,NA
498.1,11,175,2017,NA
498.1,10.7142857142857,182,2017,NA
498.1,13,189,2017,NA
498.1,13.7142857142857,196,2017,NA
498.1,14.2857142857143,203,2017,NA
498.1,15.2857142857143,210,2017,NA
498.1,18.2857142857143,217,2017,NA
498.1,19,224,2017,NA
498.1,21.1428571428571,231,2017,NA
498.1,20.7142857142857,238,2017,NA
498.1,20.5714285714286,245,2017,NA
498.1,20.4285714285714,252,2017,NA
498.1,20,259,2017,NA
498.1,16.4285714285714,266,2017,NA
498.1,18.7142857142857,273,2017,NA
498.1,17,280,2017,NA
498.1,14.7142857142857,287,2017,NA
498.1,13.7142857142857,294,2017,NA
498.1,12.5714285714286,301,2017,NA
498.1,11.1428571428571,308,2017,NA
498.1,10,315,2017,NA
498.1,6.71428571428571,322,2017,NA
498.1,5.85714285714286,329,2017,NA
498.1,6.42857142857143,336,2017,NA
498.1,6,343,2017,NA
498.1,5.85714285714286,350,2017,NA
498.1,5.57142857142857,357,2017,NA
498.1,6,0,2017,NA
498.1,5.71428571428571,7,2017,NA
498.1,5.85714285714286,14,2017,NA
498.1,5.42857142857143,21,2018,NA
498.1,5.28571428571429,28,2018,NA
498.1,4.71428571428571,35,2018,NA
498.1,4.85714285714286,42,2018,NA
498.1,5.28571428571429,49,2018,NA
498.1,5.71428571428571,56,2018,NA
498.1,7.42857142857143,63,2018,NA
498.1,9.71428571428571,70,2018,NA
498.1,13.4285714285714,77,2018,NA
498.1,16,84,2018,NA
498.1,21.7142857142857,91,2018,NA
498.1,24.8571428571429,98,2018,NA
498.1,26.8571428571429,105,2018,NA
498.1,27.1428571428571,112,2018,NA
498.1,27,119,2018,NA
498.1,27.2857142857143,126,2018,NA
498.1,29,133,2018,NA
498.1,25.8571428571429,140,2018,NA
498.1,23.5714285714286,147,2018,NA
498.1,24,154,2018,NA
498.1,24,161,2018,NA
498.1,24.7142857142857,168,2018,NA
498.1,22.5714285714286,175,2018,NA
498.1,19.8571428571429,182,2018,NA
498.1,18,189,2018,NA
498.1,20.1428571428571,196,2018,NA
498.1,20,203,2018,NA
498.1,20.7142857142857,210,2018,NA
498.1,19.5714285714286,217,2018,NA
498.1,21.4285714285714,224,2018,NA
498.1,22.2857142857143,231,2018,NA
498.1,25.2857142857143,238,2018,NA
498.1,24.7142857142857,245,2018,NA
498.1,25.1428571428571,252,2018,NA
498.1,25.7142857142857,259,2018,NA
498.1,27.4285714285714,266,2018,NA
498.1,26,273,2018,NA
498.1,28.5714285714286,280,2018,NA
498.1,26,287,2018,NA
498.1,23.4285714285714,294,2018,NA
498.1,21.2857142857143,301,2018,NA
498.1,19,308,2018,NA
498.1,16.8571428571429,315,2018,NA
498.1,15.5714285714286,322,2018,NA
498.1,11.8571428571429,329,2018,NA
498.1,11.4285714285714,336,2018,NA
498.1,10.5714285714286,343,2018,NA
498.1,9.42857142857143,350,2018,NA
498.1,8.28571428571429,357,2018,NA
498.1,7.71428571428571,364,2018,NA
498.1,7.71428571428571,0,2018,NA
498.1,6.85714285714286,7,2018,NA
498.1,6.57142857142857,14,2018,NA
498.1,6.57142857142857,21,2019,NA
498.1,6.71428571428571,28,2019,NA
498.1,7.28571428571429,35,2019,NA
498.1,7,42,2019,NA
498.1,8.42857142857143,49,2019,NA
498.1,10.7142857142857,56,2019,NA
498.1,12.2857142857143,63,2019,NA
498.1,15.2857142857143,70,2019,NA
498.1,17.1428571428571,77,2019,NA
498.1,19.5714285714286,84,2019,NA
498.1,25.2857142857143,91,2019,NA
498.1,27.5714285714286,98,2019,NA
498.1,27.1428571428571,105,2019,NA
498.1,27,112,2019,NA
498.1,28.2857142857143,119,2019,NA
498.1,31.4285714285714,126,2019,NA
498.1,32.5714285714286,133,2019,NA
498.1,29.7142857142857,140,2019,NA
498.1,27.1428571428571,147,2019,NA
498.1,27.8571428571429,154,2019,NA
498.1,29.2857142857143,161,2019,NA
498.1,27.5714285714286,168,2019,NA
498.1,26.4285714285714,175,2019,NA
498.1,26.7142857142857,182,2019,NA
498.1,27.2857142857143,189,2019,NA
498.1,28.2857142857143,196,2019,NA
498.1,29.5714285714286,203,2019,NA
498.1,31,210,2019,NA
498.1,28.5714285714286,217,2019,NA
535.1,1.42857142857143,84,2017,NA
535.1,1.71428571428571,91,2017,NA
535.1,2,98,2017,NA
535.1,3,105,2017,NA
535.1,3.14285714285714,112,2017,NA
535.1,3.57142857142857,119,2017,NA
535.1,4.71428571428571,126,2017,NA
535.1,6,133,2017,NA
535.1,7.85714285714286,140,2017,NA
535.1,9.71428571428571,147,2017,NA
535.1,9.85714285714286,154,2017,NA
535.1,10.7142857142857,161,2017,NA
535.1,11.4285714285714,168,2017,NA
535.1,12.8571428571429,175,2017,NA
535.1,13.5714285714286,182,2017,NA
535.1,13.1428571428571,189,2017,NA
535.1,14.5714285714286,196,2017,NA
535.1,16.4285714285714,203,2017,NA
535.1,17,210,2017,NA
535.1,17.8571428571429,217,2017,NA
535.1,18.5714285714286,224,2017,NA
535.1,19.8571428571429,231,2017,NA
535.1,20.1428571428571,238,2017,NA
535.1,18.1428571428571,245,2017,NA
535.1,17.2857142857143,252,2017,NA
535.1,16.2857142857143,259,2017,NA
535.1,14.2857142857143,266,2017,NA
535.1,11.1428571428571,273,2017,NA
535.1,7.85714285714286,280,2017,NA
535.1,5.85714285714286,287,2017,NA
535.1,4.28571428571429,294,2017,NA
535.1,2.28571428571429,301,2017,NA
535.1,1.57142857142857,315,2017,NA
535.1,1.42857142857143,329,2017,NA
535.1,1.28571428571429,336,2017,NA
535.1,1.28571428571429,42,2017,NA
535.1,1.28571428571429,56,2017,NA
535.1,2.14285714285714,77,2017,NA
535.1,5.14285714285714,91,2018,NA
535.1,8.85714285714286,105,2018,NA
535.1,12.7142857142857,112,2018,NA
535.1,17,119,2018,NA
535.1,21,126,2018,NA
535.1,26.4285714285714,133,2018,NA
535.1,29.1428571428571,140,2018,NA
535.1,29.7142857142857,147,2018,NA
535.1,28.8571428571429,154,2018,NA
535.1,30.2857142857143,161,2018,NA
535.1,29,168,2018,NA
535.1,31.2857142857143,175,2018,NA
535.1,29.4285714285714,182,2018,NA
535.1,30.7142857142857,189,2018,NA
535.1,31.1428571428571,196,2018,NA
535.1,32.5714285714286,203,2018,NA
535.1,31.5714285714286,210,2018,NA
535.1,31.7142857142857,217,2018,NA
535.1,30.8571428571429,224,2018,NA
535.1,30.8571428571429,231,2018,NA
535.1,27.7142857142857,238,2018,NA
535.1,24.1428571428571,245,2018,NA
535.1,20.2857142857143,252,2018,NA
535.1,16,259,2018,NA
535.1,13.7142857142857,266,2018,NA
535.1,8.57142857142857,273,2018,NA
535.1,5.14285714285714,280,2018,NA
535.1,3.57142857142857,287,2018,NA
535.1,3.14285714285714,294,2018,NA
535.1,2.71428571428571,301,2018,NA
535.1,2.57142857142857,315,2018,NA
535.1,2,322,2018,NA
535.1,1.71428571428571,329,2018,NA
535.1,1.71428571428571,336,2018,NA
535.1,1.57142857142857,343,2018,NA
535.1,1.42857142857143,14,2018,NA
535.1,1.42857142857143,28,2018,NA
535.1,1.71428571428571,35,2018,NA
535.1,1.57142857142857,56,2019,NA
535.1,1.85714285714286,63,2019,NA
535.1,2.14285714285714,70,2019,NA
535.1,2.28571428571429,77,2019,NA
535.1,2.57142857142857,84,2019,NA
535.1,4,91,2019,NA
535.1,4.28571428571429,98,2019,NA
535.1,5.71428571428571,105,2019,NA
535.1,8.71428571428571,112,2019,NA
535.1,11.2857142857143,119,2019,NA
535.1,14.5714285714286,126,2019,NA
535.1,18,133,2019,NA
535.1,20.4285714285714,140,2019,NA
535.1,23.7142857142857,147,2019,NA
535.1,28.1428571428571,154,2019,NA
535.1,33.5714285714286,161,2019,NA
535.1,37.7142857142857,168,2019,NA
535.1,44,175,2019,NA
535.1,48.4285714285714,182,2019,NA
535.1,53.7142857142857,189,2019,NA
535.1,58.7142857142857,196,2019,NA
535.1,59.7142857142857,203,2019,NA
535.1,56.1428571428571,210,2019,NA
535.1,49,217,2019,NA
553.1,10.7142857142857,21,2017,NA
553.1,12.4285714285714,28,2017,NA
553.1,15,35,2017,NA
553.1,17.7142857142857,42,2017,NA
553.1,23,49,2017,NA
553.1,26.8571428571429,56,2017,NA
553.1,30,63,2017,NA
553.1,32,70,2017,NA
553.1,37,77,2017,NA
553.1,49.8571428571429,84,2017,NA
553.1,52.8571428571429,91,2017,NA
553.1,52.4285714285714,98,2017,NA
553.1,50.8571428571429,105,2017,NA
553.1,50.2857142857143,112,2017,NA
553.1,50.5714285714286,119,2017,NA
553.1,47,126,2017,NA
553.1,34.8571428571429,133,2017,NA
553.1,31.2857142857143,140,2017,NA
553.1,31.1428571428571,147,2017,NA
553.1,34.7142857142857,154,2017,NA
553.1,32.8571428571429,161,2017,NA
553.1,33,168,2017,NA
553.1,35.4285714285714,175,2017,NA
553.1,37.5714285714286,182,2017,NA
553.1,38.7142857142857,189,2017,NA
553.1,39.5714285714286,196,2017,NA
553.1,36.8571428571429,203,2017,NA
553.1,37.1428571428571,210,2017,NA
553.1,37.8571428571429,217,2017,NA
553.1,38.4285714285714,224,2017,NA
553.1,40.8571428571429,231,2017,NA
553.1,46,238,2017,NA
553.1,48.2857142857143,245,2017,NA
553.1,50.1428571428571,252,2017,NA
553.1,54.5714285714286,259,2017,NA
553.1,55.5714285714286,266,2017,NA
553.1,54,273,2017,NA
553.1,50.7142857142857,280,2017,NA
553.1,45,287,2017,NA
553.1,41,294,2017,NA
553.1,39.5714285714286,301,2017,NA
553.1,35,308,2017,NA
553.1,29.2857142857143,315,2017,NA
553.1,26.2857142857143,322,2017,NA
553.1,22.4285714285714,329,2017,NA
553.1,19.7142857142857,336,2017,NA
553.1,16,343,2017,NA
553.1,11.8571428571429,350,2017,NA
553.1,12.4285714285714,357,2017,NA
553.1,12.7142857142857,364,2017,NA
553.1,12.4285714285714,0,2017,NA
553.1,14.5714285714286,7,2017,NA
553.1,16.4285714285714,14,2017,NA
553.1,18.1428571428571,21,2018,NA
553.1,19.7142857142857,28,2018,NA
553.1,18.7142857142857,35,2018,NA
553.1,20.5714285714286,42,2018,NA
553.1,22.7142857142857,49,2018,NA
553.1,24,56,2018,NA
553.1,29.4285714285714,63,2018,NA
553.1,35.1428571428571,70,2018,NA
553.1,42.4285714285714,77,2018,NA
553.1,48,84,2018,NA
553.1,65.1428571428571,91,2018,NA
553.1,73.8571428571429,98,2018,NA
553.1,76.4285714285714,105,2018,NA
553.1,76.2857142857143,112,2018,NA
553.1,75.7142857142857,119,2018,NA
553.1,71.7142857142857,126,2018,NA
553.1,69.1428571428571,133,2018,NA
553.1,52.1428571428571,140,2018,NA
553.1,44.5714285714286,147,2018,NA
553.1,42.5714285714286,154,2018,NA
553.1,39.8571428571429,161,2018,NA
553.1,39.7142857142857,168,2018,NA
553.1,40.4285714285714,175,2018,NA
553.1,42,182,2018,NA
553.1,42.2857142857143,189,2018,NA
553.1,43.8571428571429,196,2018,NA
553.1,45.1428571428571,203,2018,NA
553.1,45.4285714285714,210,2018,NA
553.1,46.8571428571429,217,2018,NA
553.1,52.5714285714286,224,2018,NA
553.1,56.5714285714286,231,2018,NA
553.1,61.1428571428571,238,2018,NA
553.1,67.1428571428571,245,2018,NA
553.1,69,252,2018,NA
553.1,72.7142857142857,259,2018,NA
553.1,77.1428571428571,266,2018,NA
553.1,74.4285714285714,273,2018,NA
553.1,70.7142857142857,280,2018,NA
553.1,66.1428571428571,287,2018,NA
553.1,60,294,2018,NA
553.1,57.2857142857143,301,2018,NA
553.1,54.8571428571429,308,2018,NA
553.1,46,315,2018,NA
553.1,41.1428571428571,322,2018,NA
553.1,36.5714285714286,329,2018,NA
553.1,34,336,2018,NA
553.1,27.8571428571429,343,2018,NA
553.1,25,350,2018,NA
553.1,23.2857142857143,357,2018,NA
553.1,22.5714285714286,364,2018,NA
553.1,20.2857142857143,0,2018,NA
553.1,19.2857142857143,7,2018,NA
553.1,19.4285714285714,14,2018,NA
553.1,21.4285714285714,21,2019,NA
553.1,23.5714285714286,28,2019,NA
553.1,22.7142857142857,35,2019,NA
553.1,24.7142857142857,42,2019,NA
553.1,31.2857142857143,49,2019,NA
553.1,37.7142857142857,56,2019,NA
553.1,45.5714285714286,63,2019,NA
553.1,54.8571428571429,70,2019,NA
553.1,64.2857142857143,77,2019,NA
553.1,72.4285714285714,84,2019,NA
553.1,104.428571428571,91,2019,NA
553.1,109.285714285714,98,2019,NA
553.1,110.714285714286,105,2019,NA
553.1,108,112,2019,NA
553.1,103.285714285714,119,2019,NA
553.1,97,126,2019,NA
553.1,92.4285714285714,133,2019,NA
553.1,63.4285714285714,140,2019,NA
553.1,60.2857142857143,147,2019,NA
553.1,61.1428571428571,154,2019,NA
553.1,64.5714285714286,161,2019,NA
553.1,71,168,2019,NA
553.1,77.1428571428571,175,2019,NA
553.1,86.5714285714286,182,2019,NA
553.1,93.5714285714286,189,2019,NA
553.1,94.5714285714286,196,2019,NA
553.1,96.1428571428571,203,2019,NA
553.1,97.1428571428571,210,2019,NA
553.1,85.7142857142857,217,2019,NA
562.1,2.14285714285714,35,2017,NA
562.1,2.57142857142857,42,2017,NA
562.1,2.85714285714286,49,2017,NA
562.1,3.28571428571429,56,2017,NA
562.1,3.71428571428571,63,2017,NA
562.1,4,70,2017,NA
562.1,3.85714285714286,77,2017,NA
562.1,5.71428571428571,84,2017,NA
562.1,7,91,2017,NA
562.1,7.71428571428571,98,2017,NA
562.1,9,105,2017,NA
562.1,15.1428571428571,112,2017,NA
562.1,16.4285714285714,119,2017,NA
562.1,18.5714285714286,126,2017,NA
562.1,19.5714285714286,133,2017,NA
562.1,20.2857142857143,140,2017,NA
562.1,21.4285714285714,147,2017,NA
562.1,22.7142857142857,154,2017,NA
562.1,19.7142857142857,161,2017,NA
562.1,21.4285714285714,168,2017,NA
562.1,23.2857142857143,175,2017,NA
562.1,25.7142857142857,182,2017,NA
562.1,26,189,2017,NA
562.1,27.7142857142857,196,2017,NA
562.1,28.8571428571429,203,2017,NA
562.1,28.7142857142857,210,2017,NA
562.1,29.4285714285714,217,2017,NA
562.1,29.4285714285714,224,2017,NA
562.1,28.2857142857143,231,2017,NA
562.1,37.8571428571429,238,2017,NA
562.1,39,245,2017,NA
562.1,37,252,2017,NA
562.1,36.8571428571429,259,2017,NA
562.1,34.4285714285714,266,2017,NA
562.1,30.8571428571429,273,2017,NA
562.1,26.5714285714286,280,2017,NA
562.1,15,287,2017,NA
562.1,10.1428571428571,294,2017,NA
562.1,8.42857142857143,301,2017,NA
562.1,5.28571428571429,308,2017,NA
562.1,3.57142857142857,315,2017,NA
562.1,3,322,2017,NA
562.1,3.28571428571429,329,2017,NA
562.1,2.71428571428571,336,2017,NA
562.1,2.57142857142857,343,2017,NA
562.1,2.14285714285714,350,2017,NA
562.1,1.71428571428571,357,2017,NA
562.1,1.71428571428571,14,2017,NA
562.1,2.28571428571429,28,2017,NA
562.1,2,35,2017,NA
562.1,2,70,2018,NA
562.1,2.42857142857143,77,2018,NA
562.1,5.14285714285714,84,2018,NA
562.1,11.1428571428571,98,2018,NA
562.1,13.4285714285714,105,2018,NA
562.1,16.7142857142857,112,2018,NA
562.1,20.2857142857143,119,2018,NA
562.1,26.8571428571429,126,2018,NA
562.1,35.1428571428571,133,2018,NA
562.1,38.4285714285714,140,2018,NA
562.1,41,147,2018,NA
562.1,44.2857142857143,154,2018,NA
562.1,46.7142857142857,161,2018,NA
562.1,51,168,2018,NA
562.1,54.1428571428571,175,2018,NA
562.1,54.4285714285714,182,2018,NA
562.1,59.4285714285714,189,2018,NA
562.1,63,196,2018,NA
562.1,67.7142857142857,203,2018,NA
562.1,70.1428571428571,210,2018,NA
562.1,69.5714285714286,217,2018,NA
562.1,72.2857142857143,224,2018,NA
562.1,74.7142857142857,231,2018,NA
562.1,69.7142857142857,238,2018,NA
562.1,63.4285714285714,245,2018,NA
562.1,57.1428571428571,252,2018,NA
562.1,50.8571428571429,259,2018,NA
562.1,46.1428571428571,266,2018,NA
562.1,35.7142857142857,273,2018,NA
562.1,25.8571428571429,280,2018,NA
562.1,20.8571428571429,287,2018,NA
562.1,15.7142857142857,294,2018,NA
562.1,12,301,2018,NA
562.1,9.42857142857143,308,2018,NA
562.1,7,315,2018,NA
562.1,4.85714285714286,322,2018,NA
562.1,3.42857142857143,329,2018,NA
562.1,2.71428571428571,336,2018,NA
562.1,2.28571428571429,350,2018,NA
562.1,1.85714285714286,357,2018,NA
562.1,1.85714285714286,0,2018,NA
562.1,1.71428571428571,7,2018,NA
562.1,1.71428571428571,21,2018,NA
562.1,1.71428571428571,28,2019,NA
562.1,1.57142857142857,35,2019,NA
562.1,1.71428571428571,42,2019,NA
562.1,2.28571428571429,56,2019,NA
562.1,2.85714285714286,63,2019,NA
562.1,3.42857142857143,70,2019,NA
562.1,4.14285714285714,77,2019,NA
562.1,6.28571428571429,84,2019,NA
562.1,9.85714285714286,91,2019,NA
562.1,12.4285714285714,98,2019,NA
562.1,14.1428571428571,105,2019,NA
562.1,19.4285714285714,112,2019,NA
562.1,22.8571428571429,119,2019,NA
562.1,34.7142857142857,126,2019,NA
562.1,43.2857142857143,133,2019,NA
562.1,50.4285714285714,140,2019,NA
562.1,62.1428571428571,147,2019,NA
562.1,69.5714285714286,154,2019,NA
562.1,75,161,2019,NA
562.1,84.1428571428571,168,2019,NA
562.1,91.1428571428571,175,2019,NA
562.1,93.8571428571429,182,2019,NA
562.1,97.7142857142857,189,2019,NA
562.1,99.8571428571429,196,2019,NA
562.1,106.857142857143,203,2019,NA
562.1,112.714285714286,210,2019,NA
562.1,101.571428571429,217,2019,NA
567.1,2.42857142857143,49,2017,NA
567.1,2.71428571428571,56,2017,NA
567.1,3.14285714285714,63,2017,NA
567.1,4.85714285714286,77,2017,NA
567.1,6.14285714285714,84,2017,NA
567.1,7.71428571428571,91,2017,NA
567.1,8.28571428571429,98,2017,NA
567.1,10.5714285714286,105,2017,NA
567.1,15,112,2017,NA
567.1,17.8571428571429,119,2017,NA
567.1,21.7142857142857,126,2017,NA
567.1,26,133,2017,NA
567.1,28.7142857142857,140,2017,NA
567.1,34.4285714285714,147,2017,NA
567.1,36.7142857142857,154,2017,NA
567.1,38.1428571428571,161,2017,NA
567.1,40,168,2017,NA
567.1,43.7142857142857,175,2017,NA
567.1,46.2857142857143,182,2017,NA
567.1,47.5714285714286,189,2017,NA
567.1,47.4285714285714,196,2017,NA
567.1,51.1428571428571,203,2017,NA
567.1,53.1428571428571,210,2017,NA
567.1,54.8571428571429,217,2017,NA
567.1,50.7142857142857,224,2017,NA
567.1,51.2857142857143,231,2017,NA
567.1,55.4285714285714,238,2017,NA
567.1,54,245,2017,NA
567.1,51.8571428571429,252,2017,NA
567.1,49.1428571428571,259,2017,NA
567.1,46.7142857142857,266,2017,NA
567.1,44.8571428571429,273,2017,NA
567.1,36.8571428571429,280,2017,NA
567.1,27.2857142857143,287,2017,NA
567.1,22.1428571428571,294,2017,NA
567.1,16.2857142857143,301,2017,NA
567.1,11,308,2017,NA
567.1,7.14285714285714,315,2017,NA
567.1,3.85714285714286,322,2017,NA
567.1,3.14285714285714,329,2017,NA
567.1,2.42857142857143,336,2017,NA
567.1,2.71428571428571,343,2017,NA
567.1,2.42857142857143,350,2017,NA
567.1,2.71428571428571,0,2017,NA
567.1,2.42857142857143,14,2017,NA
567.1,3,21,2017,NA
567.1,3,28,2018,NA
567.1,3.28571428571429,42,2018,NA
567.1,2.85714285714286,49,2018,NA
567.1,3,56,2018,NA
567.1,3.28571428571429,70,2018,NA
567.1,3.57142857142857,77,2018,NA
567.1,3.71428571428571,84,2018,NA
567.1,7.28571428571429,91,2018,NA
567.1,11.7142857142857,98,2018,NA
567.1,17.7142857142857,105,2018,NA
567.1,24.2857142857143,112,2018,NA
567.1,29.5714285714286,119,2018,NA
567.1,39.1428571428571,126,2018,NA
567.1,46.7142857142857,133,2018,NA
567.1,54.5714285714286,140,2018,NA
567.1,62.1428571428571,147,2018,NA
567.1,69.1428571428571,154,2018,NA
567.1,76.8571428571429,161,2018,NA
567.1,87,168,2018,NA
567.1,96,175,2018,NA
567.1,106,182,2018,NA
567.1,113.857142857143,189,2018,NA
567.1,120.142857142857,196,2018,NA
567.1,123.714285714286,203,2018,NA
567.1,128.428571428571,210,2018,NA
567.1,129.714285714286,217,2018,NA
567.1,127.142857142857,224,2018,NA
567.1,121.428571428571,231,2018,NA
567.1,111,238,2018,NA
567.1,101,245,2018,NA
567.1,90.2857142857143,252,2018,NA
567.1,77.7142857142857,259,2018,NA
567.1,64.5714285714286,266,2018,NA
567.1,49.8571428571429,273,2018,NA
567.1,38,280,2018,NA
567.1,31.4285714285714,287,2018,NA
567.1,24.5714285714286,294,2018,NA
567.1,19.8571428571429,301,2018,NA
567.1,14.2857142857143,308,2018,NA
567.1,10.2857142857143,315,2018,NA
567.1,8.57142857142857,322,2018,NA
567.1,8.57142857142857,329,2018,NA
567.1,6.42857142857143,336,2018,NA
567.1,5,343,2018,NA
567.1,3.71428571428571,350,2018,NA
567.1,3.28571428571429,357,2018,NA
567.1,3.14285714285714,0,2018,NA
567.1,3.42857142857143,7,2018,NA
567.1,3.85714285714286,14,2018,NA
567.1,4.28571428571429,21,2019,NA
567.1,4.57142857142857,28,2019,NA
567.1,5.14285714285714,35,2019,NA
567.1,4.85714285714286,42,2019,NA
567.1,5,49,2019,NA
567.1,5.42857142857143,56,2019,NA
567.1,5.14285714285714,63,2019,NA
567.1,7,70,2019,NA
567.1,9.28571428571429,77,2019,NA
567.1,13.8571428571429,84,2019,NA
567.1,19.1428571428571,91,2019,NA
567.1,25.2857142857143,98,2019,NA
567.1,30.7142857142857,105,2019,NA
567.1,38.4285714285714,112,2019,NA
567.1,46.8571428571429,119,2019,NA
567.1,52.8571428571429,126,2019,NA
567.1,60.8571428571429,133,2019,NA
567.1,72,140,2019,NA
567.1,84.4285714285714,147,2019,NA
567.1,96.2857142857143,154,2019,NA
567.1,110.571428571429,161,2019,NA
567.1,123.428571428571,168,2019,NA
567.1,142.285714285714,175,2019,NA
567.1,168.714285714286,182,2019,NA
567.1,187.428571428571,189,2019,NA
567.1,204.428571428571,196,2019,NA
567.1,228,203,2019,NA
567.1,237,210,2019,NA
567.1,217.857142857143,217,2019,NA
590.1,2.42857142857143,42,2017,NA
590.1,2.57142857142857,49,2017,NA
590.1,4,63,2017,NA
590.1,5.14285714285714,77,2017,NA
590.1,8,84,2017,NA
590.1,9.71428571428571,91,2017,NA
590.1,10.5714285714286,98,2017,NA
590.1,11.5714285714286,105,2017,NA
590.1,13.4285714285714,112,2017,NA
590.1,14,119,2017,NA
590.1,17.5714285714286,126,2017,NA
590.1,17.7142857142857,133,2017,NA
590.1,21.7142857142857,140,2017,NA
590.1,26.5714285714286,147,2017,NA
590.1,32,154,2017,NA
590.1,35.4285714285714,161,2017,NA
590.1,37.8571428571429,168,2017,NA
590.1,39,175,2017,NA
590.1,44.2857142857143,182,2017,NA
590.1,45.2857142857143,189,2017,NA
590.1,48.4285714285714,196,2017,NA
590.1,48.2857142857143,203,2017,NA
590.1,51.4285714285714,210,2017,NA
590.1,54.4285714285714,217,2017,NA
590.1,59,224,2017,NA
590.1,60,231,2017,NA
590.1,61.1428571428571,238,2017,NA
590.1,58.2857142857143,245,2017,NA
590.1,55.2857142857143,252,2017,NA
590.1,51.1428571428571,259,2017,NA
590.1,47.2857142857143,266,2017,NA
590.1,39,273,2017,NA
590.1,29.7142857142857,280,2017,NA
590.1,21.8571428571429,287,2017,NA
590.1,15.5714285714286,294,2017,NA
590.1,12.1428571428571,301,2017,NA
590.1,7.85714285714286,308,2017,NA
590.1,4.57142857142857,315,2017,NA
590.1,2.57142857142857,322,2017,NA
590.1,2.71428571428571,329,2017,NA
