"class","order","taxon_name","total_obs"
"Actinopterygii","Acipenseriformes","Acipenser brevirostrum",4
"Actinopterygii","Acipenseriformes","Acipenser fulvescens",18
"Actinopterygii","Acipenseriformes","Acipenser medirostris",1
"Actinopterygii","Acipenseriformes","Acipenser naccarii",2
"Actinopterygii","Acipenseriformes","Acipenser oxyrinchus",8
"Actinopterygii","Acipenseriformes","Acipenser sturio",1
"Actinopterygii","Acipenseriformes","Acipenser transmontanus",14
"Actinopterygii","Acipenseriformes","Polyodon spathula",8
"Actinopterygii","Acipenseriformes","Scaphirhynchus platorynchus",2
"Actinopterygii","Albuliformes","Albula goreensis",5
"Actinopterygii","Albuliformes","Albula vulpes",13
"Actinopterygii","Amiiformes","Amia calva",151
"Actinopterygii","Anguilliformes","Anguilla anguilla",72
"Actinopterygii","Anguilliformes","Anguilla australis",79
"Actinopterygii","Anguilliformes","Anguilla bicolor",1
"Actinopterygii","Anguilliformes","Anguilla dieffenbachii",97
"Actinopterygii","Anguilliformes","Anguilla japonica",6
"Actinopterygii","Anguilliformes","Anguilla marmorata",9
"Actinopterygii","Anguilliformes","Anguilla reinhardtii",50
"Actinopterygii","Anguilliformes","Anguilla rostrata",156
"Actinopterygii","Anguilliformes","Aprognathodon platyventris",2
"Actinopterygii","Anguilliformes","Apterichtus klazingai",1
"Actinopterygii","Anguilliformes","Ariosoma anagoides",1
"Actinopterygii","Anguilliformes","Ariosoma balearicum",8
"Actinopterygii","Anguilliformes","Brachysomophis cirrocheilos",3
"Actinopterygii","Anguilliformes","Brachysomophis henshawi",3
"Actinopterygii","Anguilliformes","Callechelys lutea",2
"Actinopterygii","Anguilliformes","Callechelys marmorata",1
"Actinopterygii","Anguilliformes","Cirrhimuraena calamus",1
"Actinopterygii","Anguilliformes","Conger cinereus",1
"Actinopterygii","Anguilliformes","Conger conger",24
"Actinopterygii","Anguilliformes","Conger marginatus",2
"Actinopterygii","Anguilliformes","Conger oceanicus",4
"Actinopterygii","Anguilliformes","Conger verreauxi",17
"Actinopterygii","Anguilliformes","Conger wilsoni",10
"Actinopterygii","Anguilliformes","Cynoponticus ferox",10
"Actinopterygii","Anguilliformes","Echidna catenata",25
"Actinopterygii","Anguilliformes","Echidna nebulosa",90
"Actinopterygii","Anguilliformes","Echidna nocturna",4
"Actinopterygii","Anguilliformes","Echidna polyzona",1
"Actinopterygii","Anguilliformes","Echiophis brunneus",3
"Actinopterygii","Anguilliformes","Echiophis intertinctus",2
"Actinopterygii","Anguilliformes","Echiophis punctifer",2
"Actinopterygii","Anguilliformes","Enchelycore lichenosa",1
"Actinopterygii","Anguilliformes","Enchelycore pardalis",3
"Actinopterygii","Anguilliformes","Enchelycore ramosa",3
"Actinopterygii","Anguilliformes","Gnathophis habenatus",4
"Actinopterygii","Anguilliformes","Gorgasia maculata",2
"Actinopterygii","Anguilliformes","Gymnomuraena zebra",29
"Actinopterygii","Anguilliformes","Gymnothorax afer",2
"Actinopterygii","Anguilliformes","Gymnothorax annasona",3
"Actinopterygii","Anguilliformes","Gymnothorax breedeni",1
"Actinopterygii","Anguilliformes","Gymnothorax castaneus",11
"Actinopterygii","Anguilliformes","Gymnothorax chilospilus",1
"Actinopterygii","Anguilliformes","Gymnothorax cribroris",10
"Actinopterygii","Anguilliformes","Gymnothorax enigmaticus",4
"Actinopterygii","Anguilliformes","Gymnothorax equatorialis",2
"Actinopterygii","Anguilliformes","Gymnothorax eurostus",35
"Actinopterygii","Anguilliformes","Gymnothorax favagineus",17
"Actinopterygii","Anguilliformes","Gymnothorax fimbriatus",6
"Actinopterygii","Anguilliformes","Gymnothorax flavimarginatus",51
"Actinopterygii","Anguilliformes","Gymnothorax funebris",113
"Actinopterygii","Anguilliformes","Gymnothorax griseus",12
"Actinopterygii","Anguilliformes","Gymnothorax javanicus",72
"Actinopterygii","Anguilliformes","Gymnothorax kidako",1
"Actinopterygii","Anguilliformes","Gymnothorax melatremus",11
"Actinopterygii","Anguilliformes","Gymnothorax meleagris",62
"Actinopterygii","Anguilliformes","Gymnothorax miliaris",34
"Actinopterygii","Anguilliformes","Gymnothorax mordax",10
"Actinopterygii","Anguilliformes","Gymnothorax moringa",73
"Actinopterygii","Anguilliformes","Gymnothorax nigromarginatus",1
"Actinopterygii","Anguilliformes","Gymnothorax nubilus",4
"Actinopterygii","Anguilliformes","Gymnothorax nudivomer",7
"Actinopterygii","Anguilliformes","Gymnothorax ocellatus",1
"Actinopterygii","Anguilliformes","Gymnothorax phalarus",1
"Actinopterygii","Anguilliformes","Gymnothorax pictus",26
"Actinopterygii","Anguilliformes","Gymnothorax polyuranodon",2
"Actinopterygii","Anguilliformes","Gymnothorax porphyreus",2
"Actinopterygii","Anguilliformes","Gymnothorax prasinus",108
"Actinopterygii","Anguilliformes","Gymnothorax pseudoherrei",1
"Actinopterygii","Anguilliformes","Gymnothorax pseudothyrsoideus",16
"Actinopterygii","Anguilliformes","Gymnothorax reevesii",2
"Actinopterygii","Anguilliformes","Gymnothorax richardsonii",1
"Actinopterygii","Anguilliformes","Gymnothorax rueppelliae",5
"Actinopterygii","Anguilliformes","Gymnothorax thyrsoideus",44
"Actinopterygii","Anguilliformes","Gymnothorax undulatus",17
"Actinopterygii","Anguilliformes","Gymnothorax vicinus",3
"Actinopterygii","Anguilliformes","Gymnothorax woodwardi",1
"Actinopterygii","Anguilliformes","Heteroconger hassi",15
"Actinopterygii","Anguilliformes","Heteroconger longissimus",9
"Actinopterygii","Anguilliformes","Heteroconger perissodon",2
"Actinopterygii","Anguilliformes","Heteroconger polyzona",1
"Actinopterygii","Anguilliformes","Heteroconger taylori",1
"Actinopterygii","Anguilliformes","Leiuranus versicolor",2
"Actinopterygii","Anguilliformes","Muraena argus",2
"Actinopterygii","Anguilliformes","Muraena clepsydra",2
"Actinopterygii","Anguilliformes","Muraena helena",67
"Actinopterygii","Anguilliformes","Muraena lentiginosa",22
"Actinopterygii","Anguilliformes","Myrichthys breviceps",15
"Actinopterygii","Anguilliformes","Myrichthys colubrinus",12
"Actinopterygii","Anguilliformes","Myrichthys maculosus",5
"Actinopterygii","Anguilliformes","Myrichthys magnificus",1
"Actinopterygii","Anguilliformes","Myrichthys ocellatus",8
"Actinopterygii","Anguilliformes","Myrichthys tigrinus",12
"Actinopterygii","Anguilliformes","Myrophis punctatus",2
"Actinopterygii","Anguilliformes","Ophichthus altipennis",11
"Actinopterygii","Anguilliformes","Ophichthus bonaparti",8
"Actinopterygii","Anguilliformes","Ophichthus cephalozona",2
"Actinopterygii","Anguilliformes","Ophichthus gomesii",8
"Actinopterygii","Anguilliformes","Ophichthus lithinus",1
"Actinopterygii","Anguilliformes","Ophisurus serpens",6
"Actinopterygii","Anguilliformes","Pisodonophis boro",1
"Actinopterygii","Anguilliformes","Pisodonophis semicinctus",1
"Actinopterygii","Anguilliformes","Rhinomuraena quaesita",27
"Actinopterygii","Anguilliformes","Scolecenchelys breviceps",3
"Actinopterygii","Anguilliformes","Scuticaria tigrina",2
"Actinopterygii","Atheriniformes","Atherina boyeri",10
"Actinopterygii","Atheriniformes","Atherina hepsetus",12
"Actinopterygii","Atheriniformes","Atherina presbyter",11
"Actinopterygii","Atheriniformes","Atherinella chagresi",1
"Actinopterygii","Atheriniformes","Atherinomorus forskalii",3
"Actinopterygii","Atheriniformes","Atherinomorus lacunosus",4
"Actinopterygii","Atheriniformes","Atherinomorus stipes",6
"Actinopterygii","Atheriniformes","Atherinomorus vaigiensis",19
"Actinopterygii","Atheriniformes","Atherinops affinis",22
"Actinopterygii","Atheriniformes","Atherinopsis californiensis",37
"Actinopterygii","Atheriniformes","Atherinosoma microstoma",2
"Actinopterygii","Atheriniformes","Chirostoma reseratum",1
"Actinopterygii","Atheriniformes","Hypoatherina barnesi",2
"Actinopterygii","Atheriniformes","Labidesthes sicculus",33
"Actinopterygii","Atheriniformes","Labidesthes vanhyningi",7
"Actinopterygii","Atheriniformes","Leptatherina presbyteroides",1
"Actinopterygii","Atheriniformes","Leuresthes sardina",2
"Actinopterygii","Atheriniformes","Leuresthes tenuis",19
"Actinopterygii","Atheriniformes","Membras martinica",1
"Actinopterygii","Atheriniformes","Menidia audens",2
"Actinopterygii","Atheriniformes","Menidia beryllina",65
"Actinopterygii","Atheriniformes","Menidia menidia",85
"Actinopterygii","Atheriniformes","Menidia peninsulae",4
"Actinopterygii","Atheriniformes","Odontesthes bonariensis",2
"Actinopterygii","Atheriniformes","Odontesthes hatcheri",1
"Actinopterygii","Atheriniformes","Poblana alchichica",2
"Actinopterygii","Atheriniformes","Pseudomugil signifer",2
"Actinopterygii","Atheriniformes","Rhadinocentrus ornatus",1
"Actinopterygii","Aulopiformes","Alepisaurus ferox",6
"Actinopterygii","Aulopiformes","Aulopus filamentosus",1
"Actinopterygii","Aulopiformes","Latropiscis purpurissatus",95
"Actinopterygii","Aulopiformes","Lestidiops ringens",2
"Actinopterygii","Aulopiformes","Saurida gracilis",15
"Actinopterygii","Aulopiformes","Saurida nebulosa",3
"Actinopterygii","Aulopiformes","Synodus binotatus",2
"Actinopterygii","Aulopiformes","Synodus dermatogenys",20
"Actinopterygii","Aulopiformes","Synodus foetens",63
"Actinopterygii","Aulopiformes","Synodus houlti",1
"Actinopterygii","Aulopiformes","Synodus intermedius",63
"Actinopterygii","Aulopiformes","Synodus isolatus",1
"Actinopterygii","Aulopiformes","Synodus jaculum",3
"Actinopterygii","Aulopiformes","Synodus lacertinus",5
"Actinopterygii","Aulopiformes","Synodus lucioceps",3
"Actinopterygii","Aulopiformes","Synodus rubromarmoratus",2
"Actinopterygii","Aulopiformes","Synodus saurus",13
"Actinopterygii","Aulopiformes","Synodus ulae",2
"Actinopterygii","Aulopiformes","Synodus variegatus",45
"Actinopterygii","Aulopiformes","Trachinocephalus myops",9
"Actinopterygii","Aulopiformes","Trachinocephalus trachinus",2
"Actinopterygii","Batrachoidiformes","Amphichthys cryptocentrus",2
"Actinopterygii","Batrachoidiformes","Aphos porosus",4
"Actinopterygii","Batrachoidiformes","Batrachomoeus dubius",16
"Actinopterygii","Batrachoidiformes","Batrachomoeus trispinosus",3
"Actinopterygii","Batrachoidiformes","Halobatrachus didactylus",4
"Actinopterygii","Batrachoidiformes","Halophryne diemensis",4
"Actinopterygii","Batrachoidiformes","Opsanus beta",48
"Actinopterygii","Batrachoidiformes","Opsanus pardus",1
"Actinopterygii","Batrachoidiformes","Opsanus tau",66
"Actinopterygii","Batrachoidiformes","Porichthys myriaster",2
"Actinopterygii","Batrachoidiformes","Porichthys notatus",59
"Actinopterygii","Batrachoidiformes","Porichthys plectrodon",4
"Actinopterygii","Batrachoidiformes","Sanopus splendidus",31
"Actinopterygii","Beloniformes","Ablennes hians",10
"Actinopterygii","Beloniformes","Belone belone",27
"Actinopterygii","Beloniformes","Cheilopogon melanurus",5
"Actinopterygii","Beloniformes","Cheilopogon pinnatibarbatus",10
"Actinopterygii","Beloniformes","Dermogenys pusilla",9
"Actinopterygii","Beloniformes","Hemiramphus balao",1
"Actinopterygii","Beloniformes","Hemiramphus brasiliensis",21
"Actinopterygii","Beloniformes","Hemiramphus depauperatus",7
"Actinopterygii","Beloniformes","Hemiramphus far",6
"Actinopterygii","Beloniformes","Hyporhamphus affinis",1
"Actinopterygii","Beloniformes","Hyporhamphus australis",14
"Actinopterygii","Beloniformes","Hyporhamphus dussumieri",2
"Actinopterygii","Beloniformes","Hyporhamphus ihi",15
"Actinopterygii","Beloniformes","Hyporhamphus limbatus",1
"Actinopterygii","Beloniformes","Hyporhamphus meeki",3
"Actinopterygii","Beloniformes","Hyporhamphus melanochir",16
"Actinopterygii","Beloniformes","Oryzias curvinotus",4
"Actinopterygii","Beloniformes","Oryzias javanicus",1
"Actinopterygii","Beloniformes","Oryzias latipes",1
"Actinopterygii","Beloniformes","Platybelone argalus",17
"Actinopterygii","Beloniformes","Pseudotylosurus angusticeps",7
"Actinopterygii","Beloniformes","Scomberesox saurus",7
"Actinopterygii","Beloniformes","Strongylura exilis",5
"Actinopterygii","Beloniformes","Strongylura incisa",2
"Actinopterygii","Beloniformes","Strongylura leiura",2
"Actinopterygii","Beloniformes","Strongylura marina",123
"Actinopterygii","Beloniformes","Strongylura notata",18
"Actinopterygii","Beloniformes","Strongylura strongylura",6
"Actinopterygii","Beloniformes","Strongylura timucu",2
"Actinopterygii","Beloniformes","Tylosurus choram",1
"Actinopterygii","Beloniformes","Tylosurus crocodilus",43
"Actinopterygii","Beloniformes","Tylosurus gavialoides",9
"Actinopterygii","Beloniformes","Tylosurus pacificus",1
"Actinopterygii","Beloniformes","Zenarchopterus buffonis",13
"Actinopterygii","Beloniformes","Zenarchopterus dispar",4
"Actinopterygii","Beryciformes","Centroberyx affinis",2
"Actinopterygii","Beryciformes","Centroberyx gerrardi",3
"Actinopterygii","Beryciformes","Centroberyx lineatus",1
"Actinopterygii","Beryciformes","Cleidopus gloriamaris",18
"Actinopterygii","Beryciformes","Gephyroberyx darwinii",2
"Actinopterygii","Beryciformes","Holocentrus adscensionis",36
"Actinopterygii","Beryciformes","Holocentrus rufus",68
"Actinopterygii","Beryciformes","Monocentris japonica",1
"Actinopterygii","Beryciformes","Myripristis adusta",8
"Actinopterygii","Beryciformes","Myripristis amaena",1
"Actinopterygii","Beryciformes","Myripristis berndti",29
"Actinopterygii","Beryciformes","Myripristis botche",1
"Actinopterygii","Beryciformes","Myripristis chryseres",1
"Actinopterygii","Beryciformes","Myripristis jacobus",19
"Actinopterygii","Beryciformes","Myripristis kuntee",31
"Actinopterygii","Beryciformes","Myripristis leiognathus",4
"Actinopterygii","Beryciformes","Myripristis murdjan",20
"Actinopterygii","Beryciformes","Myripristis pralinia",1
"Actinopterygii","Beryciformes","Myripristis violacea",17
"Actinopterygii","Beryciformes","Myripristis vittata",10
"Actinopterygii","Beryciformes","Neoniphon argenteus",4
"Actinopterygii","Beryciformes","Neoniphon marianus",13
"Actinopterygii","Beryciformes","Neoniphon opercularis",5
"Actinopterygii","Beryciformes","Neoniphon sammara",29
"Actinopterygii","Beryciformes","Optivus agastos",9
"Actinopterygii","Beryciformes","Optivus elongatus",10
"Actinopterygii","Beryciformes","Plectrypops lima",2
"Actinopterygii","Beryciformes","Plectrypops retrospinis",1
"Actinopterygii","Beryciformes","Sargocentron caudimaculatum",31
"Actinopterygii","Beryciformes","Sargocentron cornutum",7
"Actinopterygii","Beryciformes","Sargocentron diadema",14
"Actinopterygii","Beryciformes","Sargocentron melanospilos",1
"Actinopterygii","Beryciformes","Sargocentron praslin",2
"Actinopterygii","Beryciformes","Sargocentron punctatissimum",2
"Actinopterygii","Beryciformes","Sargocentron rubrum",7
"Actinopterygii","Beryciformes","Sargocentron spiniferum",17
"Actinopterygii","Beryciformes","Sargocentron suborbitale",6
"Actinopterygii","Beryciformes","Sargocentron tiere",1
"Actinopterygii","Beryciformes","Sargocentron tiereoides",2
"Actinopterygii","Beryciformes","Sargocentron vexillarium",15
"Actinopterygii","Beryciformes","Sargocentron violaceum",3
"Actinopterygii","Beryciformes","Sargocentron xantherythrum",9
"Actinopterygii","Beryciformes","Trachichthys australis",22
"Actinopterygii","Characiformes","Acestrorhynchus pantaneiro",2
"Actinopterygii","Characiformes","Astyanax aeneus",1
"Actinopterygii","Characiformes","Astyanax altior",6
"Actinopterygii","Characiformes","Astyanax bacalarensis",10
"Actinopterygii","Characiformes","Astyanax bimaculatus",4
"Actinopterygii","Characiformes","Astyanax fasciatus",1
"Actinopterygii","Characiformes","Astyanax festae",1
"Actinopterygii","Characiformes","Astyanax mexicanus",50
"Actinopterygii","Characiformes","Astyanax nicaraguensis",2
"Actinopterygii","Characiformes","Brycinus lateralis",6
"Actinopterygii","Characiformes","Brycinus macrolepidotus",1
"Actinopterygii","Characiformes","Brycon atrocaudatus",2
"Actinopterygii","Characiformes","Brycon behreae",2
"Actinopterygii","Characiformes","Brycon costaricensis",5
"Actinopterygii","Characiformes","Brycon dentex",1
"Actinopterygii","Characiformes","Brycon henni",2
"Actinopterygii","Characiformes","Brycon hilarii",1
"Actinopterygii","Characiformes","Brycon orbignyanus",1
"Actinopterygii","Characiformes","Bryconamericus caucanus",3
"Actinopterygii","Characiformes","Bryconamericus iheringii",10
"Actinopterygii","Characiformes","Bryconamericus scleroparius",2
"Actinopterygii","Characiformes","Characidium phoxocephalum",1
"Actinopterygii","Characiformes","Cheirodon interruptus",4
"Actinopterygii","Characiformes","Colossoma macropomum",11
"Actinopterygii","Characiformes","Cynodon gibbus",1
"Actinopterygii","Characiformes","Cyphocharax magdalenae",3
"Actinopterygii","Characiformes","Cyphocharax voga",1
"Actinopterygii","Characiformes","Galeocharax humeralis",1
"Actinopterygii","Characiformes","Gasteropelecus maculatus",3
"Actinopterygii","Characiformes","Hemibrycon dentatus",1
"Actinopterygii","Characiformes","Hepsetus cuvieri",3
"Actinopterygii","Characiformes","Hoplerythrinus unitaeniatus",5
"Actinopterygii","Characiformes","Hoplias malabaricus",39
"Actinopterygii","Characiformes","Hoplias microlepis",2
"Actinopterygii","Characiformes","Hydrocynus vittatus",6
"Actinopterygii","Characiformes","Hyphessobrycon eques",1
"Actinopterygii","Characiformes","Knodus gamma",6
"Actinopterygii","Characiformes","Lebiasina bimaculata",4
"Actinopterygii","Characiformes","Lebiasina chucuriensis",1
"Actinopterygii","Characiformes","Leporinus friderici",2
"Actinopterygii","Characiformes","Leporinus gossei",1
"Actinopterygii","Characiformes","Leporinus reinhardti",1
"Actinopterygii","Characiformes","Leporinus striatus",1
"Actinopterygii","Characiformes","Megaleporinus obtusidens",11
"Actinopterygii","Characiformes","Micralestes acutidens",2
"Actinopterygii","Characiformes","Moenkhausia sanctaefilomenae",1
"Actinopterygii","Characiformes","Mylossoma duriventre",2
"Actinopterygii","Characiformes","Nannocharax machadoi",5
"Actinopterygii","Characiformes","Nannocharax multifasciatus",3
"Actinopterygii","Characiformes","Nannocharax procatopus",1
"Actinopterygii","Characiformes","Paracheirodon axelrodi",1
"Actinopterygii","Characiformes","Piabucina elongata",1
"Actinopterygii","Characiformes","Piaractus brachypomus",1
"Actinopterygii","Characiformes","Prochilodus lineatus",26
"Actinopterygii","Characiformes","Prochilodus magdalenae",11
"Actinopterygii","Characiformes","Pygocentrus cariba",2
"Actinopterygii","Characiformes","Pygocentrus nattereri",16
"Actinopterygii","Characiformes","Pygocentrus piraya",3
"Actinopterygii","Characiformes","Pyrrhulina brevis",1
"Actinopterygii","Characiformes","Rhabdalestes maunensis",2
"Actinopterygii","Characiformes","Rhoadsia altipinna",2
"Actinopterygii","Characiformes","Roeboides bouchellei",1
"Actinopterygii","Characiformes","Roeboides microlepis",1
"Actinopterygii","Characiformes","Saccodon dariensis",1
"Actinopterygii","Characiformes","Salminus brasiliensis",8
"Actinopterygii","Characiformes","Semaprochilodus insignis",2
"Actinopterygii","Characiformes","Serrasalmus maculatus",3
"Actinopterygii","Characiformes","Serrasalmus rhombeus",13
"Actinopterygii","Characiformes","Serrasalmus spilopleura",1
"Actinopterygii","Characiformes","Thoracocharax stellatus",1
"Actinopterygii","Characiformes","Triportheus magdalenae",1
"Actinopterygii","Clupeiformes","Alosa aestivalis",3
"Actinopterygii","Clupeiformes","Alosa alosa",1
"Actinopterygii","Clupeiformes","Alosa chrysochloris",8
"Actinopterygii","Clupeiformes","Alosa fallax",2
"Actinopterygii","Clupeiformes","Alosa mediocris",15
"Actinopterygii","Clupeiformes","Alosa pseudoharengus",42
"Actinopterygii","Clupeiformes","Alosa sapidissima",18
"Actinopterygii","Clupeiformes","Anchoa hepsetus",4
"Actinopterygii","Clupeiformes","Anchoa ischana",1
"Actinopterygii","Clupeiformes","Anchoa mitchilli",48
"Actinopterygii","Clupeiformes","Anodontostoma chacunda",2
"Actinopterygii","Clupeiformes","Brevoortia aurea",2
"Actinopterygii","Clupeiformes","Brevoortia gunteri",2
"Actinopterygii","Clupeiformes","Brevoortia patronus",25
"Actinopterygii","Clupeiformes","Brevoortia tyrannus",101
"Actinopterygii","Clupeiformes","Clupanodon thrissa",1
"Actinopterygii","Clupeiformes","Clupea harengus",12
"Actinopterygii","Clupeiformes","Clupea pallasii",34
"Actinopterygii","Clupeiformes","Dorosoma cepedianum",191
"Actinopterygii","Clupeiformes","Dorosoma petenense",39
"Actinopterygii","Clupeiformes","Engraulis anchoita",1
"Actinopterygii","Clupeiformes","Engraulis australis",6
"Actinopterygii","Clupeiformes","Engraulis encrasicolus",3
"Actinopterygii","Clupeiformes","Engraulis japonicus",2
"Actinopterygii","Clupeiformes","Engraulis mordax",42
"Actinopterygii","Clupeiformes","Ethmalosa fimbriata",29
"Actinopterygii","Clupeiformes","Harengula humeralis",11
"Actinopterygii","Clupeiformes","Harengula jaguana",12
"Actinopterygii","Clupeiformes","Herklotsichthys castelnaui",1
"Actinopterygii","Clupeiformes","Hyperlophus vittatus",3
"Actinopterygii","Clupeiformes","Ilisha megaloptera",1
"Actinopterygii","Clupeiformes","Nematalosa come",1
"Actinopterygii","Clupeiformes","Nematalosa vlaminghi",1
"Actinopterygii","Clupeiformes","Opisthonema oglinum",15
"Actinopterygii","Clupeiformes","Pellona castelnaeana",1
"Actinopterygii","Clupeiformes","Pliosteostoma lutipinnis",1
"Actinopterygii","Clupeiformes","Potamalosa richmondia",1
"Actinopterygii","Clupeiformes","Sardina pilchardus",6
"Actinopterygii","Clupeiformes","Sardinella aurita",3
"Actinopterygii","Clupeiformes","Sardinella longiceps",3
"Actinopterygii","Clupeiformes","Sardinops sagax",12
"Actinopterygii","Clupeiformes","Spratelloides delicatulus",3
"Actinopterygii","Clupeiformes","Spratelloides gracilis",6
"Actinopterygii","Clupeiformes","Spratelloides robustus",1
"Actinopterygii","Clupeiformes","Sprattus antipodum",2
"Actinopterygii","Clupeiformes","Sprattus sprattus",2
"Actinopterygii","Clupeiformes","Stolephorus commersonnii",1
"Actinopterygii","Clupeiformes","Stolephorus indicus",2
"Actinopterygii","Cypriniformes","Abramis brama",39
"Actinopterygii","Cypriniformes","Achondrostoma oligolepis",5
"Actinopterygii","Cypriniformes","Acrocheilus alutaceus",2
"Actinopterygii","Cypriniformes","Acrossocheilus beijiangensis",7
"Actinopterygii","Cypriniformes","Acrossocheilus paradoxus",78
"Actinopterygii","Cypriniformes","Agosia chrysogaster",14
"Actinopterygii","Cypriniformes","Alburnoides bipunctatus",8
"Actinopterygii","Cypriniformes","Alburnus alburnus",44
"Actinopterygii","Cypriniformes","Alburnus arborella",10
"Actinopterygii","Cypriniformes","Algansea tincella",1
"Actinopterygii","Cypriniformes","Aphyocypris normalis",9
"Actinopterygii","Cypriniformes","Ballerus ballerus",2
"Actinopterygii","Cypriniformes","Barbatula barbatula",11
"Actinopterygii","Cypriniformes","Barbatula toni",3
"Actinopterygii","Cypriniformes","Barbodes banksi",1
"Actinopterygii","Cypriniformes","Barbodes binotatus",7
"Actinopterygii","Cypriniformes","Barbodes lateristriga",6
"Actinopterygii","Cypriniformes","Barbodes semifasciolatus",23
"Actinopterygii","Cypriniformes","Barbonymus schwanenfeldii",2
"Actinopterygii","Cypriniformes","Barbus barbus",17
"Actinopterygii","Cypriniformes","Barbus caninus",7
"Actinopterygii","Cypriniformes","Barbus haasi",2
"Actinopterygii","Cypriniformes","Barbus meridionalis",4
"Actinopterygii","Cypriniformes","Barbus plebejus",7
"Actinopterygii","Cypriniformes","Barbus rebeli",1
"Actinopterygii","Cypriniformes","Barbus tyberinus",2
"Actinopterygii","Cypriniformes","Blicca bjoerkna",14
"Actinopterygii","Cypriniformes","Campostoma anomalum",140
"Actinopterygii","Cypriniformes","Campostoma oligolepis",23
"Actinopterygii","Cypriniformes","Campostoma ornatum",1
"Actinopterygii","Cypriniformes","Campostoma pauciradii",3
"Actinopterygii","Cypriniformes","Campostoma spadiceum",3
"Actinopterygii","Cypriniformes","Candidia barbata",62
"Actinopterygii","Cypriniformes","Candidia pingtungensis",2
"Actinopterygii","Cypriniformes","Capoeta damascina",1
"Actinopterygii","Cypriniformes","Carassius auratus",224
"Actinopterygii","Cypriniformes","Carassius carassius",7
"Actinopterygii","Cypriniformes","Carassius gibelio",38
"Actinopterygii","Cypriniformes","Carpiodes carpio",22
"Actinopterygii","Cypriniformes","Carpiodes cyprinus",8
"Actinopterygii","Cypriniformes","Catostomus ardens",2
"Actinopterygii","Cypriniformes","Catostomus catostomus",13
"Actinopterygii","Cypriniformes","Catostomus columbianus",1
"Actinopterygii","Cypriniformes","Catostomus commersonii",222
"Actinopterygii","Cypriniformes","Catostomus discobolus",1
"Actinopterygii","Cypriniformes","Catostomus insignis",2
"Actinopterygii","Cypriniformes","Catostomus macrocheilus",7
"Actinopterygii","Cypriniformes","Catostomus occidentalis",20
"Actinopterygii","Cypriniformes","Catostomus platyrhynchus",1
"Actinopterygii","Cypriniformes","Catostomus plebeius",3
"Actinopterygii","Cypriniformes","Catostomus tahoensis",2
"Actinopterygii","Cypriniformes","Chanodichthys erythropterus",1
"Actinopterygii","Cypriniformes","Chondrostoma nasus",5
"Actinopterygii","Cypriniformes","Chrosomus eos",58
"Actinopterygii","Cypriniformes","Chrosomus erythrogaster",28
"Actinopterygii","Cypriniformes","Chrosomus neogaeus",20
"Actinopterygii","Cypriniformes","Chrosomus oreas",19
"Actinopterygii","Cypriniformes","Cirrhinus molitorella",7
"Actinopterygii","Cypriniformes","Cirrhinus mrigala",3
"Actinopterygii","Cypriniformes","Cirrhinus reba",1
"Actinopterygii","Cypriniformes","Clinostomus elongatus",14
"Actinopterygii","Cypriniformes","Clinostomus funduloides",41
"Actinopterygii","Cypriniformes","Cobitis bilineata",9
"Actinopterygii","Cypriniformes","Cobitis sinensis",16
"Actinopterygii","Cypriniformes","Cobitis taenia",3
"Actinopterygii","Cypriniformes","Couesius plumbeus",28
"Actinopterygii","Cypriniformes","Ctenopharyngodon idella",107
"Actinopterygii","Cypriniformes","Cycleptus elongatus",6
"Actinopterygii","Cypriniformes","Cyprinella analostana",10
"Actinopterygii","Cypriniformes","Cyprinella caerulea",3
"Actinopterygii","Cypriniformes","Cyprinella callistia",10
"Actinopterygii","Cypriniformes","Cyprinella camura",1
"Actinopterygii","Cypriniformes","Cyprinella chloristia",1
"Actinopterygii","Cypriniformes","Cyprinella galactura",13
"Actinopterygii","Cypriniformes","Cyprinella gibbsi",1
"Actinopterygii","Cypriniformes","Cyprinella lutrensis",70
"Actinopterygii","Cypriniformes","Cyprinella nivea",3
"Actinopterygii","Cypriniformes","Cyprinella pyrrhomelas",4
"Actinopterygii","Cypriniformes","Cyprinella spiloptera",47
"Actinopterygii","Cypriniformes","Cyprinella trichroistia",6
"Actinopterygii","Cypriniformes","Cyprinella venusta",111
"Actinopterygii","Cypriniformes","Cyprinella whipplei",10
"Actinopterygii","Cypriniformes","Cyprinella zanema",1
"Actinopterygii","Cypriniformes","Cyprinus carpio",927
"Actinopterygii","Cypriniformes","Cyprinus pellegrini",1
"Actinopterygii","Cypriniformes","Cyprinus rubrofuscus",424
"Actinopterygii","Cypriniformes","Danio albolineatus",3
"Actinopterygii","Cypriniformes","Danio rerio",3
"Actinopterygii","Cypriniformes","Dionda flavipinnis",3
"Actinopterygii","Cypriniformes","Distoechodon tumirostris",2
"Actinopterygii","Cypriniformes","Enteromius afrovernayi",1
"Actinopterygii","Cypriniformes","Enteromius anoplus",2
"Actinopterygii","Cypriniformes","Enteromius argenteus",2
"Actinopterygii","Cypriniformes","Enteromius barnardi",2
"Actinopterygii","Cypriniformes","Enteromius bifrenatus",3
"Actinopterygii","Cypriniformes","Enteromius eutaenia",2
"Actinopterygii","Cypriniformes","Enteromius fasciolatus",4
"Actinopterygii","Cypriniformes","Enteromius haasianus",7
"Actinopterygii","Cypriniformes","Enteromius multilineatus",7
