"class","order","taxon_name","total_obs"
"Gnetopsida","Ephedrales","Ephedra monosperma",5
"Gnetopsida","Ephedrales","Ephedra multiflora",3
"Gnetopsida","Ephedrales","Ephedra nevadensis",114
"Gnetopsida","Ephedrales","Ephedra ochreata",4
"Gnetopsida","Ephedrales","Ephedra pedunculata",2
"Gnetopsida","Ephedrales","Ephedra procera",8
"Gnetopsida","Ephedrales","Ephedra rupestris",20
"Gnetopsida","Ephedrales","Ephedra strobilacea",1
"Gnetopsida","Ephedrales","Ephedra torreyana",68
"Gnetopsida","Ephedrales","Ephedra trifurca",203
"Gnetopsida","Ephedrales","Ephedra viridis",401
"Gnetopsida","Gnetales","Gnetum gnemon",18
"Gnetopsida","Gnetales","Gnetum leyboldii",1
"Gnetopsida","Gnetales","Gnetum luofuense",7
"Gnetopsida","Gnetales","Gnetum macrostachyum",1
"Gnetopsida","Gnetales","Gnetum parvifolium",2
"Gnetopsida","Welwitschiales","Welwitschia mirabilis",33
"Gordioida","Gordioidea","Gordius aquaticus",1
"Gromiidea",NA,"Gromia oviformis",1
"Gymnolaemata","Cheilostomatida","Antropora tincta",6
"Gymnolaemata","Cheilostomatida","Beania magellanica",1
"Gymnolaemata","Cheilostomatida","Bicellariella ciliata",1
"Gymnolaemata","Cheilostomatida","Biflustra arborescens",2
"Gymnolaemata","Cheilostomatida","Bugula californica",4
"Gymnolaemata","Cheilostomatida","Bugula dentata",3
"Gymnolaemata","Cheilostomatida","Bugula neritina",37
"Gymnolaemata","Cheilostomatida","Bugula turrita",22
"Gymnolaemata","Cheilostomatida","Bugulina flabellata",2
"Gymnolaemata","Cheilostomatida","Bugulina stolonifera",2
"Gymnolaemata","Cheilostomatida","Calyptotheca nivea",1
"Gymnolaemata","Cheilostomatida","Cauloramphus echinus",1
"Gymnolaemata","Cheilostomatida","Celleporaria agglutinans",2
"Gymnolaemata","Cheilostomatida","Celleporaria brunnea",4
"Gymnolaemata","Cheilostomatida","Celleporaria capensis",2
"Gymnolaemata","Cheilostomatida","Celleporina proximalis",2
"Gymnolaemata","Cheilostomatida","Celleporina robertsoniae",2
"Gymnolaemata","Cheilostomatida","Chaperiopsis multifida",3
"Gymnolaemata","Cheilostomatida","Conopeum chesapeakensis",3
"Gymnolaemata","Cheilostomatida","Conopeum reticulum",2
"Gymnolaemata","Cheilostomatida","Conopeum tenuissimum",6
"Gymnolaemata","Cheilostomatida","Costazia robertsoniae",1
"Gymnolaemata","Cheilostomatida","Cribrilina annulata",7
"Gymnolaemata","Cheilostomatida","Cryptosula pallasiana",25
"Gymnolaemata","Cheilostomatida","Dendrobeania lichenoides",5
"Gymnolaemata","Cheilostomatida","Einhornia crustulenta",1
"Gymnolaemata","Cheilostomatida","Electra monostachys",4
"Gymnolaemata","Cheilostomatida","Electra pilosa",16
"Gymnolaemata","Cheilostomatida","Flustra foliacea",34
"Gymnolaemata","Cheilostomatida","Gigantopora polymorpha",3
"Gymnolaemata","Cheilostomatida","Integripelta bilabiata",85
"Gymnolaemata","Cheilostomatida","Iodictyum phoeniceum",13
"Gymnolaemata","Cheilostomatida","Jellyella eburnea",1
"Gymnolaemata","Cheilostomatida","Jellyella tuberculata",30
"Gymnolaemata","Cheilostomatida","Laminopora jellyae",8
"Gymnolaemata","Cheilostomatida","Lanceopora smeatoni",4
"Gymnolaemata","Cheilostomatida","Margaretta levinseni",6
"Gymnolaemata","Cheilostomatida","Membranipora membranacea",129
"Gymnolaemata","Cheilostomatida","Membranipora villosa",10
"Gymnolaemata","Cheilostomatida","Menipea crispa",6
"Gymnolaemata","Cheilostomatida","Menipea triseriata",1
"Gymnolaemata","Cheilostomatida","Microporella ciliata",1
"Gymnolaemata","Cheilostomatida","Mucropetraliella ellerii",2
"Gymnolaemata","Cheilostomatida","Myriapora truncata",13
"Gymnolaemata","Cheilostomatida","Onchoporella buskii",5
"Gymnolaemata","Cheilostomatida","Oshurkovia littoralis",1
"Gymnolaemata","Cheilostomatida","Pentapora fascialis",6
"Gymnolaemata","Cheilostomatida","Phidolopora pacifica",7
"Gymnolaemata","Cheilostomatida","Primavelans insculpta",12
"Gymnolaemata","Cheilostomatida","Reteporella grimaldii",3
"Gymnolaemata","Cheilostomatida","Reteporellina denticulata",5
"Gymnolaemata","Cheilostomatida","Schizobrachiella sanguinea",1
"Gymnolaemata","Cheilostomatida","Schizoporella errata",3
"Gymnolaemata","Cheilostomatida","Schizoporella pungens",7
"Gymnolaemata","Cheilostomatida","Schizoporella unicornis",2
"Gymnolaemata","Cheilostomatida","Schizoretepora tessellata",4
"Gymnolaemata","Cheilostomatida","Scrupocellaria scruposa",1
"Gymnolaemata","Cheilostomatida","Securiflustra securifrons",1
"Gymnolaemata","Cheilostomatida","Smittina cervicornis",2
"Gymnolaemata","Cheilostomatida","Tricellaria inopinata",4
"Gymnolaemata","Cheilostomatida","Tricellaria occidentalis",2
"Gymnolaemata","Cheilostomatida","Triphyllozoon moniliferum",4
"Gymnolaemata","Cheilostomatida","Triphyllozoon sinuatum",3
"Gymnolaemata","Cheilostomatida","Turbicellepora redoutei",1
"Gymnolaemata","Cheilostomatida","Virididentula dentata",6
"Gymnolaemata","Cheilostomatida","Watersipora cucullata",3
"Gymnolaemata","Cheilostomatida","Watersipora subtorquata",50
"Gymnolaemata","Ctenostomatida","Alcyonidium gelatinosum",1
"Gymnolaemata","Ctenostomatida","Alcyonidium hauffi",26
"Gymnolaemata","Ctenostomatida","Alcyonidium nodosum",8
"Gymnolaemata","Ctenostomatida","Amathia alternata",1
"Gymnolaemata","Ctenostomatida","Amathia gracilis",2
"Gymnolaemata","Ctenostomatida","Amathia verticillata",17
"Gymnolaemata","Ctenostomatida","Amathia wilsoni",3
"Gymnolaemata","Ctenostomatida","Elzerina binderi",10
"Gymnolaemata","Ctenostomatida","Flustrellidra corniculata",23
"Gymnolaemata","Ctenostomatida","Flustrellidra spinifera",5
"Gymnostomatea","Cyclotrichida","Mesodinium rubrum",2
"Haplomitriopsida","Calobryales","Haplomitrium mnioides",1
"Haplomitriopsida","Treubiales","Treubia lacunosa",6
"Heterotrichea","Heterotrichida","Spirostomum minus",2
"Heterotrichea","Heterotrichida","Stentor coeruleus",5
"Heterotrichea","Heterotrichida","Stentor polymorphus",4
"Hexactinellida","Lyssacinosida","Rhabdocalyptus dawsoni",1
"Hexactinellida","Sceptrulophora","Heterochone calyx",1
"Holocephali","Chimaeriformes","Callorhinchus callorynchus",5
"Holocephali","Chimaeriformes","Callorhinchus capensis",15
"Holocephali","Chimaeriformes","Callorhinchus milii",28
"Holocephali","Chimaeriformes","Chimaera monstrosa",1
"Holocephali","Chimaeriformes","Hydrolagus colliei",12
"Holothuroidea","Apodida","Chiridota discolor",1
"Holothuroidea","Apodida","Chiridota gigas",2
"Holothuroidea","Apodida","Euapta godeffroyi",13
"Holothuroidea","Apodida","Euapta lappa",11
"Holothuroidea","Apodida","Leptosynapta albicans",3
"Holothuroidea","Apodida","Leptosynapta clarki",5
"Holothuroidea","Apodida","Leptosynapta inhaerens",1
"Holothuroidea","Apodida","Opheodesoma grisea",2
"Holothuroidea","Apodida","Opheodesoma spectabilis",6
"Holothuroidea","Apodida","Polycheira rufescens",4
"Holothuroidea","Apodida","Polyplectana kefersteinii",1
"Holothuroidea","Apodida","Synapta maculata",25
"Holothuroidea","Apodida","Synaptula lamperti",3
"Holothuroidea","Apodida","Synaptula maculata",1
"Holothuroidea","Apodida","Synaptula media",1
"Holothuroidea","Apodida","Synaptula reciprocans",2
"Holothuroidea","Apodida","Taeniogyrus dunedinensis",4
"Holothuroidea","Dendrochirotida","Afrocucumis africana",4
"Holothuroidea","Dendrochirotida","Aslia lefevrei",2
"Holothuroidea","Dendrochirotida","Aslia lefevrii",1
"Holothuroidea","Dendrochirotida","Athyonidium chilensis",24
"Holothuroidea","Dendrochirotida","Cercodemas anceps",12
"Holothuroidea","Dendrochirotida","Ceto cuvieria",14
"Holothuroidea","Dendrochirotida","Colochirus quadrangularis",18
"Holothuroidea","Dendrochirotida","Colochirus robustus",10
"Holothuroidea","Dendrochirotida","Cucumaria flamma",1
"Holothuroidea","Dendrochirotida","Cucumaria frondosa",5
"Holothuroidea","Dendrochirotida","Cucumaria miniata",243
"Holothuroidea","Dendrochirotida","Cucumaria okhotensis",1
"Holothuroidea","Dendrochirotida","Cucumaria pallida",3
"Holothuroidea","Dendrochirotida","Cucumaria piperata",10
"Holothuroidea","Dendrochirotida","Cucumaria pseudocurata",1
"Holothuroidea","Dendrochirotida","Cucumaria salma",9
"Holothuroidea","Dendrochirotida","Eupentacta pseudoquinquesemita",3
"Holothuroidea","Dendrochirotida","Eupentacta quinquesemita",48
"Holothuroidea","Dendrochirotida","Hemiocnus insolens",19
"Holothuroidea","Dendrochirotida","Hemioedema spectabilis",1
"Holothuroidea","Dendrochirotida","Heterothyone ocnoides",1
"Holothuroidea","Dendrochirotida","Lissothuria nutriens",46
"Holothuroidea","Dendrochirotida","Massinium magnum",3
"Holothuroidea","Dendrochirotida","Mensamaria intercedens",2
"Holothuroidea","Dendrochirotida","Neoamphicyclus altoffi",1
"Holothuroidea","Dendrochirotida","Neopentadactyla mixta",1
"Holothuroidea","Dendrochirotida","Neothyonidium magnum",6
"Holothuroidea","Dendrochirotida","Ocnus lacteus",1
"Holothuroidea","Dendrochirotida","Pachythyone rubra",7
"Holothuroidea","Dendrochirotida","Pawsonia saxicola",6
"Holothuroidea","Dendrochirotida","Pentacta doliolum",18
"Holothuroidea","Dendrochirotida","Pentactella leonina",1
"Holothuroidea","Dendrochirotida","Pentamera pulcherrima",20
"Holothuroidea","Dendrochirotida","Phyllophorus spiculata",1
"Holothuroidea","Dendrochirotida","Pseudocnella sykion",2
"Holothuroidea","Dendrochirotida","Pseudocnus californicus",3
"Holothuroidea","Dendrochirotida","Pseudocolochirus violaceus",8
"Holothuroidea","Dendrochirotida","Psolus chitonoides",16
"Holothuroidea","Dendrochirotida","Psolus fabricii",6
"Holothuroidea","Dendrochirotida","Roweia frauenfeldi",8
"Holothuroidea","Dendrochirotida","Roweia stephensoni",26
"Holothuroidea","Dendrochirotida","Sclerodactyla briareus",7
"Holothuroidea","Dendrochirotida","Thyonella gemmata",1
"Holothuroidea","Holothuriida","Actinopyga echinites",8
"Holothuroidea","Holothuriida","Actinopyga lecanora",4
"Holothuroidea","Holothuriida","Actinopyga mauritiana",4
"Holothuroidea","Holothuriida","Actinopyga miliaris",1
"Holothuroidea","Holothuriida","Actinopyga obesa",3
"Holothuroidea","Holothuriida","Actinopyga varians",73
"Holothuroidea","Holothuriida","Bohadschia argus",32
"Holothuroidea","Holothuriida","Bohadschia atra",2
"Holothuroidea","Holothuriida","Bohadschia marmorata",3
"Holothuroidea","Holothuriida","Bohadschia ocellata",2
"Holothuroidea","Holothuriida","Bohadschia paradoxa",2
"Holothuroidea","Holothuriida","Bohadschia subrubra",3
"Holothuroidea","Holothuriida","Bohadschia vitiensis",6
"Holothuroidea","Holothuriida","Holothuria albiventer",2
"Holothuroidea","Holothuriida","Holothuria arguinensis",5
"Holothuroidea","Holothuriida","Holothuria atra",101
"Holothuroidea","Holothuriida","Holothuria cinerascens",24
"Holothuroidea","Holothuriida","Holothuria coluber",4
"Holothuroidea","Holothuriida","Holothuria difficilis",3
"Holothuroidea","Holothuriida","Holothuria edulis",12
"Holothuroidea","Holothuriida","Holothuria flavomaculata",2
"Holothuroidea","Holothuriida","Holothuria floridana",4
"Holothuroidea","Holothuriida","Holothuria fuscocinerea",4
"Holothuroidea","Holothuriida","Holothuria fuscopunctata",6
"Holothuroidea","Holothuriida","Holothuria grisea",2
"Holothuroidea","Holothuriida","Holothuria hartmeyeri",2
"Holothuroidea","Holothuriida","Holothuria hilla",18
"Holothuroidea","Holothuriida","Holothuria impatiens",20
"Holothuroidea","Holothuriida","Holothuria inornata",9
"Holothuroidea","Holothuriida","Holothuria leucospilota",80
"Holothuroidea","Holothuriida","Holothuria lubrica",32
"Holothuroidea","Holothuriida","Holothuria mexicana",38
"Holothuroidea","Holothuriida","Holothuria nobilis",1
"Holothuroidea","Holothuriida","Holothuria pervicax",8
"Holothuroidea","Holothuriida","Holothuria poli",6
"Holothuroidea","Holothuriida","Holothuria portovallartensis",3
"Holothuroidea","Holothuriida","Holothuria princeps",4
"Holothuroidea","Holothuriida","Holothuria sanctori",21
"Holothuroidea","Holothuriida","Holothuria scabra",16
"Holothuroidea","Holothuriida","Holothuria thomasi",5
"Holothuroidea","Holothuriida","Holothuria tubulosa",26
"Holothuroidea","Holothuriida","Holothuria whitmaei",6
"Holothuroidea","Holothuriida","Pearsonothuria graeffei",38
"Holothuroidea","Molpadida","Molpadia arenicola",16
"Holothuroidea","Molpadida","Paracaudina chilensis",1
"Holothuroidea","Synallactida","Apostichopus californicus",104
"Holothuroidea","Synallactida","Apostichopus japonicus",2
"Holothuroidea","Synallactida","Astichopus multifidus",13
"Holothuroidea","Synallactida","Australostichopus mollis",47
"Holothuroidea","Synallactida","Isostichopus badionotus",59
"Holothuroidea","Synallactida","Isostichopus fuscus",18
"Holothuroidea","Synallactida","Neostichopus grammatus",1
"Holothuroidea","Synallactida","Parastichopus parvimensis",19
"Holothuroidea","Synallactida","Stichopus chloronotus",34
"Holothuroidea","Synallactida","Stichopus herrmanni",8
"Holothuroidea","Synallactida","Stichopus ludwigi",8
"Holothuroidea","Synallactida","Stichopus vastus",7
"Holothuroidea","Synallactida","Thelenota ananas",20
"Holothuroidea","Synallactida","Thelenota anax",7
"Holothuroidea","Synallactida","Thelenota rubralineata",4
"Homoscleromorpha","Homosclerophorida","Oscarella carmela",5
"Homoscleromorpha","Homosclerophorida","Plakina monolopha",2
"Hoplonemertea","Monostilifera","Amphiporus formidabilis",1
"Hoplonemertea","Monostilifera","Argonemertes dendyi",2
"Hoplonemertea","Monostilifera","Emplectonema gracile",9
"Hoplonemertea","Monostilifera","Geonemertes pelaensis",8
"Hoplonemertea","Monostilifera","Nemertopsis bivittata",1
"Hoplonemertea","Monostilifera","Paranemertes peregrina",27
"Hoplonemertea","Monostilifera","Prosorhochmus nelsoni",5
"Hoplonemertea","Monostilifera","Tetrastemma nigrifrons",1
"Hoplonemertea","Monostilifera","Vulcanonemertes rangitotoensis",4
"Hydrozoa","Anthoathecata","Candelabrum capensis",1
"Hydrozoa","Anthoathecata","Corymorpha palma",1
"Hydrozoa","Anthoathecata","Ectopleura crocea",13
"Hydrozoa","Anthoathecata","Ectopleura marina",13
"Hydrozoa","Anthoathecata","Eudendrium arbuscula",4
"Hydrozoa","Anthoathecata","Eudendrium californicum",5
"Hydrozoa","Anthoathecata","Hydra oligactis",3
"Hydrozoa","Anthoathecata","Hydra viridissima",13
"Hydrozoa","Anthoathecata","Hydra vulgaris",2
"Hydrozoa","Anthoathecata","Hydractinia altispina",3
"Hydrozoa","Anthoathecata","Hydractinia echinata",14
"Hydrozoa","Anthoathecata","Hydractinia symbiolongicarpus",2
"Hydrozoa","Anthoathecata","Hydrocorella africana",3
"Hydrozoa","Anthoathecata","Lobataria newtoni",1
"Hydrozoa","Anthoathecata","Millepora alcicornis",34
"Hydrozoa","Anthoathecata","Millepora complanata",21
"Hydrozoa","Anthoathecata","Millepora dichotoma",1
"Hydrozoa","Anthoathecata","Millepora squarrosa",4
"Hydrozoa","Anthoathecata","Millepora tenera",3
"Hydrozoa","Anthoathecata","Neoturris breviconis",9
"Hydrozoa","Anthoathecata","Pennaria disticha",31
"Hydrozoa","Anthoathecata","Polyorchis haplus",7
"Hydrozoa","Anthoathecata","Polyorchis penicillatus",27
"Hydrozoa","Anthoathecata","Porpita porpita",217
"Hydrozoa","Anthoathecata","Sarsia tubulosa",2
"Hydrozoa","Anthoathecata","Schuchertinia milleri",11
"Hydrozoa","Anthoathecata","Scrippsia pacifica",3
"Hydrozoa","Anthoathecata","Solanderia ericopsis",3
"Hydrozoa","Anthoathecata","Solanderia fusca",4
"Hydrozoa","Anthoathecata","Solanderia procumbens",1
"Hydrozoa","Anthoathecata","Staurocladia vallentini",1
"Hydrozoa","Anthoathecata","Stomotoca atra",2
"Hydrozoa","Anthoathecata","Stylantheca papillosa",26
"Hydrozoa","Anthoathecata","Stylaster californicus",4
"Hydrozoa","Anthoathecata","Stylaster nobilis",2
"Hydrozoa","Anthoathecata","Stylaster roseus",2
"Hydrozoa","Anthoathecata","Tubularia indivisa",6
"Hydrozoa","Anthoathecata","Turritopsis rubra",18
"Hydrozoa","Anthoathecata","Velella velella",520
"Hydrozoa","Anthoathecata","Zyzzyzus warreni",3
"Hydrozoa","Leptothecata","Abietinaria greenei",1
"Hydrozoa","Leptothecata","Aequorea forskalea",5
"Hydrozoa","Leptothecata","Aequorea victoria",124
"Hydrozoa","Leptothecata","Aglaophenia cupressina",6
"Hydrozoa","Leptothecata","Aglaophenia pluma",3
"Hydrozoa","Leptothecata","Aglaophenia tubulifera",2
"Hydrozoa","Leptothecata","Aglaophenia whiteleggei",1
"Hydrozoa","Leptothecata","Amphisbetia bispinosa",35
"Hydrozoa","Leptothecata","Blackfordia virginica",1
"Hydrozoa","Leptothecata","Clytia gregaria",3
"Hydrozoa","Leptothecata","Corhiza scotiae",2
"Hydrozoa","Leptothecata","Dentitheca dendritica",1
"Hydrozoa","Leptothecata","Dynamena crisioides",3
"Hydrozoa","Leptothecata","Dynamena pumila",3
"Hydrozoa","Leptothecata","Eucheilota bakeri",65
"Hydrozoa","Leptothecata","Eutonina indicans",4
"Hydrozoa","Leptothecata","Gattya humilis",1
"Hydrozoa","Leptothecata","Gymnangium ascidioides",1
"Hydrozoa","Leptothecata","Halopteris catharina",1
"Hydrozoa","Leptothecata","Hydrallmania falcata",1
"Hydrozoa","Leptothecata","Idiellana pristis",4
"Hydrozoa","Leptothecata","Kirchenpaueria pinnata",2
"Hydrozoa","Leptothecata","Laodicea undulata",4
"Hydrozoa","Leptothecata","Lovenella gracilis",1
"Hydrozoa","Leptothecata","Macrorhynchia philippina",5
"Hydrozoa","Leptothecata","Melicertum octocostatum",2
"Hydrozoa","Leptothecata","Mitrocoma cellularia",6
"Hydrozoa","Leptothecata","Nemalecium lighti",3
"Hydrozoa","Leptothecata","Nemertesia antennina",5
"Hydrozoa","Leptothecata","Obelia dichotoma",1
"Hydrozoa","Leptothecata","Obelia geniculata",7
"Hydrozoa","Leptothecata","Obelia longissima",1
"Hydrozoa","Leptothecata","Plumularia setacea",2
"Hydrozoa","Leptothecata","Polyplumaria flabellata",1
"Hydrozoa","Leptothecata","Ptychogena lactea",1
"Hydrozoa","Leptothecata","Rhacostoma atlanticum",16
"Hydrozoa","Leptothecata","Sertularella arbuscula",4
"Hydrozoa","Leptothecata","Sertularella crassicaulis",1
"Hydrozoa","Leptothecata","Sertularia cupressina",13
"Hydrozoa","Leptothecata","Thuiaria articulata",7
"Hydrozoa","Leptothecata","Thyroscyphus ramosus",7
"Hydrozoa","Leptothecata","Tiaropsis multicirrata",1
"Hydrozoa","Limnomedusae","Craspedacusta sowerbii",11
"Hydrozoa","Limnomedusae","Gonionemus vertens",2
"Hydrozoa","Limnomedusae","Olindias tenuis",1
"Hydrozoa","Siphonophorae","Agalma elegans",1
"Hydrozoa","Siphonophorae","Apolemia uvaria",4
"Hydrozoa","Siphonophorae","Nanomia bijuga",1
"Hydrozoa","Siphonophorae","Physalia physalis",666
"Hydrozoa","Siphonophorae","Physalia sp1 (full crest)",13
"Hydrozoa","Siphonophorae","Physalia sp2 (no crest)",7
"Hydrozoa","Siphonophorae","Physalia utriculus",51
"Hydrozoa","Siphonophorae","Physophora hydrostatica",5
"Hydrozoa","Trachymedusae","Aglantha digitale",1
"Ichthyostraca","Arguloida","Argulus foliaceus",2
"Ichthyostraca","Arguloida","Argulus japonicus",1
"Imbricatea","Euglyphida","Euglypha tuberculata",1
"Insecta","Archaeognatha","Dilta italica",1
"Insecta","Archaeognatha","Machilinus aurantiacus",1
"Insecta","Archaeognatha","Mesomachilis nearctica",1
"Insecta","Archaeognatha","Pedetontus saltator",2
"Insecta","Archaeognatha","Pedetontus submutans",6
"Insecta","Archaeognatha","Petridiobius arcticus",17
"Insecta","Archaeognatha","Petrobius brevistylis",4
"Insecta","Archaeognatha","Petrobius maritimus",7
"Insecta","Archaeognatha","Trigoniophthalmus alternatus",12
"Insecta","Blattodea","Achroblatta luteola",5
"Insecta","Blattodea","Aglaopteryx gemma",5
"Insecta","Blattodea","Agmoblatta thaxteri",1
"Insecta","Blattodea","Amitermes hastatus",58
"Insecta","Blattodea","Ancaudellia lobipennis",1
"Insecta","Blattodea","Anoplotermes fumosus",2
"Insecta","Blattodea","Aptera fusca",106
"Insecta","Blattodea","Archimandrita tessellata",8
"Insecta","Blattodea","Arenivaga aquila",4
"Insecta","Blattodea","Arenivaga bolliana",82
"Insecta","Blattodea","Arenivaga erratica",2
"Insecta","Blattodea","Arenivaga floridensis",7
"Insecta","Blattodea","Arenivaga gaiophanes",1
"Insecta","Blattodea","Arenivaga investigata",6
"Insecta","Blattodea","Arenivaga nalepae",2
"Insecta","Blattodea","Balta bicolor",7
"Insecta","Blattodea","Balta notulata",5
"Insecta","Blattodea","Balta st1",6
"Insecta","Blattodea","Blaberus atropos",2
"Insecta","Blattodea","Blaberus craniifer",13
"Insecta","Blattodea","Blaberus discoidalis",4
"Insecta","Blattodea","Blaberus giganteus",23
"Insecta","Blattodea","Blaptica dubia",10
"Insecta","Blattodea","Blatta orientalis",559
"Insecta","Blattodea","Blattella asahinai",77
"Insecta","Blattodea","Blattella germanica",415
"Insecta","Blattodea","Blattella nipponica",16
"Insecta","Blattodea","Blattella vaga",47
"Insecta","Blattodea","Byrsotria cabrerai",2
"Insecta","Blattodea","Calcaritermes nearcticus",1
"Insecta","Blattodea","Caloblatta tricolor",2
"Insecta","Blattodea","Cariblatta imitans",1
"Insecta","Blattodea","Cariblatta lutea",12
"Insecta","Blattodea","Cariblatta minima",4
"Insecta","Blattodea","Cartoblatta pulchra",1
"Insecta","Blattodea","Catara rugosicollis",4
"Insecta","Blattodea","Celatoblatta montana",1
"Insecta","Blattodea","Celatoblatta notialis",1
"Insecta","Blattodea","Celatoblatta undulivitta",16
"Insecta","Blattodea","Celatoblatta vulgaris",10
"Insecta","Blattodea","Celeriblattina major",1
"Insecta","Blattodea","Chorisoneura texensis",7
"Insecta","Blattodea","Comatermes perfectus",1
"Insecta","Blattodea","Compsodes mexicanus",12
"Insecta","Blattodea","Compsodes schwarzi",14
"Insecta","Blattodea","Constrictotermes cyphergaster",1
"Insecta","Blattodea","Coptotermes curvignathus",1
"Insecta","Blattodea","Coptotermes formosanus",72
"Insecta","Blattodea","Coptotermes gestroi",2
"Insecta","Blattodea","Coptotermes lacteus",2
"Insecta","Blattodea","Coptotermes testaceus",5
"Insecta","Blattodea","Cryptocercus clevelandi",5
"Insecta","Blattodea","Cryptocercus darwini",6
"Insecta","Blattodea","Cryptocercus punctulatus",6
"Insecta","Blattodea","Cryptocercus wrighti",8
"Insecta","Blattodea","Cryptotermes brevis",8
"Insecta","Blattodea","Deropeltis erythrocephala",34
"Insecta","Blattodea","Deropeltis paulinoi",3
"Insecta","Blattodea","Diploptera punctata",11
"Insecta","Blattodea","Drymaplaneta communis",15
"Insecta","Blattodea","Drymaplaneta heydeniana",18
"Insecta","Blattodea","Drymaplaneta semivitta",86
"Insecta","Blattodea","Ectobius erythronotus",1
"Insecta","Blattodea","Ectobius lapponicus",151
"Insecta","Blattodea","Ectobius lucidus",4
"Insecta","Blattodea","Ectobius pallidus",314
"Insecta","Blattodea","Ectobius sylvestris",60
"Insecta","Blattodea","Ectobius vittiventris",50
"Insecta","Blattodea","Ellipsidion australe",31
"Insecta","Blattodea","Ellipsidion humerale",12
"Insecta","Blattodea","Ellipsidion reticulatum",1
"Insecta","Blattodea","Elliptorhina javanica",2
"Insecta","Blattodea","Elliptorhina laevigata",1
"Insecta","Blattodea","Epilampra hualpensis",1
"Insecta","Blattodea","Epilampra maya",2
"Insecta","Blattodea","Eremoblatta subdiaphana",2
"Insecta","Blattodea","Eublaberus distanti",9
"Insecta","Blattodea","Eublaberus posticus",5
"Insecta","Blattodea","Eucorydia dasytoides",7
"Insecta","Blattodea","Euphyllodromia angustata",3
"Insecta","Blattodea","Eupolyphaga sinensis",2
"Insecta","Blattodea","Eurycotis biolleyi",2
"Insecta","Blattodea","Eurycotis decipiens",1
"Insecta","Blattodea","Eurycotis floridana",51
"Insecta","Blattodea","Eurycotis mexicana",1
"Insecta","Blattodea","Eurycotis pluto",2
"Insecta","Blattodea","Eushelfordia pica",2
"Insecta","Blattodea","Euthyrrhapha pacifica",6
"Insecta","Blattodea","Globitermes sulphureus",5
"Insecta","Blattodea","Gromphadorhina portentosa",3
"Insecta","Blattodea","Gyna caffrorum",9
"Insecta","Blattodea","Gyna capucina",3
"Insecta","Blattodea","Hebardina concinna",2
"Insecta","Blattodea","Hemelytroblatta livida",1
"Insecta","Blattodea","Hemithyrsocera histrio",4
"Insecta","Blattodea","Hemithyrsocera palliata",27
"Insecta","Blattodea","Hemithyrsocera vittata",19
"Insecta","Blattodea","Hodotermes mossambicus",22
"Insecta","Blattodea","Homalosilpha gaudens",4
"Insecta","Blattodea","Homoeogamia mexicana",38
"Insecta","Blattodea","Hormetica laevigata",1
"Insecta","Blattodea","Hospitalitermes monoceros",3
"Insecta","Blattodea","Hyporhicnoda litomorpha",1
"Insecta","Blattodea","Incisitermes minor",83
"Insecta","Blattodea","Incisitermes snyderi",7
"Insecta","Blattodea","Ischnoptera bilunata",10
"Insecta","Blattodea","Ischnoptera deropeltiformis",27
"Insecta","Blattodea","Kalotermes approximatus",2
"Insecta","Blattodea","Kalotermes dispar",1
"Insecta","Blattodea","Kalotermes flavicollis",20
"Insecta","Blattodea","Latiblattella angustifrons",1
"Insecta","Blattodea","Latiblattella rehni",8
"Insecta","Blattodea","Latiblattella tarasca",12
"Insecta","Blattodea","Laxta granicollis",41
"Insecta","Blattodea","Loboptera decipiens",32
"Insecta","Blattodea","Luridiblatta trivittata",78
"Insecta","Blattodea","Macrotermes carbonarius",54
"Insecta","Blattodea","Macrotermes gilvus",4
"Insecta","Blattodea","Macrotermes lilljeborgi",2
"Insecta","Blattodea","Macrotermes malaccensis",2
"Insecta","Blattodea","Macrotermes michaelseni",1
"Insecta","Blattodea","Maoriblatta novaeseelandiae",25
"Insecta","Blattodea","Melanozosteria nitida",2
"Insecta","Blattodea","Melanozosteria soror",4
"Insecta","Blattodea","Methana caneae",4
"Insecta","Blattodea","Methana marginalis",2
"Insecta","Blattodea","Methana soror",1
"Insecta","Blattodea","Microhodotermes viator",53
"Insecta","Blattodea","Morphna maculata",1
"Insecta","Blattodea","Myrmecoblatta hebardi",14
"Insecta","Blattodea","Namablatta bitaeniata",2
"Insecta","Blattodea","Nasutitermes acajutlae",1
"Insecta","Blattodea","Nasutitermes corniger",12
"Insecta","Blattodea","Nasutitermes ephratae",2
"Insecta","Blattodea","Nasutitermes triodiae",3
"Insecta","Blattodea","Nasutitermes walkeri",5
"Insecta","Blattodea","Nauphoeta cinerea",3
"Insecta","Blattodea","Neoblattella detersa",8
"Insecta","Blattodea","Neocapritermes opacus",1
"Insecta","Blattodea","Neocapritermes villosus",1
"Insecta","Blattodea","Neostylopyga rhombifolia",50
"Insecta","Blattodea","Neotemnopteryx fulva",16
"Insecta","Blattodea","Neotermes chilensis",2
"Insecta","Blattodea","Nyctibora acaciana",1
"Insecta","Blattodea","Nyctibora azteca",1
"Insecta","Blattodea","Nyctibora mexicana",2
"Insecta","Blattodea","Nyctibora tetrasticta",1
"Insecta","Blattodea","Odontotermes formosanus",25
"Insecta","Blattodea","Odontotermes latericius",2
"Insecta","Blattodea","Odontotermes obesus",4
