"day","year","lat_bin","lon_bin","day_count"
1,2015,-29,33,1
1,2015,5,31,1
1,2015,15,-97,1
1,2015,17,-93,10
1,2015,19,-103,1
1,2015,23,-107,9
1,2015,33,-117,1
1,2016,-45,169,1
1,2016,11,-87,1
1,2016,17,-93,2
1,2016,19,-97,1
1,2016,21,-105,1
1,2016,21,-101,1
1,2016,23,-107,9
1,2016,27,-81,5
1,2016,29,-95,1
1,2016,37,-123,1
1,2017,-27,31,1
1,2017,13,77,1
1,2017,17,-93,1
1,2017,19,-103,1
1,2017,19,-101,1
1,2017,19,-99,9
1,2017,19,-97,1
1,2017,21,-105,9
1,2017,21,-103,1
1,2017,21,-99,1
1,2017,21,-97,1
1,2017,21,-87,1
1,2017,23,-107,20
1,2017,23,87,2
1,2017,25,-101,3
1,2017,25,-81,7
1,2017,27,-99,5
1,2017,27,-81,2
1,2017,29,-99,1
1,2017,29,-97,1
1,2017,29,-81,1
1,2017,31,-97,11
1,2017,31,-85,1
1,2017,33,-111,1
1,2017,35,-119,4
1,2017,41,-87,1
1,2018,-43,-177,1
1,2018,-35,151,1
1,2018,-25,17,1
1,2018,1,103,1
1,2018,13,101,1
1,2018,17,-93,1
1,2018,19,-99,1
1,2018,19,-95,1
1,2018,19,-75,1
1,2018,21,-103,6
1,2018,21,-101,2
1,2018,21,-89,1
1,2018,23,-107,5
1,2018,25,-81,3
1,2018,27,-81,2
1,2018,29,-81,1
1,2018,33,-117,1
1,2018,35,-119,2
1,2018,37,-123,5
1,2018,37,-121,4
1,2018,39,-123,2
1,2018,41,-73,1
1,2018,43,-121,1
2,2015,17,-99,1
2,2015,17,-93,6
2,2015,19,-101,2
2,2015,19,-99,9
2,2015,21,-105,1
2,2015,21,-101,1
2,2015,21,-99,1
2,2015,23,-107,7
2,2015,23,-99,1
2,2015,25,-81,1
2,2015,27,-81,3
2,2015,29,-93,1
2,2015,35,-121,1
2,2016,-43,147,1
2,2016,-37,175,1
2,2016,11,-87,1
2,2016,11,-85,1
2,2016,13,-87,2
2,2016,15,-61,5
2,2016,15,121,1
2,2016,17,-97,1
2,2016,17,-93,2
2,2016,17,-89,6
2,2016,19,-155,1
2,2016,19,-105,5
2,2016,19,-101,1
2,2016,19,-99,2
2,2016,21,-105,9
2,2016,21,-101,2
2,2016,23,-109,1
2,2016,23,-107,8
2,2016,31,-111,1
2,2016,33,-117,1
2,2016,33,-97,1
2,2017,-3,39,2
2,2017,13,99,4
2,2017,15,-93,1
2,2017,19,-103,1
2,2017,19,-99,8
2,2017,19,-89,1
2,2017,19,-65,1
2,2017,19,109,1
2,2017,21,-105,8
2,2017,21,-99,1
2,2017,21,-87,3
2,2017,23,-107,6
2,2017,25,-101,10
2,2017,25,-81,12
2,2017,27,-109,1
2,2017,27,-99,2
2,2017,27,-81,2
2,2017,29,-95,3
2,2017,29,-81,3
2,2017,31,-99,4
2,2017,31,-97,5
2,2017,31,-95,1
2,2017,33,-117,1
2,2017,33,-111,1
2,2017,33,-97,1
2,2017,35,-119,1
2,2017,37,-123,2
2,2018,-45,171,1
2,2018,-41,175,2
2,2018,-33,23,1
2,2018,1,103,1
2,2018,9,-79,1
2,2018,15,-97,1
2,2018,15,103,1
2,2018,19,-99,1
2,2018,19,-97,1
2,2018,19,-89,1
2,2018,21,-101,2
2,2018,23,-107,7
2,2018,23,91,1
2,2018,25,121,3
2,2018,31,-97,1
2,2018,35,-119,1
2,2018,35,-117,1
2,2018,37,-123,2
3,2015,-41,175,1
3,2015,-23,27,1
3,2015,5,31,1
3,2015,15,-97,1
3,2015,15,-91,2
3,2015,17,-97,1
3,2015,19,-103,1
3,2015,19,-97,8
3,2015,19,73,1
3,2015,21,-105,4
3,2015,21,-97,2
3,2015,21,-87,1
3,2015,23,-107,7
3,2015,25,-81,1
3,2015,31,-99,1
3,2015,33,-119,1
3,2016,-7,107,1
3,2016,13,-85,2
3,2016,15,-61,6
3,2016,17,-91,4
3,2016,19,-105,2
3,2016,19,-99,1
3,2016,19,-89,1
3,2016,21,-105,5
3,2016,21,-87,2
3,2016,23,-109,1
3,2016,23,-107,16
3,2016,27,-81,1
3,2016,31,-95,1
3,2016,33,-113,1
3,2016,33,-111,3
3,2016,33,-97,1
3,2017,-25,29,1
3,2017,1,103,1
3,2017,9,-83,1
3,2017,19,-101,1
3,2017,19,-99,4
3,2017,19,-89,1
3,2017,19,-71,7
3,2017,19,109,1
3,2017,21,-103,1
3,2017,21,-99,6
3,2017,23,-107,2
3,2017,23,87,1
3,2017,25,-101,3
3,2017,25,-99,1
3,2017,25,-81,3
3,2017,29,-101,1
3,2017,29,-95,1
3,2017,29,-81,1
3,2017,31,-109,1
3,2017,31,-97,2
3,2017,31,-87,2
3,2017,33,-119,1
3,2017,33,-111,1
3,2017,35,-117,4
3,2017,43,-71,1
3,2018,-41,175,1
3,2018,9,-83,1
3,2018,9,-79,1
3,2018,11,-85,1
3,2018,11,-75,3
3,2018,19,-101,1
3,2018,19,-99,1
3,2018,19,-97,5
3,2018,19,-75,1
3,2018,19,-71,5
3,2018,19,-67,1
3,2018,23,-107,6
3,2018,23,115,1
3,2018,29,-99,1
3,2018,29,-81,1
3,2018,33,-105,1
3,2018,35,-119,4
4,2015,-43,173,1
4,2015,-33,23,1
4,2015,-27,153,1
4,2015,9,-79,1
4,2015,13,101,1
4,2015,15,-89,1
4,2015,15,-87,1
4,2015,17,-93,3
4,2015,23,-107,6
4,2015,25,-101,1
4,2015,29,-81,2
4,2015,31,-97,1
4,2015,35,-121,1
4,2015,37,-123,2
4,2016,11,-85,1
4,2016,13,-85,1
4,2016,17,-93,1
4,2016,19,-101,1
4,2016,21,-105,6
4,2016,21,-87,6
4,2016,25,-81,1
4,2016,29,-83,1
4,2016,29,-81,1
4,2016,33,127,1
4,2016,35,-119,1
4,2017,9,-85,1
4,2017,13,99,1
4,2017,19,-101,2
4,2017,19,-99,4
4,2017,19,-71,6
4,2017,21,-101,1
4,2017,21,-87,2
4,2017,23,-107,3
4,2017,23,-101,1
4,2017,25,-101,1
4,2017,25,-99,3
4,2017,27,-97,2
4,2017,27,-83,1
4,2017,29,-81,4
4,2017,31,-109,2
4,2017,31,-91,3
4,2017,37,-123,1
4,2017,39,1,1
4,2018,-37,145,1
4,2018,-27,153,1
4,2018,1,103,4
4,2018,9,-79,12
4,2018,11,-75,2
4,2018,13,-87,1
4,2018,17,-89,1
4,2018,19,-99,6
4,2018,19,-97,2
4,2018,19,-75,1
4,2018,19,-71,7
4,2018,19,-69,9
4,2018,23,-107,2
4,2018,27,-99,5
4,2018,27,-97,1
4,2018,31,-97,1
4,2018,33,-119,5
4,2018,33,-111,5
4,2018,35,-119,1
4,2018,37,-123,2
4,2018,37,-121,1
5,2015,-43,173,1
5,2015,-41,173,1
5,2015,19,-99,1
5,2015,19,-87,1
5,2015,19,-69,1
5,2015,21,-87,2
5,2015,23,-107,7
5,2015,23,-99,1
5,2015,35,-119,1
5,2015,47,-79,1
5,2016,15,-61,4
5,2016,17,-93,1
5,2016,17,-89,1
5,2016,17,-61,1
5,2016,19,-99,1
5,2016,21,-105,4
5,2016,21,-99,1
5,2016,23,-107,3
5,2017,13,99,1
5,2017,19,-101,1
5,2017,19,-99,2
5,2017,19,-97,2
5,2017,19,-73,1
5,2017,19,-71,9
5,2017,21,-101,1
5,2017,21,-99,3
5,2017,21,-97,1
5,2017,25,-101,5
5,2017,25,-81,3
5,2017,27,-97,6
5,2017,29,-81,7
5,2017,31,-99,2
5,2017,35,-121,1
5,2017,35,-117,1
5,2017,39,-121,2
5,2018,-33,23,1
5,2018,1,35,1
5,2018,9,-79,3
5,2018,11,-75,1
5,2018,17,-97,1
5,2018,17,-93,1
5,2018,19,-101,1
5,2018,19,-99,2
5,2018,19,-75,4
5,2018,19,-69,2
5,2018,19,83,1
5,2018,21,-105,2
5,2018,21,-87,2
5,2018,23,-105,1
5,2018,25,-81,1
5,2018,27,-99,1
5,2018,27,-97,1
5,2018,27,-81,1
5,2018,29,-99,1
5,2018,31,-99,2
5,2018,33,-117,1
5,2018,33,-111,1
5,2018,35,-97,1
6,2015,13,101,2
6,2015,19,-99,1
6,2015,19,-91,1
6,2015,21,-105,1
6,2015,21,-103,1
6,2015,23,-107,6
6,2015,25,-75,1
6,2015,27,-83,2
6,2015,27,-81,1
6,2015,31,-111,1
6,2015,37,-121,1
6,2015,39,-123,2
6,2016,11,-85,1
6,2016,15,-61,1
6,2016,17,-93,1
6,2016,21,-105,12
6,2016,23,-109,1
6,2016,23,-107,1
6,2016,33,-111,3
6,2017,7,-75,1
6,2017,11,-85,1
6,2017,11,99,1
6,2017,17,-101,1
6,2017,17,-99,1
6,2017,17,-97,1
6,2017,17,-93,1
6,2017,19,-99,2
6,2017,19,-95,1
6,2017,19,-71,14
6,2017,19,-65,1
6,2017,19,109,1
6,2017,21,-99,4
6,2017,21,-97,1
6,2017,23,-107,2
6,2017,25,-107,1
6,2017,25,-81,2
6,2017,29,-81,2
6,2017,33,-119,2
6,2017,35,-121,1
6,2017,35,-119,2
6,2017,37,-123,1
6,2018,-37,145,1
6,2018,-33,23,1
6,2018,-33,25,1
6,2018,-29,31,1
6,2018,-19,-63,1
6,2018,9,-83,3
6,2018,9,-79,1
6,2018,11,-85,2
6,2018,11,77,2
6,2018,15,-97,4
6,2018,17,-97,1
6,2018,19,-101,1
6,2018,19,-99,2
6,2018,19,-97,1
6,2018,19,-75,1
6,2018,19,-67,1
6,2018,21,-103,2
6,2018,21,-99,2
6,2018,21,-97,1
6,2018,21,-89,2
6,2018,23,-107,6
6,2018,25,-81,5
6,2018,27,-99,1
6,2018,27,-97,3
6,2018,27,-81,2
6,2018,29,-95,3
6,2018,29,-83,1
6,2018,33,-117,1
6,2018,33,-97,1
6,2018,37,-123,1
6,2018,39,-123,1
6,2018,45,-109,1
7,2015,-33,23,1
7,2015,19,-91,4
7,2015,23,-107,8
7,2015,27,-81,3
7,2015,29,-95,1
7,2015,29,-83,1
7,2015,37,-123,1
7,2016,15,-61,6
7,2016,17,-61,1
7,2016,19,-97,1
7,2016,19,-65,1
7,2016,21,-105,5
7,2016,23,115,1
7,2016,25,-81,3
7,2016,27,-97,2
7,2016,29,-95,3
7,2016,29,-81,4
7,2016,31,-99,2
7,2016,37,-123,1
7,2017,-39,175,1
7,2017,9,-83,2
7,2017,11,-85,3
7,2017,15,-87,3
7,2017,19,-103,1
7,2017,19,-99,2
7,2017,19,-97,2
7,2017,19,-71,1
7,2017,19,-69,1
7,2017,19,-65,1
7,2017,21,-105,2
7,2017,21,-101,2
7,2017,21,-99,2
7,2017,23,-107,13
7,2017,23,115,1
7,2017,25,-81,1
7,2017,33,-117,1
7,2018,-37,145,2
7,2018,-31,-65,1
7,2018,1,103,2
7,2018,5,-73,1
7,2018,9,-83,4
7,2018,11,-75,1
7,2018,15,-97,1
7,2018,19,-97,1
7,2018,21,-105,1
7,2018,21,-103,1
7,2018,21,-101,1
7,2018,21,-89,1
7,2018,23,-107,1
7,2018,23,121,1
7,2018,25,-107,1
7,2018,25,-101,2
7,2018,25,-81,1
7,2018,27,-99,2
7,2018,27,-97,3
7,2018,27,-83,1
7,2018,27,-81,1
7,2018,29,-95,1
7,2018,31,-97,1
7,2018,31,-85,1
7,2018,33,-117,3
7,2018,35,-119,2
7,2018,35,-111,1
7,2018,37,-123,2
7,2018,39,1,1
8,2015,-39,175,1
8,2015,13,-85,1
8,2015,15,99,2
8,2015,19,-89,2
8,2015,23,-107,11
8,2015,37,-115,2
8,2016,-29,31,1
8,2016,15,-61,2
8,2016,17,-93,5
8,2016,21,-105,3
8,2016,25,-81,1
8,2016,27,-99,2
8,2016,29,-81,2
8,2017,1,103,2
8,2017,15,-87,2
8,2017,17,-93,3
8,2017,17,-77,1
8,2017,19,-105,1
8,2017,19,-89,1
8,2017,19,-77,4
8,2017,21,-99,3
8,2017,21,-87,1
8,2017,23,-107,1
8,2017,25,-81,4
8,2017,27,-97,3
8,2017,31,-91,1
8,2017,33,-119,1
8,2017,33,-117,2
8,2017,35,-117,2
8,2017,41,-77,1
8,2018,-41,175,1
8,2018,-39,145,2
8,2018,-33,23,1
8,2018,5,-75,1
8,2018,11,103,1
8,2018,15,-97,34
8,2018,17,-93,1
8,2018,19,-105,1
8,2018,19,-101,1
8,2018,19,-99,1
8,2018,19,-75,1
8,2018,19,-69,2
8,2018,21,-105,3
8,2018,21,-87,1
8,2018,23,-107,1
8,2018,23,79,1
8,2018,25,-101,1
8,2018,25,-81,1
8,2018,27,-81,2
8,2018,29,-81,2
8,2018,31,-97,4
9,2015,-31,-65,1
9,2015,-19,177,1
9,2015,11,-85,1
9,2015,13,101,1
9,2015,19,-99,1
9,2015,21,-105,1
9,2015,21,-99,1
9,2015,21,-89,6
9,2015,23,-107,2
9,2015,27,-81,8
9,2015,29,-83,2
9,2015,37,-115,1
9,2016,7,3,1
9,2016,15,-61,4
9,2016,17,-89,1
9,2016,19,-101,1
9,2016,19,-99,3
9,2016,19,-97,1
9,2016,19,73,2
9,2016,21,-105,2
9,2016,21,-99,2
9,2016,21,-89,3
9,2016,21,-87,1
9,2016,23,-107,1
9,2016,23,115,1
9,2016,25,-81,4
9,2016,27,-101,1
9,2016,29,-97,3
9,2016,29,-81,2
9,2016,31,-97,2
9,2016,33,-117,1
9,2016,35,-85,1
9,2017,9,-79,1
9,2017,15,-87,4
9,2017,17,-93,4
9,2017,19,-99,1
9,2017,21,-105,1
9,2017,21,-103,1
9,2017,25,-103,1
9,2017,25,-101,1
9,2017,25,-81,6
9,2017,27,-109,1
9,2017,27,-99,5
9,2017,27,-97,1
9,2017,29,-99,2
9,2017,29,-97,1
9,2017,29,-95,1
9,2017,31,-91,2
9,2017,35,-117,4
9,2017,37,-123,1
9,2017,41,-81,2
9,2018,-33,23,1
9,2018,-9,-55,1
9,2018,19,-97,1
9,2018,19,-89,3
9,2018,19,-75,1
9,2018,19,-69,7
9,2018,21,-105,5
9,2018,23,-107,1
9,2018,27,-99,6
9,2018,29,-99,1
9,2018,29,-97,1
9,2018,29,-83,1
9,2018,29,-81,1
9,2018,31,-99,1
9,2018,31,-97,1
9,2018,33,-97,1
9,2018,35,-79,9
9,2018,37,-121,2
10,2015,-23,29,1
10,2015,15,-97,1
10,2015,17,-95,1
10,2015,19,-95,1
10,2015,21,-99,1
10,2015,21,-89,2
10,2015,23,-107,3
10,2015,25,-81,1
10,2015,27,-83,1
10,2015,33,-117,1
10,2015,35,-119,1
10,2015,37,-123,2
10,2016,-25,29,1
10,2016,-1,-77,1
10,2016,15,-61,2
10,2016,17,-89,5
10,2016,19,-95,2
10,2016,19,-89,2
10,2016,21,-105,5
10,2016,23,-107,2
10,2016,23,-81,1
10,2016,23,121,2
10,2016,25,-81,3
10,2016,27,-81,2
10,2016,31,-97,1
10,2016,33,-95,1
10,2016,37,-123,1
10,2016,39,-123,1
10,2017,-41,175,5
10,2017,-29,31,1
10,2017,9,-83,2
10,2017,17,-91,2
10,2017,17,-67,4
10,2017,19,-101,1
10,2017,19,-99,1
10,2017,19,-89,1
10,2017,19,-71,11
10,2017,21,-101,7
10,2017,21,-99,2
10,2017,23,-107,23
10,2017,25,-101,2
10,2017,25,-81,1
10,2017,27,-99,6
10,2017,27,-97,11
10,2017,29,-95,1
10,2017,31,-103,1
10,2017,31,-97,3
10,2017,31,-81,1
10,2017,33,-111,4
10,2017,33,-97,1
10,2017,35,-119,2
10,2018,-45,169,1
10,2018,-37,145,1
10,2018,-31,31,1
10,2018,-23,29,1
10,2018,-7,107,1
10,2018,9,-83,1
10,2018,11,-83,1
10,2018,15,-97,11
10,2018,19,-99,1
10,2018,19,-97,3
10,2018,19,-75,1
10,2018,19,-69,4
10,2018,21,-105,2
10,2018,21,-103,1
10,2018,23,-107,1
10,2018,23,-97,1
10,2018,25,-107,1
10,2018,25,-81,3
10,2018,27,-83,2
10,2018,27,-81,4
10,2018,33,-119,1
10,2018,33,-115,2
10,2018,35,-119,3
10,2018,37,-123,1
11,2015,17,-99,1
11,2015,19,-99,3
11,2015,21,-105,4
11,2015,21,-89,1
11,2015,23,-107,2
11,2015,25,-75,1
11,2016,-31,31,1
11,2016,9,-79,1
11,2016,17,-95,1
11,2016,17,-89,1
11,2016,19,-95,4
11,2016,19,-89,3
11,2016,19,99,1
11,2016,21,-105,1
11,2016,21,-87,1
11,2016,23,-109,3
11,2016,23,-107,8
11,2016,25,-81,2
11,2016,27,-97,1
11,2016,27,-81,1
11,2016,31,-99,2
11,2016,31,-97,2
11,2016,33,-117,1
11,2017,9,99,1
11,2017,11,-85,1
11,2017,19,-99,2
11,2017,19,-97,1
11,2017,19,-71,17
11,2017,19,-65,2
11,2017,25,-81,3
11,2017,27,-99,5
11,2017,27,-97,14
11,2017,27,-83,5
11,2017,29,-95,2
11,2017,29,-81,2
11,2017,31,-103,2
11,2018,-37,145,2
11,2018,-33,23,1
11,2018,-31,31,1
11,2018,-27,29,1
11,2018,-23,29,1
11,2018,9,-79,1
11,2018,11,-85,1
11,2018,15,-97,9
11,2018,17,97,2
11,2018,19,-95,2
11,2018,19,-69,1
11,2018,21,-105,4
11,2018,21,-99,2
11,2018,21,-87,1
11,2018,23,-107,1
11,2018,25,-101,2
11,2018,25,-97,1
11,2018,25,-81,2
11,2018,27,-99,1
11,2018,27,-97,1
11,2018,29,-95,1
11,2018,31,-97,4
11,2018,31,-81,1
11,2018,33,-117,1
11,2018,35,-119,9
11,2018,35,-79,1
11,2018,41,-75,1
12,2015,-41,175,1
12,2015,11,-85,1
12,2015,19,-99,4
12,2015,19,-95,1
12,2015,21,-105,2
12,2015,21,-89,5
12,2015,23,-107,5
12,2015,25,-81,2
12,2015,29,-83,2
12,2015,33,-117,1
12,2015,37,-123,1
12,2016,9,-81,2
12,2016,15,-93,3
12,2016,15,-61,4
12,2016,17,-89,1
12,2016,19,-95,1
12,2016,19,99,1
12,2016,21,-105,7
12,2016,23,-109,4
12,2016,27,-97,3
12,2016,29,-81,1
12,2016,31,-97,5
12,2016,35,-119,1
12,2017,9,99,1
12,2017,15,-93,1
12,2017,15,-87,3
12,2017,17,-89,1
12,2017,19,-97,1
12,2017,19,-77,1
12,2017,21,-105,2
12,2017,21,-99,4
12,2017,23,-107,1
12,2017,25,-101,1
12,2017,27,-97,11
12,2017,29,-97,1
12,2017,29,-95,2
12,2017,29,-81,2
12,2018,-21,33,3
12,2018,-17,-65,1
12,2018,15,-61,1
12,2018,17,97,1
12,2018,19,-103,2
12,2018,19,-99,1
12,2018,19,-95,1
12,2018,19,-89,5
12,2018,19,-69,4
12,2018,19,73,1
12,2018,21,-105,2
12,2018,23,-107,2
12,2018,25,-107,1
12,2018,27,-99,3
12,2018,27,-81,1
12,2018,33,-119,1
12,2018,33,-117,3
12,2018,33,-113,1
12,2018,35,-121,1
12,2018,35,-119,4
12,2018,37,-123,1
12,2018,37,-121,1
13,2015,-19,33,1
13,2015,11,-85,1
13,2015,19,-99,4
13,2015,19,-63,1
13,2015,21,-89,1
13,2015,23,-107,1
13,2015,37,-123,2
13,2016,11,-85,1
13,2016,17,-97,1
13,2016,19,-95,2
13,2016,19,73,1
13,2016,19,99,1
13,2016,21,-105,1
13,2016,21,-87,1
13,2016,23,-107,6
13,2016,25,-97,1
13,2016,29,-81,1
13,2016,31,-97,1
13,2017,1,103,1
13,2017,9,99,2
13,2017,15,-93,1
13,2017,15,-87,6
13,2017,17,-85,1
13,2017,19,-105,1
13,2017,19,-99,5
13,2017,19,-71,18
13,2017,21,-105,1
13,2017,21,-103,1
13,2017,21,-99,16
13,2017,21,-89,1
13,2017,23,-107,1
13,2017,27,-97,6
13,2017,27,-81,4
13,2017,37,-123,2
13,2017,39,-123,2
13,2017,43,-71,2
13,2018,-37,145,2
13,2018,-33,25,1
13,2018,5,-75,1
13,2018,9,-79,1
13,2018,11,-75,1
13,2018,15,-91,1
13,2018,17,-93,3
13,2018,19,-99,15
13,2018,19,-69,1
13,2018,19,-67,4
13,2018,21,-105,1
13,2018,21,-101,3
13,2018,21,-87,4
13,2018,25,-101,3
13,2018,25,-81,1
13,2018,27,-81,4
13,2018,29,-95,1
13,2018,33,-119,4
13,2018,33,-117,3
13,2018,33,-115,1
13,2018,33,-111,1
13,2018,35,-119,7
13,2018,37,-123,3
13,2018,37,-121,1
13,2018,37,-119,1
13,2018,39,-123,4
14,2015,19,-99,6
14,2015,21,-105,4
14,2015,21,-101,1
14,2015,21,-89,3
14,2015,23,-107,1
14,2015,27,-83,4
14,2015,35,-119,1
14,2015,37,-123,3
14,2015,37,-121,1
14,2016,9,-85,1
14,2016,11,-85,1
14,2016,15,-61,1
14,2016,17,-97,2
14,2016,19,-95,1
14,2016,19,-89,1
14,2016,19,-71,1
14,2016,19,99,2
14,2016,21,-105,4
14,2016,23,-109,3
14,2016,27,-99,2
14,2016,27,-77,1
14,2016,29,-97,1
14,2016,31,-97,4
14,2016,31,-81,1
14,2016,37,-123,1
14,2017,-31,31,1
14,2017,9,-85,1
14,2017,9,-79,1
14,2017,11,-85,1
14,2017,15,-97,8
14,2017,19,-99,6
14,2017,21,-105,3
14,2017,21,-101,1
14,2017,21,-99,23
14,2017,23,-107,2
14,2017,23,-83,1
14,2017,23,115,1
14,2017,27,-99,8
14,2017,27,-81,11
14,2017,29,-95,2
14,2017,29,-83,6
14,2017,31,-97,1
14,2017,33,-117,2
14,2017,35,-119,1
14,2017,35,-117,1
14,2017,37,-123,5
14,2017,37,-5,1
14,2018,-41,175,1
14,2018,-39,177,1
14,2018,-37,147,5
14,2018,-29,31,1
14,2018,-27,29,1
14,2018,-17,31,1
14,2018,-15,29,1
14,2018,5,-73,1
14,2018,9,-85,1
14,2018,9,-83,4
14,2018,11,-85,3
14,2018,11,-75,1
14,2018,13,-85,2
14,2018,15,-97,21
14,2018,15,-91,2
14,2018,17,-99,1
14,2018,19,-105,1
14,2018,19,-99,1
14,2018,19,-71,3
14,2018,19,-69,3
14,2018,19,103,1
14,2018,21,-105,2
14,2018,21,-87,1
14,2018,23,-109,1
14,2018,23,-107,2
14,2018,25,-101,2
14,2018,25,-81,2
14,2018,27,-99,7
14,2018,27,-83,1
14,2018,27,-81,1
14,2018,29,-97,6
14,2018,29,-83,1
14,2018,31,-97,1
14,2018,33,-117,5
14,2018,33,-111,1
14,2018,33,-107,1
14,2018,35,-119,4
14,2018,37,-123,1
14,2018,37,-121,1
14,2018,45,-123,1
15,2015,-25,31,1
15,2015,11,-85,1
15,2015,19,-99,2
15,2015,21,-105,1
15,2015,21,-89,9
15,2015,23,-107,2
15,2015,27,-81,1
15,2015,35,-117,1
15,2015,37,-123,1
15,2016,11,-85,1
15,2016,15,-61,2
15,2016,19,-89,1
15,2016,21,-87,1
15,2016,21,99,1
15,2016,23,-109,6
15,2016,23,-107,1
15,2016,25,-99,1
15,2016,27,-99,2
15,2016,29,-95,3
15,2016,29,-83,3
15,2016,29,-81,1
15,2016,31,-97,4
15,2016,33,-97,1
15,2016,37,-123,1
15,2016,45,11,1
15,2017,9,-79,2
15,2017,13,77,1
15,2017,13,99,2
15,2017,19,-99,3
15,2017,19,-71,9
15,2017,21,-105,1
15,2017,21,-99,11
15,2017,21,-97,1
15,2017,21,-87,1
15,2017,23,-107,1
15,2017,25,-101,2
15,2017,27,-97,1
15,2017,27,-81,5
15,2017,29,-83,2
15,2017,31,-97,2
15,2017,33,-117,1
15,2017,33,-81,1
15,2017,35,-121,1
15,2017,37,-123,8
15,2017,41,-81,1
15,2018,-37,175,1
15,2018,-35,151,1
15,2018,-33,23,1
15,2018,1,103,2
15,2018,15,-61,1
15,2018,17,-93,2
15,2018,19,-99,1
15,2018,19,-97,1
15,2018,19,-69,1
15,2018,21,-105,1
15,2018,25,-81,5
15,2018,27,-99,5
15,2018,27,-97,1
15,2018,27,-83,1
15,2018,27,-81,6
15,2018,29,-81,1
15,2018,31,-99,1
15,2018,31,-97,2
15,2018,33,-117,2
15,2018,35,-119,1
15,2018,37,-123,4
15,2018,37,-121,1
15,2018,41,-87,1
16,2015,-39,-71,1
16,2015,11,79,1
16,2015,19,-99,5
16,2015,21,-89,1
16,2015,23,-107,1
16,2015,27,-97,2
16,2015,33,-97,1
16,2015,35,-119,1
16,2016,1,103,1
16,2016,9,-85,3
16,2016,19,-105,1
16,2016,19,-97,2
16,2016,19,-95,1
16,2016,21,-105,5
16,2016,21,99,1
16,2016,27,-83,11
16,2016,27,-81,14
16,2016,29,-97,1
16,2016,33,-117,2
16,2017,9,-83,1
16,2017,15,-85,1
16,2017,19,-101,1
16,2017,19,-99,1
16,2017,19,-97,3
16,2017,19,-71,14
16,2017,21,-105,1
16,2017,21,-99,1
16,2017,25,-81,4
16,2017,27,-99,1
16,2017,27,-97,7
16,2017,27,-83,1
16,2017,29,-83,2
16,2017,31,-97,3
16,2017,33,-117,1
16,2017,33,-115,2
16,2017,35,-121,1
16,2017,35,-119,2
16,2017,35,-117,2
16,2017,37,-123,3
16,2018,-37,147,2
16,2018,-33,23,1
16,2018,-7,111,2
16,2018,-1,37,1
16,2018,1,103,1
16,2018,9,-79,3
16,2018,11,-85,1
16,2018,15,-97,1
16,2018,17,-97,1
16,2018,19,-103,4
16,2018,19,-99,2
16,2018,19,-89,5
16,2018,19,-69,1
16,2018,21,-105,2
16,2018,23,-107,1
16,2018,25,-81,2
16,2018,27,-81,1
16,2018,33,-119,1
16,2018,33,-117,2
16,2018,35,-121,1
16,2018,35,-119,1
17,2015,-43,173,1
17,2015,-41,175,1
17,2015,19,-99,7
17,2015,21,-105,3
17,2015,21,-89,2
17,2015,23,-107,3
17,2015,25,-97,1
17,2015,25,-81,1
17,2015,31,-99,1
17,2015,33,-115,7
17,2015,33,-97,1
17,2015,35,-119,2
17,2015,37,-123,1
17,2016,1,103,1
17,2016,9,-85,1
17,2016,11,-83,1
17,2016,17,-97,1
17,2016,19,-99,1
17,2016,21,-105,1
17,2016,21,-99,1
17,2016,27,-83,4
17,2016,27,-81,1
17,2017,-35,175,1
17,2017,17,-95,1
17,2017,19,-99,1
17,2017,21,-103,1
17,2017,21,-101,1
17,2017,21,-99,1
17,2017,21,-89,2
17,2017,25,-101,1
17,2017,27,-97,3
17,2017,27,-83,8
17,2017,27,-81,1
17,2017,29,-83,1
17,2017,33,-117,1
17,2017,33,-115,1
17,2017,35,-119,2
17,2017,35,-117,4
17,2017,37,-5,1
17,2018,-37,145,1
17,2018,-37,147,1
17,2018,-21,-43,1
17,2018,11,-73,1
17,2018,15,-97,19
17,2018,17,-93,2
17,2018,17,-91,1
17,2018,19,-69,2
17,2018,21,-105,1
17,2018,27,-109,1
17,2018,27,-83,3
17,2018,27,-81,6
17,2018,29,-111,1
17,2018,29,-95,1
17,2018,33,-119,5
17,2018,33,-117,1
17,2018,33,-111,2
17,2018,35,-119,2
18,2015,-25,31,2
18,2015,-19,147,1
18,2015,-13,29,1
18,2015,19,-101,2
18,2015,19,-99,2
18,2015,21,-105,2
18,2015,23,-107,2
18,2015,23,115,1
18,2015,25,-99,1
18,2015,25,-81,4
18,2015,27,-99,1
18,2015,29,-95,1
18,2015,29,-83,1
18,2015,31,-97,1
18,2015,33,-119,1
18,2015,35,-119,1
18,2015,37,-123,1
18,2015,37,-121,1
18,2016,-7,107,1
18,2016,19,-105,2
18,2016,19,-99,1
18,2016,19,-95,1
18,2016,21,-105,3
18,2016,23,115,1
18,2016,25,-97,1
18,2016,27,-83,1
18,2016,27,-81,9
18,2016,29,-99,1
18,2016,33,-97,1
18,2016,35,-121,1
18,2016,39,-121,1
18,2016,47,-123,1
18,2017,-19,15,1
18,2017,15,-85,1
18,2017,17,-93,1
18,2017,21,-105,4
18,2017,21,-97,1
18,2017,23,-107,2
18,2017,23,-97,1
