"day","year","lat_bin","lon_bin","day_count"
47,2017,17,-93,2
47,2017,17,-91,1
47,2017,19,-99,9
47,2017,23,-107,1
47,2017,25,-81,8
47,2017,27,-99,7
47,2017,27,-97,2
47,2017,31,-101,1
47,2017,31,-97,48
47,2017,31,-95,3
47,2017,33,-117,4
47,2017,33,-97,9
47,2017,35,-119,3
47,2017,35,-95,2
47,2017,35,-89,2
47,2017,37,-123,1
47,2017,37,-121,2
47,2017,39,-123,1
47,2017,39,-105,2
47,2018,-37,147,1
47,2018,1,103,1
47,2018,7,-75,1
47,2018,15,-87,1
47,2018,17,-97,2
47,2018,17,-63,1
47,2018,19,-99,1
47,2018,21,-105,1
47,2018,21,-103,2
47,2018,21,-87,1
47,2018,23,-107,1
47,2018,25,-101,1
47,2018,27,-99,3
47,2018,27,-81,12
47,2018,29,-111,1
47,2018,29,-109,1
47,2018,29,-99,3
47,2018,29,-91,1
47,2018,29,-83,3
47,2018,29,-81,1
47,2018,31,-103,1
47,2018,31,-95,1
47,2018,31,-93,1
47,2018,33,-117,6
47,2018,33,-81,2
47,2018,35,-119,2
47,2018,37,-123,5
47,2018,37,-121,8
47,2018,37,-87,1
47,2018,39,-123,1
47,2018,39,-121,1
47,2018,43,-81,1
48,2015,-23,145,1
48,2015,17,-95,2
48,2015,21,-105,2
48,2016,13,77,1
48,2016,19,-101,1
48,2016,19,-99,1
48,2016,23,-107,4
48,2016,27,-99,4
48,2016,29,-95,1
48,2016,31,-101,1
48,2016,31,-99,1
48,2016,31,-97,1
48,2016,33,-117,1
48,2016,33,-97,1
48,2016,37,-115,1
48,2016,39,27,1
48,2017,9,-79,1
48,2017,19,-103,1
48,2017,19,-101,1
48,2017,19,-99,3
48,2017,19,-97,5
48,2017,19,-75,1
48,2017,19,-63,1
48,2017,21,-103,1
48,2017,21,-99,4
48,2017,21,-81,1
48,2017,21,-75,5
48,2017,23,113,1
48,2017,23,115,1
48,2017,25,-81,7
48,2017,27,-97,1
48,2017,27,-83,1
48,2017,27,-81,1
48,2017,29,-97,3
48,2017,29,-95,1
48,2017,29,-81,1
48,2017,31,-99,4
48,2017,31,-97,9
48,2017,31,-87,1
48,2017,33,-117,1
48,2017,35,-83,1
48,2017,37,-97,1
48,2017,39,-85,1
48,2017,41,-87,1
48,2018,-37,147,2
48,2018,-37,175,1
48,2018,-33,23,1
48,2018,15,77,1
48,2018,17,-89,1
48,2018,19,-101,2
48,2018,19,-99,5
48,2018,21,-105,2
48,2018,21,-103,2
48,2018,21,-87,1
48,2018,23,-107,2
48,2018,23,115,1
48,2018,25,-101,3
48,2018,25,-81,4
48,2018,27,-101,1
48,2018,27,-99,2
48,2018,27,-97,2
48,2018,27,-83,1
48,2018,27,-81,2
48,2018,29,-103,1
48,2018,29,-91,1
48,2018,29,-83,4
48,2018,29,-81,7
48,2018,31,-99,2
48,2018,31,-89,3
48,2018,33,-119,5
48,2018,33,-117,8
48,2018,33,-111,11
48,2018,33,-97,3
48,2018,35,-121,4
48,2018,35,-119,10
48,2018,35,-117,4
48,2018,37,-123,17
48,2018,37,-121,14
48,2018,37,-119,3
48,2018,37,-115,1
48,2018,37,-95,1
48,2018,39,-123,7
48,2018,39,-121,2
48,2018,39,-3,1
48,2018,39,25,1
48,2018,41,-123,2
48,2018,45,-73,1
49,2015,-27,23,1
49,2015,19,-97,1
49,2015,19,-71,1
49,2015,21,-105,1
49,2015,23,-107,8
49,2015,25,-97,1
49,2015,27,-97,3
49,2015,31,-99,1
49,2015,31,-97,1
49,2015,33,-117,3
49,2015,33,-115,1
49,2015,33,-97,1
49,2015,35,-119,1
49,2015,37,-123,1
49,2015,37,-121,1
49,2016,-37,177,1
49,2016,17,-93,1
49,2016,19,-101,1
49,2016,19,-99,1
49,2016,21,-105,5
49,2016,23,-109,1
49,2016,23,-81,2
49,2016,25,-81,1
49,2016,27,-81,2
49,2016,29,-99,2
49,2016,29,-95,1
49,2016,31,-97,1
49,2016,31,-91,1
49,2016,33,-117,1
49,2016,33,-97,1
49,2016,35,-121,1
49,2016,35,-119,3
49,2016,37,-123,3
49,2016,49,-123,1
49,2017,17,-93,2
49,2017,17,-89,1
49,2017,19,-101,1
49,2017,19,-99,11
49,2017,19,-97,1
49,2017,19,-63,3
49,2017,23,-107,2
49,2017,23,121,1
49,2017,27,-99,1
49,2017,27,-97,10
49,2017,27,-81,15
49,2017,29,-97,10
49,2017,29,-95,2
49,2017,29,-81,1
49,2017,31,-101,2
49,2017,31,-97,28
49,2017,31,-95,4
49,2017,33,-119,1
49,2017,33,-97,6
49,2017,33,-95,3
49,2017,35,-95,4
49,2017,35,-93,1
49,2017,37,-5,1
49,2017,39,-121,1
49,2017,41,-97,1
49,2018,-37,147,1
49,2018,-33,23,1
49,2018,-11,15,1
49,2018,-3,37,2
49,2018,7,-75,2
49,2018,15,-91,7
49,2018,17,-97,1
49,2018,19,-101,1
49,2018,19,-99,1
49,2018,19,-87,1
49,2018,19,-75,1
49,2018,21,-105,2
49,2018,21,-103,1
49,2018,21,-101,2
49,2018,23,-109,1
49,2018,23,-107,1
49,2018,23,-79,1
49,2018,23,115,1
49,2018,25,-101,3
49,2018,27,-99,2
49,2018,27,-83,1
49,2018,27,-81,1
49,2018,29,-99,4
49,2018,29,-97,1
49,2018,29,-81,4
49,2018,31,-111,2
49,2018,31,-97,4
49,2018,31,-89,1
49,2018,33,-119,1
49,2018,33,-117,10
49,2018,33,-97,1
49,2018,33,-85,1
49,2018,33,-81,1
49,2018,35,-119,7
49,2018,35,-117,1
49,2018,35,-81,2
49,2018,35,-79,1
49,2018,37,-123,4
49,2018,37,-121,1
49,2018,37,27,1
49,2018,39,-123,2
49,2018,39,-121,2
49,2018,39,25,1
49,2018,39,27,2
50,2015,19,-105,1
50,2015,21,-105,1
50,2015,21,-99,1
50,2015,23,-107,4
50,2015,31,-111,1
50,2015,33,-97,1
50,2015,37,-115,1
50,2015,39,-123,1
50,2016,-35,23,1
50,2016,-35,151,1
50,2016,-33,149,1
50,2016,7,101,1
50,2016,9,-79,2
50,2016,19,-95,1
50,2016,21,-105,5
50,2016,25,-101,1
50,2016,25,-81,2
50,2016,27,-109,2
50,2016,27,-99,3
50,2016,29,-99,1
50,2016,31,-111,3
50,2016,31,-97,1
50,2016,33,-117,2
50,2016,33,-97,3
50,2016,33,-95,1
50,2016,35,-119,4
50,2016,35,-117,1
50,2016,35,-89,1
50,2016,37,-123,3
50,2016,37,-121,2
50,2016,37,-97,1
50,2016,41,17,2
50,2017,-39,177,1
50,2017,-33,19,2
50,2017,15,-97,4
50,2017,15,-89,3
50,2017,17,-95,1
50,2017,17,-89,4
50,2017,19,-115,1
50,2017,19,-105,1
50,2017,19,-99,1
50,2017,19,-97,2
50,2017,19,-93,2
50,2017,21,-105,4
50,2017,21,-101,1
50,2017,23,-107,1
50,2017,23,-79,1
50,2017,23,115,2
50,2017,25,-101,3
50,2017,25,-81,1
50,2017,27,-99,14
50,2017,27,-97,7
50,2017,27,-83,2
50,2017,27,-81,2
50,2017,29,-95,1
50,2017,29,-85,1
50,2017,29,-83,1
50,2017,29,-81,1
50,2017,31,-99,2
50,2017,31,-97,9
50,2017,31,-91,1
50,2017,31,-87,1
50,2017,31,-85,2
50,2017,33,-117,1
50,2017,33,-115,1
50,2017,33,-99,1
50,2017,33,-97,10
50,2017,33,-93,1
50,2017,33,-81,2
50,2017,35,-121,1
50,2017,35,-119,1
50,2017,35,-95,2
50,2017,35,-83,2
50,2017,35,-77,2
50,2017,37,-95,2
50,2017,39,-79,1
50,2017,39,-77,1
50,2017,41,-83,1
50,2018,-37,175,1
50,2018,-33,23,1
50,2018,-23,33,1
50,2018,13,-87,1
50,2018,15,-91,2
50,2018,17,-97,1
50,2018,17,-93,1
50,2018,19,-99,1
50,2018,19,-89,1
50,2018,19,-77,1
50,2018,21,-105,7
50,2018,21,-99,1
50,2018,21,-87,2
50,2018,23,-107,1
50,2018,25,-81,4
50,2018,27,-99,2
50,2018,27,-97,1
50,2018,27,-83,2
50,2018,27,-81,3
50,2018,29,-83,9
50,2018,29,-81,7
50,2018,31,-97,2
50,2018,33,-111,3
50,2018,33,-97,1
50,2018,33,-85,1
50,2018,33,-81,1
50,2018,35,-119,1
50,2018,35,-89,1
50,2018,37,-123,3
50,2018,39,-123,1
51,2015,19,-97,1
51,2015,23,-107,3
51,2015,37,-123,4
51,2015,37,-121,1
51,2016,-39,175,1
51,2016,9,-85,2
51,2016,9,-83,1
51,2016,13,77,2
51,2016,17,-93,1
51,2016,19,-105,2
51,2016,19,-101,6
51,2016,19,-99,1
51,2016,19,-97,1
51,2016,21,-105,8
51,2016,23,-107,1
51,2016,23,-99,1
51,2016,27,-99,3
51,2016,29,-99,1
51,2016,29,-83,1
51,2016,31,-97,4
51,2016,33,-117,2
51,2016,33,-111,1
51,2016,33,-97,3
51,2016,35,-121,4
51,2016,35,-119,4
51,2016,35,-93,1
51,2016,37,-123,1
51,2016,37,-121,2
51,2016,39,-123,4
51,2017,15,-97,1
51,2017,15,-93,1
51,2017,15,-89,1
51,2017,17,-89,4
51,2017,19,-99,1
51,2017,21,-105,3
51,2017,21,-87,1
51,2017,21,-73,1
51,2017,23,-107,15
51,2017,23,-79,1
51,2017,27,-99,2
51,2017,27,-97,3
51,2017,27,-83,1
51,2017,29,-103,3
51,2017,29,-101,2
51,2017,29,-99,1
51,2017,29,-97,2
51,2017,29,-95,1
51,2017,29,-81,1
51,2017,31,-91,1
51,2017,31,-85,2
51,2017,33,-117,11
51,2017,33,-97,5
51,2017,33,-81,1
51,2017,35,-117,2
51,2017,35,-89,1
51,2017,35,-85,1
51,2017,39,-77,2
51,2017,41,-125,1
51,2018,-37,149,1
51,2018,1,103,1
51,2018,9,-83,1
51,2018,13,-87,1
51,2018,15,-91,2
51,2018,17,-93,4
51,2018,19,-97,1
51,2018,19,-93,1
51,2018,21,-105,1
51,2018,21,-87,1
51,2018,23,-109,2
51,2018,25,-81,1
51,2018,27,-99,3
51,2018,27,-81,3
51,2018,29,-81,3
51,2018,31,-103,2
51,2018,31,-101,1
51,2018,31,-91,1
51,2018,31,-87,1
51,2018,33,-119,1
51,2018,37,-123,9
51,2018,39,-123,2
51,2018,39,-121,1
51,2018,39,-75,1
52,2015,9,-83,1
52,2015,17,-89,1
52,2015,19,-99,4
52,2015,19,-71,1
52,2015,27,-101,1
52,2015,29,-99,2
52,2015,29,-97,2
52,2015,31,-111,1
52,2015,31,-97,2
52,2015,33,-119,5
52,2015,33,-111,1
52,2015,33,-97,1
52,2015,35,-119,2
52,2015,39,-123,2
52,2016,-41,175,1
52,2016,15,-97,3
52,2016,19,-101,1
52,2016,21,-105,10
52,2016,21,-99,1
52,2016,23,-107,1
52,2016,29,-99,4
52,2016,33,-117,3
52,2016,33,-111,2
52,2016,33,-97,1
52,2016,33,-95,1
52,2016,35,-119,1
52,2016,35,-117,1
52,2016,35,-95,1
52,2016,37,-123,10
52,2016,37,-121,2
52,2016,39,-123,1
52,2016,39,13,1
52,2017,-33,23,1
52,2017,-31,31,1
52,2017,17,-93,2
52,2017,17,-91,2
52,2017,17,-63,3
52,2017,19,-99,4
52,2017,19,109,1
52,2017,21,-105,1
52,2017,21,-79,1
52,2017,23,-109,1
52,2017,25,-101,1
52,2017,25,-81,2
52,2017,27,-97,5
52,2017,27,-81,1
52,2017,29,-97,3
52,2017,29,-95,1
52,2017,31,-97,12
52,2017,31,-95,1
52,2017,33,-119,1
52,2017,33,-117,2
52,2017,33,-111,4
52,2017,33,-97,9
52,2017,35,-119,1
52,2017,37,-123,2
52,2017,41,-89,1
52,2017,43,-91,1
52,2018,-17,25,1
52,2018,9,-79,1
52,2018,15,-97,7
52,2018,15,-91,1
52,2018,15,-61,1
52,2018,17,-93,1
52,2018,19,-97,1
52,2018,19,-77,1
52,2018,21,-101,1
52,2018,21,-87,2
52,2018,23,-111,1
52,2018,23,-83,1
52,2018,25,-103,2
52,2018,27,-99,8
52,2018,27,-97,1
52,2018,27,-83,1
52,2018,27,-81,1
52,2018,29,-83,6
52,2018,29,-81,3
52,2018,33,-85,1
52,2018,35,-119,1
52,2018,35,-81,1
52,2018,37,-123,4
52,2018,37,-121,1
52,2018,39,-121,1
52,2018,39,-77,2
53,2015,-19,147,1
53,2015,11,-85,1
53,2015,17,-89,1
53,2015,19,-103,1
53,2015,19,-99,4
53,2015,19,-71,2
53,2015,21,-105,3
53,2015,21,73,1
53,2015,27,-101,2
53,2015,29,-99,1
53,2015,29,-95,1
53,2015,29,-83,1
53,2015,31,-95,7
53,2015,33,-119,1
53,2015,37,-123,5
53,2015,37,-5,1
53,2015,39,-123,1
53,2016,9,-83,2
53,2016,17,-93,1
53,2016,23,-107,2
53,2016,27,-99,2
53,2016,27,-81,6
53,2016,31,-97,2
53,2016,33,-117,2
53,2016,33,-111,1
53,2016,33,-109,1
53,2016,33,-97,1
53,2016,35,-119,3
53,2016,37,-123,5
53,2016,37,-121,3
53,2016,37,-115,1
53,2017,-33,25,1
53,2017,-31,29,1
53,2017,9,-79,1
53,2017,15,-93,1
53,2017,15,-89,1
53,2017,17,-93,7
53,2017,19,-99,1
53,2017,19,-75,1
53,2017,25,-101,1
53,2017,25,-81,1
53,2017,27,-97,11
53,2017,29,-95,2
53,2017,31,-99,1
53,2017,31,-97,46
53,2017,31,-95,5
53,2017,33,-119,8
53,2017,33,-117,1
53,2017,33,-111,2
53,2017,33,-101,2
53,2017,33,-97,7
53,2017,35,-119,3
53,2017,35,-117,2
53,2017,35,-95,3
53,2017,37,-123,2
53,2017,39,-123,3
53,2018,-39,175,1
53,2018,-33,23,1
53,2018,9,-83,1
53,2018,9,-79,1
53,2018,13,-87,1
53,2018,15,-91,10
53,2018,17,-93,4
53,2018,19,-99,5
53,2018,19,-97,5
53,2018,21,-105,3
53,2018,21,-87,4
53,2018,25,-81,1
53,2018,27,-81,3
53,2018,29,-83,15
53,2018,29,-81,2
53,2018,33,-119,5
53,2018,33,-117,1
53,2018,33,-111,5
53,2018,33,-89,1
53,2018,35,-119,1
53,2018,35,-87,2
53,2018,37,-123,1
53,2018,37,-121,1
53,2018,37,-79,2
54,2015,21,-105,8
54,2015,21,-99,1
54,2015,23,-107,1
54,2015,25,-81,1
54,2015,29,-83,1
54,2015,37,-123,2
54,2015,39,-123,1
54,2016,-43,173,1
54,2016,9,-83,1
54,2016,17,-93,1
54,2016,21,-87,1
54,2016,23,-109,3
54,2016,23,-107,4
54,2016,25,-81,1
54,2016,27,-99,1
54,2016,29,-95,2
54,2016,29,-81,1
54,2016,33,-117,1
54,2016,33,-111,3
54,2016,33,-109,5
54,2016,35,-121,2
54,2016,35,-119,2
54,2016,37,-123,1
54,2016,37,-121,9
54,2016,37,-5,1
54,2016,41,23,1
54,2017,-27,29,1
54,2017,-9,115,1
54,2017,17,-93,6
54,2017,19,-99,1
54,2017,19,-97,1
54,2017,19,-65,2
54,2017,21,-99,1
54,2017,21,-87,1
54,2017,23,-81,2
54,2017,23,115,1
54,2017,25,-101,1
54,2017,25,-81,3
54,2017,27,-83,5
54,2017,29,-95,1
54,2017,31,-97,5
54,2017,31,-91,1
54,2017,31,-85,2
54,2017,31,-83,1
54,2017,33,-119,1
54,2017,33,-117,3
54,2017,33,-111,1
54,2017,33,-97,4
54,2017,33,-95,4
54,2017,35,-119,1
54,2017,35,-117,1
54,2017,35,-95,3
54,2017,35,-93,1
54,2017,37,-123,3
54,2017,37,-121,1
54,2017,39,-123,3
54,2017,39,-77,1
54,2017,39,-9,1
54,2017,41,-75,1
54,2017,43,-83,1
54,2017,43,-79,1
54,2018,-43,173,1
54,2018,-21,17,1
54,2018,15,-91,3
54,2018,17,-93,1
54,2018,19,-101,1
54,2018,19,-99,2
54,2018,19,-77,1
54,2018,19,-75,1
54,2018,21,-105,5
54,2018,21,-101,1
54,2018,21,-99,2
54,2018,21,-87,1
54,2018,23,-107,1
54,2018,25,-103,1
54,2018,25,-101,2
54,2018,25,-81,2
54,2018,27,-99,20
54,2018,27,-97,1
54,2018,27,-83,3
54,2018,27,-81,11
54,2018,31,-95,1
54,2018,33,-117,1
54,2018,33,-89,2
54,2018,33,-81,1
54,2018,35,-119,1
54,2018,35,-83,1
54,2018,37,-123,1
54,2018,37,-121,1
54,2018,39,-123,4
54,2018,41,-123,1
54,2018,41,-77,1
55,2015,17,-93,1
55,2015,17,-89,2
55,2015,19,-99,1
55,2015,19,-97,1
55,2015,25,-81,2
55,2015,33,-119,1
55,2015,35,-119,4
55,2015,39,-123,2
55,2016,-43,173,1
55,2016,9,-83,2
55,2016,21,-77,1
55,2016,29,-95,2
55,2016,31,-97,2
55,2016,33,-111,2
55,2016,33,-97,2
55,2016,37,-123,2
55,2016,37,-121,8
55,2016,37,-109,1
55,2016,39,-123,5
55,2017,-41,175,1
55,2017,9,-79,1
55,2017,15,-87,2
55,2017,17,-93,4
55,2017,19,-99,9
55,2017,19,-95,1
55,2017,19,-67,1
55,2017,21,-97,1
55,2017,23,-107,3
55,2017,27,-97,7
55,2017,27,-81,2
55,2017,29,-99,3
55,2017,29,-81,1
55,2017,29,-15,1
55,2017,31,-99,2
55,2017,31,-97,28
55,2017,31,-95,8
55,2017,31,-85,1
55,2017,33,-119,1
55,2017,33,-117,2
55,2017,33,-111,1
55,2017,33,-103,1
55,2017,33,-97,7
55,2017,33,-95,1
55,2017,33,-87,2
55,2017,35,-121,1
55,2017,35,-119,1
55,2017,35,-117,2
55,2017,35,-85,2
55,2017,35,-81,2
55,2017,35,-77,1
55,2017,37,-123,1
55,2017,37,-77,3
55,2017,39,-123,3
55,2017,39,-121,1
55,2017,39,-85,1
55,2017,39,-79,1
55,2017,39,-77,3
55,2017,41,-79,1
55,2017,41,-73,1
55,2017,43,-71,1
55,2018,-43,173,4
55,2018,-39,175,1
55,2018,-27,33,2
55,2018,9,-83,2
55,2018,11,-85,1
55,2018,13,-87,1
55,2018,15,-61,1
55,2018,17,-93,1
55,2018,19,-103,3
55,2018,19,-99,1
55,2018,19,-97,2
55,2018,19,-89,6
55,2018,19,-77,1
55,2018,21,-105,4
55,2018,25,-101,8
55,2018,25,-97,3
55,2018,25,-81,2
55,2018,27,-101,1
55,2018,27,-99,4
55,2018,27,-97,6
55,2018,27,-83,1
55,2018,27,-81,2
55,2018,29,-99,1
55,2018,29,-97,2
55,2018,29,-95,1
55,2018,29,-83,7
55,2018,29,-81,11
55,2018,31,-97,1
55,2018,31,-93,1
55,2018,31,-89,1
55,2018,31,-85,1
55,2018,33,-119,1
55,2018,33,-117,2
55,2018,33,-111,1
55,2018,33,-97,1
55,2018,33,-85,1
55,2018,33,-81,3
55,2018,35,-121,1
55,2018,35,-81,2
55,2018,35,-79,3
55,2018,37,-123,3
55,2018,37,-121,7
55,2018,37,-77,2
55,2018,37,-5,1
55,2018,37,13,1
56,2015,-43,173,2
56,2015,-29,25,1
56,2015,11,-85,2
56,2015,17,-97,1
56,2015,17,-89,2
56,2015,21,-105,6
56,2015,23,-107,2
56,2015,25,-81,2
56,2015,29,-95,1
56,2015,31,-97,1
56,2015,35,-119,2
56,2015,37,-121,12
56,2016,-35,-59,1
56,2016,19,-99,1
56,2016,19,-97,1
56,2016,21,-105,5
56,2016,21,-77,3
56,2016,25,-101,1
56,2016,25,-81,4
56,2016,27,-99,1
56,2016,27,-97,1
56,2016,29,-95,1
56,2016,31,-97,11
56,2016,31,-89,1
56,2016,33,-117,1
56,2016,33,-97,2
56,2016,33,-95,1
56,2016,35,-119,3
56,2016,35,-117,1
56,2016,35,-93,1
56,2016,37,-123,18
56,2016,37,-121,8
56,2016,39,-121,1
56,2016,41,-123,1
56,2016,45,-123,1
56,2016,47,-123,1
56,2017,17,-93,7
56,2017,19,-105,2
56,2017,19,-101,1
56,2017,19,-99,8
56,2017,19,-97,5
56,2017,21,-105,13
56,2017,21,-97,1
56,2017,23,-107,4
56,2017,25,-101,2
56,2017,25,-97,12
56,2017,25,-81,8
56,2017,27,-97,3
56,2017,27,-83,1
56,2017,27,-81,1
56,2017,29,-103,3
56,2017,29,-97,1
56,2017,29,-95,1
56,2017,29,-91,7
56,2017,29,-81,3
56,2017,31,-107,1
56,2017,31,-97,12
56,2017,31,-95,9
56,2017,31,-91,2
56,2017,31,-89,1
56,2017,33,-117,7
56,2017,33,-97,5
56,2017,33,-95,4
56,2017,33,-83,1
56,2017,33,-81,1
56,2017,35,-119,5
56,2017,35,-83,1
56,2017,35,-81,3
56,2017,35,-77,2
56,2017,37,-123,3
56,2017,37,-121,7
56,2017,39,-123,1
56,2017,41,-75,1
56,2018,-43,173,2
56,2018,-33,23,1
56,2018,-25,29,1
56,2018,-9,13,1
56,2018,7,101,1
56,2018,11,-85,2
56,2018,15,-97,2
56,2018,17,-91,1
56,2018,19,-99,5
56,2018,19,-97,1
56,2018,19,-89,1
56,2018,21,-99,1
56,2018,21,-87,1
56,2018,21,81,1
56,2018,23,-107,3
56,2018,25,-101,5
56,2018,25,-81,2
56,2018,25,93,2
56,2018,27,-99,4
56,2018,27,-97,4
56,2018,29,-99,6
56,2018,29,-97,1
56,2018,29,-83,3
56,2018,29,-81,5
56,2018,31,-101,1
56,2018,31,-99,5
56,2018,31,-91,1
56,2018,31,-83,1
56,2018,33,-117,7
56,2018,33,-111,1
56,2018,33,-99,1
56,2018,33,-97,4
56,2018,33,-81,1
56,2018,35,-119,6
56,2018,37,-123,4
56,2018,37,-121,5
56,2018,39,-123,10
56,2018,39,-121,1
56,2018,41,-87,1
57,2015,-43,173,1
57,2015,23,-107,1
57,2015,33,-119,1
57,2015,37,-123,9
57,2015,37,-121,1
57,2015,37,-7,1
57,2015,39,-123,8
57,2015,39,-121,1
57,2016,-43,173,8
57,2016,-35,23,1
57,2016,11,-83,1
57,2016,25,-101,1
57,2016,27,-83,3
57,2016,29,-101,1
57,2016,29,-81,1
57,2016,31,-97,4
57,2016,33,-117,3
57,2016,33,-111,2
57,2016,33,-97,8
57,2016,33,-95,1
57,2016,35,-119,1
57,2016,37,-123,2
57,2016,37,-121,3
57,2016,39,-123,1
57,2017,-35,25,1
57,2017,9,-79,2
57,2017,11,-85,3
57,2017,13,-87,2
57,2017,17,-93,1
57,2017,19,-157,1
57,2017,19,-99,4
57,2017,19,-97,2
57,2017,19,-95,2
57,2017,19,-69,1
57,2017,19,99,1
57,2017,21,-105,8
57,2017,21,-101,1
57,2017,21,-99,11
57,2017,23,-107,1
57,2017,23,-81,5
57,2017,23,115,1
57,2017,25,-101,8
57,2017,25,-81,6
57,2017,27,-111,2
57,2017,27,-97,6
57,2017,29,-107,1
57,2017,29,-103,5
57,2017,29,-97,1
57,2017,29,-91,1
57,2017,31,-99,1
57,2017,31,-97,3
57,2017,31,-95,3
57,2017,31,-89,1
57,2017,31,-87,1
57,2017,33,-117,2
57,2017,33,-115,1
57,2017,33,-97,2
57,2017,33,-93,2
57,2017,35,-119,1
57,2017,35,-83,1
57,2017,37,-123,4
57,2017,39,-123,2
57,2017,39,-121,1
57,2017,45,11,1
57,2018,-9,115,1
57,2018,1,103,2
57,2018,11,-85,5
57,2018,15,-97,2
57,2018,17,-95,1
57,2018,17,-93,1
57,2018,19,-97,1
57,2018,19,109,1
57,2018,21,-103,1
57,2018,21,-87,1
57,2018,21,81,1
57,2018,25,-113,1
57,2018,25,-81,1
57,2018,27,-97,2
57,2018,27,-81,2
57,2018,29,-103,2
57,2018,29,-99,1
57,2018,29,-97,2
57,2018,29,-83,2
57,2018,29,-81,2
57,2018,31,-97,11
57,2018,33,-119,1
57,2018,33,-117,2
57,2018,33,-113,1
57,2018,33,-111,1
57,2018,33,-99,2
57,2018,33,-97,2
57,2018,33,-95,1
57,2018,33,-81,2
57,2018,35,-89,1
57,2018,35,-81,1
57,2018,37,-123,2
57,2018,37,-121,1
58,2015,-45,171,1
58,2015,-43,173,2
58,2015,-19,147,1
58,2015,19,-101,2
58,2015,19,-99,5
58,2015,21,-105,3
58,2015,23,-107,1
58,2015,33,-119,1
58,2015,37,-115,2
58,2016,-43,173,7
58,2016,-41,173,1
58,2016,19,-95,1
58,2016,21,-157,1
58,2016,21,-105,7
58,2016,21,-103,1
58,2016,21,-101,1
58,2016,21,-87,1
58,2016,23,-107,3
58,2016,25,-101,1
58,2016,29,-99,1
58,2016,29,-97,9
58,2016,29,-91,1
58,2016,29,-81,1
58,2016,31,-97,12
58,2016,31,-95,1
58,2016,33,-117,4
58,2016,33,-111,1
58,2016,33,-97,12
58,2016,33,-89,1
58,2016,35,-119,2
58,2016,37,-123,7
58,2016,37,-121,1
58,2016,39,-123,3
58,2016,39,23,1
58,2016,39,27,1
58,2017,-43,173,3
58,2017,-41,175,1
58,2017,-37,175,1
58,2017,-33,23,1
58,2017,17,-93,3
58,2017,19,-99,1
58,2017,19,-97,3
58,2017,19,-95,1
58,2017,19,-75,1
58,2017,21,-105,1
58,2017,21,-103,1
58,2017,23,-111,2
58,2017,23,113,3
58,2017,27,-97,2
58,2017,29,-107,1
58,2017,29,-101,1
58,2017,29,-99,1
58,2017,29,-97,2
58,2017,29,-91,2
58,2017,31,-99,1
58,2017,31,-97,10
58,2017,31,-95,1
58,2017,31,-91,2
58,2017,33,-97,12
58,2017,35,-95,2
58,2017,37,-123,1
58,2017,37,-121,1
58,2017,39,-123,1
58,2018,-43,173,1
58,2018,-39,175,1
58,2018,-33,23,1
58,2018,-33,27,1
58,2018,-31,153,1
58,2018,-27,33,1
58,2018,9,-85,1
58,2018,15,-97,2
58,2018,17,-93,9
58,2018,19,-71,1
58,2018,21,-105,1
58,2018,23,-107,2
58,2018,23,113,1
58,2018,23,115,1
58,2018,25,-97,1
58,2018,25,93,1
58,2018,27,-99,4
58,2018,27,-81,1
58,2018,29,-83,3
58,2018,29,-81,2
58,2018,31,-99,1
58,2018,31,-91,1
58,2018,31,-85,2
58,2018,33,-87,1
58,2018,33,-85,1
58,2018,33,-81,1
58,2018,35,-121,1
58,2018,35,-119,2
58,2018,35,-81,2
58,2018,35,-79,1
58,2018,35,-77,1
58,2018,37,-123,2
58,2018,37,-121,1
58,2018,37,-77,1
58,2018,39,-123,1
58,2018,39,-121,1
58,2018,39,-85,1
58,2018,41,-83,1
58,2018,41,-81,1
59,2015,-43,173,6
59,2015,-25,29,1
59,2015,-19,147,1
59,2015,11,-85,1
59,2015,15,-97,1
59,2015,19,-99,2
59,2015,19,99,1
59,2015,21,-105,2
59,2015,23,-107,3
59,2015,33,-117,3
59,2015,35,-119,1
59,2015,37,-123,2
59,2015,39,-123,2
59,2016,-43,173,3
59,2016,11,-85,3
59,2016,13,99,1
59,2016,19,-99,1
59,2016,21,-105,1
59,2016,25,-101,1
59,2016,25,-81,2
59,2016,27,-81,2
59,2016,31,-97,2
59,2016,33,-117,27
59,2016,33,-111,1
59,2016,33,-97,8
59,2016,35,-119,4
59,2016,35,-107,1
59,2016,35,-89,1
59,2016,37,-123,1
59,2016,37,-121,4
59,2016,37,-117,1
59,2016,39,-121,1
59,2016,39,-79,1
59,2016,39,-77,2
59,2017,-23,-47,1
59,2017,17,-99,1
59,2017,19,-101,1
59,2017,19,-99,4
59,2017,19,-97,1
59,2017,19,99,1
59,2017,21,-103,2
59,2017,21,-99,1
59,2017,21,-97,2
59,2017,25,-101,1
59,2017,25,-81,4
59,2017,27,-97,4
59,2017,27,-83,1
59,2017,27,-77,1
59,2017,29,-101,2
59,2017,29,-97,1
59,2017,29,-95,3
59,2017,31,-97,10
59,2017,31,-91,1
59,2017,33,-119,1
59,2017,33,-117,2
59,2017,33,-115,1
59,2017,33,-111,1
59,2017,33,-97,4
59,2017,33,-89,1
59,2017,35,-119,1
59,2017,35,-117,2
59,2017,35,-91,1
59,2017,37,-123,4
59,2017,39,-123,2
59,2017,39,-121,2
