"user.login","all_obs","shannonH","shannonE"
"akneidel",578,1.68038564636243,0.331921798089726
"akozak4",160,1.56763860875448,0.309651196378071
"akpui",1,0,0
"akr0013",28,2.29151580837969,0.452636601077209
"akrohn",244,1.97459673379128,0.39003647751984
"akrotulski",7,1.27703425946614,0.252248945676105
"akuauhtli",31,0.760923796086457,0.150303113545998
"al-liaceae",284,1.06449766413899,0.21026719640708
"al_eon",9,0,0
"al_kordesch",1455,2.55036207631336,0.50376576828198
"al15",1,0,0
"alaa-e",7,0.796311640173813,0.157293173753559
"alabamaplants",1686,1.4800859784264,0.29235717428922
"alacy",4,1.03972077083992,0.205373087133588
"alain22",8,1.49417513828931,0.295140165970559
"alaina9",3,1.09861228866811,0.217005761176051
"alam_r_21",12,1.90728399932138,0.376740384502175
"alan_duke",21,0.775129274778622,0.153109081354897
"alan_rockefeller",2617,1.54431001213232,0.305043165028542
"alan1000",18,0.848685557726417,0.167638444748163
"alan174",1,0,0
"alana36",2,0.693147180559945,0.136915391422392
"alanarama3",28,1.63967824844761,0.323880981542233
"alanbragg",254,0.726574102275491,0.143518116210268
"alandextrase",480,1.541773544973,0.304542143883699
"alandmanson",319,1.03511780762091,0.204463876898722
"alanhands",2,0.693147180559945,0.136915391422392
"alanhernandez1",3,1.09861228866811,0.217005761176051
"alanhorstmann",274,1.31464370614155,0.259677832725149
"alanking",219,1.19525926735241,0.23609616403344
"alankramer",3,0,0
"alankwok",4987,1.4501029078161,0.286434703616629
"alanlwt",42,1.34941450224779,0.266546009199744
"alanmedina19",1,0,0
"alanmuchlinski",177,1.06997229694838,0.211348585057303
"alannak",44,0,0
"alanowyong",112,0,0
"alanrawlings",1,0,0
"alaprod",4,0,0
"alasdair3",1,0,0
"alastairmacdonald",3,0,0
"alastairpotts",70,0.292508468472397,0.0577783659495087
"alava_r_014",10,2.16395565688206,0.427440007104066
"alazere",337,1.55257442179531,0.306675610367163
"albabonetpau",7,0.598269588585257,0.118174490490018
"albaduran",5,0,0
"albanr",2,0.693147180559945,0.136915391422392
"albeer23",299,1.7783307869061,0.351268623167519
"albert52",112,1.64748377052534,0.325422784121111
"albert72",1,0,0
"albertadamnoriega",1,0,0
"albertbarkhurst",1,0,0
"alberthomikhaylo",24,1.97706633394646,0.390524290615509
"alberto_benedos",6,0,0
"alberto_lozano",1370,0.937955009739789,0.185271585742259
"alberto_ochoa59",55,1.02204753981436,0.201882144067776
"alberto_wong",27,1.21978349344782,0.240940364672721
"alberto212",3,0.636514168294813,0.125728833561122
"alberto217",1,0,0
"alberto240",1,0,0
"alberto242",1,0,0
"alberto244",1,0,0
"albertocarrasco",14,1.02851376402485,0.203159398947597
"albertofdiego",9,0.936888307539016,0.18506088309
"albertojavier",1,0,0
"albertus",18,1.20943268140584,0.238895798205433
"albertyu",83,1.62984851528895,0.321939342304938
"albhand",18,0.883875626271734,0.174589438915334
"albinolucarelli",6,1.01140426470735,0.199779808202953
"albiserious",18,0.633663256977656,0.125165701155991
"albouma",1,0,0
"albullington",218,2.38674442403973,0.471446838719919
"albuschung",2,0,0
"alcarazkarla13",8,1.07354284640852,0.212053865538331
"alcedo77",64,1.77635193161564,0.350877745509411
"alchemist2000",1926,1.14974885023401,0.227106620761362
"alchemist2001",23,1.66455647896628,0.328795107668532
"ald0426",1,0,0
"alder8",71,1.11960199731383,0.221151798634861
"alderash",254,1.9846104709935,0.392014462552595
"alderjulius",429,2.34297389018606,0.46280096964129
"aldoluna_28",2,0.693147180559945,0.136915391422392
"aldozj",4,1.03972077083992,0.205373087133588
"aleanneh",10,1.41848366194566,0.280189043897816
"aleasi",14,1.6357434952315,0.323103760929002
"alebayer",4,0.693147180559945,0.136915391422392
"alebron",6,0.450561208866305,0.0889980742933156
"aleburi",16,1.66313559161417,0.328514443830553
"alec19",7,1.47507631105469,0.291367628939646
"alecapodaca",1,0,0
"alecia_birds",13,1.15698764434527,0.228536479176669
"alecoliver",26,1.18640382555975,0.234346973799005
"alecwhitten",1,0,0
"aledyna",18,2.19722457733622,0.434011522352101
"alefloresramiro",793,1.01438346974514,0.200368282101883
"alegatocamarena",305,1.70756339103723,0.337290140707989
"aleighrose",47,2.07999841572358,0.410856172013414
"alejandraarteaga",10,1.35923670066501,0.26848616012099
