"Site","Date.Set","Time.Set","Date.Collected","Time.Collected","Trap","Frass.mass..mg.","Frass.number","Method","Notes"
"Botanical Garden","6/19/2015",09:00:00,"6/23/2015",10:12:00,"1C",8.1,22,"Funnel/Paper",NA
"Prairie Ridge","6/22/2015",10:07:00,"6/25/2015",09:42:00,"4E",6.1,30,"Funnel/Paper",NA
"Prairie Ridge","6/22/2015",10:17:00,"6/25/2015",09:34:00,"3E",20.2,39,"Funnel/Paper","Had two large cylindrical frass"
"Prairie Ridge","6/22/2015",10:44:00,"6/25/2015",09:00:00,"9E",6.4,26,"Funnel/Paper",NA
"Prairie Ridge","6/22/2015",09:57:00,"6/25/2015",09:51:00,"5E",35.6,36,"Funnel/Paper","Had three large cylindrical frasses"
"Prairie Ridge","6/22/2015",11:03:00,"6/25/2015",08:53:00,"10E",15,49,"Funnel/Paper","Some bits of frass exploded"
"Prairie Ridge","6/22/2015",09:48:00,"6/25/2015",09:53:00,"12E",12.5,28,"Funnel/Paper",NA
"Prairie Ridge","6/22/2015",09:18:00,"6/25/2015",10:18:00,"7E",23.4,69,"Funnel/Paper",NA
"Prairie Ridge","6/22/2015",10:29:00,"6/25/2015",09:23:00,"2E",3.5,13,"Funnel/Paper",NA
"Prairie Ridge","6/22/2015",10:42:00,"6/25/2015",09:15:00,"1E",2.6,15,"Funnel/Paper",NA
"Prairie Ridge","6/29/2015",10:06:00,"7/2/2015",10:13:00,"4E",19,50,"Funnel/Paper",NA
"Prairie Ridge","6/29/2015",10:27:00,"7/2/2015",09:51:00,"2E",4.5,8,"Funnel/Paper","tiny hole in bottom"
"Prairie Ridge","6/29/2015",09:50:00,"7/2/2015",10:24:00,"5E",50.1,86,"Funnel/Paper","a lot of dust also in center likely from frass"
"Prairie Ridge","6/29/2015",10:16:00,"7/2/2015",10:03:00,"3E",20.3,16,"Funnel/Paper",NA
"Prairie Ridge","6/29/2015",10:38:00,"7/2/2015",09:41:00,"1E",14.7,11,"Funnel/Paper",NA
"Prairie Ridge","6/29/2015",11:00:00,"7/2/2015",09:11:00,"10E",4.5,13,"Funnel/Paper",NA
"Prairie Ridge","6/29/2015",09:15:00,"7/2/2015",10:55:00,"7E",8.1,15,"Funnel/Paper",NA
"Prairie Ridge","6/29/2015",09:45:00,"7/2/2015",10:34:00,"12E",7.3,14,"Funnel/Paper",NA
"Prairie Ridge","6/29/2015",10:50:00,"7/2/2015",09:28:00,"9E",19.9,21,"Funnel/Paper",NA
"Botanical Garden","6/30/2015",08:47:00,"7/3/2015",09:46:00,"7B",5.3,6,"Funnel/Paper","dried over weekend"
"Botanical Garden","6/30/2015",08:52:00,"7/3/2015",09:36:00,"6D",6.9,18,"Funnel/Paper",NA
"Botanical Garden","6/30/2015",09:26:00,"7/3/2015",09:11:00,"4D",7.8,9,"Funnel/Paper","dried over weekend"
"Botanical Garden","6/30/2015",08:31:00,"7/3/2015",09:58:00,"8B",3.6,8,"Funnel/Paper",NA
"Botanical Garden","6/30/2015",10:03:00,"7/3/2015",08:31:00,"1B",17.1,7,"Funnel/Paper","dried over weekend, 2.5 long frass, slightly folded"
"Botanical Garden","6/30/2015",08:45:00,"7/3/2015",09:44:00,"7E",6.8,5,"Funnel/Paper","2 long frass, fluffy material not counted"
"Botanical Garden","6/30/2015",09:50:00,"7/3/2015",08:43:00,"2B",1,13,"Funnel/Paper","dried over weekend, cluster of 9 tiny ones included in count"
"Botanical Garden","6/30/2015",09:53:00,"7/3/2015",08:46:00,"2C",13.7,30,"Funnel/Paper","likely exploded frass in bottom not counted"
"Botanical Garden","6/30/2015",09:05:00,"7/3/2015",09:21:00,"5A",0.6,4,"Funnel/Paper",NA
"Botanical Garden","6/30/2015",09:40:00,"7/3/2015",08:59:00,"3E",3.8,25,"Funnel/Paper","dried over weekend, decayed plant material that was likely part of frass not counted"
"Botanical Garden","6/30/2015",08:35:00,"7/3/2015",10:00:00,"8D",9.4,16,"Funnel/Paper",NA
"Botanical Garden","6/30/2015",09:07:00,"7/3/2015",09:22:00,"5D",13.8,27,"Funnel/Paper","dried over weekend, decayed plant material that was likely part of frass not counted"
"Botanical Garden","6/30/2015",09:25:00,"7/3/2015",09:08:00,"4E",7.2,17,"Funnel/Paper","one large questionable frass"
"Botanical Garden","6/30/2015",09:38:00,"7/3/2015",08:56:00,"3B",11.5,40,"Funnel/Paper","fluffly material, number is approximate"
"Botanical Garden","6/30/2015",08:50:00,"7/3/2015",09:34:00,"6C",11.2,4,"Funnel/Paper","2 long frass"
"Botanical Garden","6/30/2015",10:01:00,"7/3/2015",08:29:00,"1C",7,14,"Funnel/Paper",NA
"Prairie Ridge","7/2/2015",10:15:00,"7/6/2015",10:00:00,"4E",7.7,16,"Funnel/Paper","Fluffy material inside"
"Prairie Ridge","7/2/2015",10:03:00,"7/6/2015",10:12:00,"3E",6.3,27,"Funnel/Paper","Found folded over"
"Prairie Ridge","7/2/2015",09:30:00,"7/6/2015",10:47:00,"9E",6.4,20,"Funnel/Paper",NA
"Prairie Ridge","7/2/2015",10:25:00,"7/6/2015",09:51:00,"5E",26.2,26,"Funnel/Paper","Two long, cylindrical pieces of frass; fluffy material inside"
"Prairie Ridge","7/2/2015",09:12:00,"7/6/2015",10:50:00,"10E",12.2,17,"Funnel/Paper",NA
"Prairie Ridge","7/2/2015",10:31:00,"7/6/2015",09:41:00,"12E",8.5,29,"Funnel/Paper",NA
"Prairie Ridge","7/2/2015",10:56:00,"7/6/2015",09:11:00,"7E",15.3,21,"Funnel/Paper","Fluffy material"
"Prairie Ridge","7/2/2015",09:53:00,"7/6/2015",10:26:00,"2E",4.6,13,"Funnel/Paper",NA
"Prairie Ridge","7/2/2015",09:42:00,"7/6/2015",10:29:00,"1E",14.3,12,"Funnel/Paper","Folded over when found; fluffy material and exploded frass found inside"
"Botanical Garden","7/3/2015",08:32:00,"7/7/2015",10:07:00,"1B",5.7,14,"Funnel/Paper","Edges destroyed"
"Botanical Garden","7/3/2015",08:30:00,"7/7/2015",10:06:00,"1C",6.2,18,"Funnel/Paper",NA
"Botanical Garden","7/3/2015",10:26:00,"7/7/2015",09:53:00,"2B",0.6,13,"Funnel/Paper","Folded over when found"
"Botanical Garden","7/3/2015",08:47:00,"7/7/2015",09:54:00,"2C",12.6,21,"Funnel/Paper","Fluffy material"
"Botanical Garden","7/3/2015",08:57:00,"7/7/2015",09:41:00,"3B",6.7,11,"Funnel/Paper","Lots of unconsolidated fluffy material; 18 mm caterpillar found in trap"
"Botanical Garden","7/3/2015",08:59:00,"7/7/2015",09:44:00,"3E",0.8,6,"Funnel/Paper","Fluffy material and exploded frass"
"Botanical Garden","7/3/2015",09:12:00,"7/7/2015",09:25:00,"4D",1,12,"Funnel/Paper",NA
"Botanical Garden","7/3/2015",09:09:00,"7/7/2015",09:23:00,"4E",1.8,10,"Funnel/Paper","Fluffy material inside"
"Botanical Garden","7/3/2015",09:22:00,"7/7/2015",09:12:00,"5A",16.1,9,"Funnel/Paper","Fluffy material inside"
"Botanical Garden","7/3/2015",09:23:00,"7/7/2015",09:14:00,"5D",17.3,15,"Funnel/Paper","Fluffy material inside"
"Botanical Garden","7/3/2015",09:35:00,"7/7/2015",09:01:00,"6C",4,16,"Funnel/Paper","Found folded over"
"Botanical Garden","7/3/2015",09:37:00,"7/7/2015",10:02:00,"6D",1.7,9,"Funnel/Paper","Fluffy material"
"Botanical Garden","7/3/2015",09:47:00,"7/7/2015",05:51:00,"7B",12.2,18,"Funnel/Paper","Fluffy material"
"Botanical Garden","7/3/2015",09:45:00,"7/7/2015",08:50:00,"7E",0.4,5,"Funnel/Paper",NA
"Botanical Garden","7/3/2015",09:59:00,"7/7/2015",08:36:00,"8B",1.2,6,"Funnel/Paper","Fluffy material"
"Botanical Garden","7/3/2015",10:00:00,"7/7/2015",08:37:00,"8D",7.6,18,"Funnel/Paper","Fluffy material"
"Prairie Ridge","7/6/2015",10:02:00,"7/9/2015",10:05:00,"4E",8.1,26,"Funnel/Paper","Under heat lamp for 1 hr; Air dried overnight; Exploded frass and fluffy material in center"
"Prairie Ridge","7/6/2015",10:17:00,"7/9/2015",09:54:00,"3E",8.8,35,"Funnel/Paper","Under heat lamp for 1 hr; Air dried overnight; Found folded over"
"Prairie Ridge","7/6/2015",10:48:00,"7/9/2015",09:23:00,"9E",7.9,11,"Funnel/Paper","Under heat lamp for 1 hr; Air dried overnight; Many broken pieces"
"Prairie Ridge","7/6/2015",09:53:00,"7/9/2015",10:08:00,"5E",24.6,19,"Funnel/Paper","Under heat lamp for 1 hr; Air dried overnight; Fluffy material in center"
"Prairie Ridge","7/6/2015",10:51:00,"7/9/2015",09:12:00,"10E",12.8,19,"Funnel/Paper","Under heat lamp for 1 hr; Air dried overnight; Fluffy material in center"
"Prairie Ridge","7/6/2015",09:43:00,"7/9/2015",10:19:00,"12E",40.8,18,"Funnel/Paper","Under heat lamp for 1 hr; Air dried overnight; One broke"
"Prairie Ridge","7/6/2015",09:13:00,"7/9/2015",10:40:00,"7E",5.3,10,"Funnel/Paper","Under heat lamp for 1 hr; Air dried overnight;"
"Prairie Ridge","7/6/2015",10:27:00,"7/9/2015",09:40:00,"2E",2.7,11,"Funnel/Paper","Under heat lamp for 1 hr; Air dried overnight; Many broken pieces; Filter paper found folded over and torn"
"Prairie Ridge","7/6/2015",10:30:00,"7/9/2015",09:31:00,"1E",1.8,10,"Funnel/Paper","Under heat lamp for 1 hr; Air dried overnight;"
"Prairie Ridge","7/9/2015",10:09:00,"7/13/2015",10:28:00,"5E",26.6,15,"Funnel/Paper","Under heat lamp for 2 hr; Big storm early in the morning; Includes a big clump of fluff; Fluffy material in center"
"Prairie Ridge","7/9/2015",10:06:00,"7/13/2015",10:39:00,"4E",7.8,30,"Funnel/Paper","Under heat lamp for 2 hr; Big storm early in the morning; Fluffy material in center"
"Prairie Ridge","7/9/2015",10:42:00,"7/13/2015",09:45:00,"7E",8.3,25,"Funnel/Paper","Under heat lamp for 2 hr; Big storm early in the morning; Fluffy material in center"
"Prairie Ridge","7/9/2015",09:32:00,"7/13/2015",11:15:00,"1E",5,15,"Funnel/Paper","Under heat lamp for 2 hr; Big storm early in the morning; Fluffy material in center"
"Prairie Ridge","7/9/2015",10:20:00,"7/13/2015",10:15:00,"12E",8.8,19,"Funnel/Paper","Under heat lamp for 2 hr; Big storm early in the morning; Some fluffy material in center"
"Prairie Ridge","7/9/2015",09:14:00,"7/13/2015",11:36:00,"10E",11.9,14,"Funnel/Paper","Under heat lamp for 2 hr; Big storm early in the morning; Small hole in center"
"Prairie Ridge","7/9/2015",09:55:00,"7/13/2015",10:53:00,"3E",11.1,16,"Funnel/Paper","Under heat lamp for 2 hr; Big storm early in the morning"
"Prairie Ridge","7/9/2015",09:42:00,"7/13/2015",11:02:00,"2E",1.7,10,"Funnel/Paper","Under heat lamp for 2 hr; Big storm early in the morning; Small hole in center; Filter paper edges ripped up and funnel had punctures"
"Prairie Ridge","7/9/2015",09:24:00,"7/13/2015",11:29:00,"9E",16.7,26,"Funnel/Paper","Under heat lamp for 2 hr; Air dried overnight; Big storm early in the morning; Fluffy material in center"
"Botanical Garden","7/14/2015",10:06:00,"7/17/2015",09:36:00,"5D",2.5,10,"Funnel/Paper",NA
"Botanical Garden","7/14/2015",08:43:00,"7/17/2015",10:12:00,"1B",13.2,17,"Funnel/Paper","One long cylindrical frass, funnel tilted by curious raccoon"
"Botanical Garden","7/14/2015",09:50:00,"7/17/2015",09:38:00,"4D",5.2,5,"Funnel/Paper","One long cylindrical frass"
"Botanical Garden","7/14/2015",10:38:00,"7/17/2015",08:42:00,"8D",10.2,17,"Funnel/Paper",NA
"Botanical Garden","7/14/2015",10:01:00,"7/17/2015",09:25:00,"5A",3.7,11,"Funnel/Paper",NA
"Botanical Garden","7/14/2015",09:38:00,"7/17/2015",09:35:00,"4E",1.2,7,"Funnel/Paper","One exploded frass"
"Botanical Garden","7/14/2015",10:13:00,"7/17/2015",08:59:00,"6D",30.6,13,"Funnel/Paper","One exploded frass"
"Botanical Garden","7/14/2015",09:20:00,"7/17/2015",09:42:00,"3E",3.1,16,"Funnel/Paper","Some exploded frass"
"Botanical Garden","7/14/2015",10:25:00,"7/17/2015",08:51:00,"7B",14.5,9,"Funnel/Paper",NA
"Botanical Garden","7/14/2015",10:34:00,"7/17/2015",08:34:00,"8C",8.2,19,"Funnel/Paper",NA
"Botanical Garden","7/14/2015",09:01:00,"7/17/2015",09:51:00,"2C",23.2,23,"Funnel/Paper",NA
"Botanical Garden","7/14/2015",10:11:00,"7/17/2015",08:55:00,"6C",12.2,14,"Funnel/Paper",NA
"Botanical Garden","7/14/2015",09:16:00,"7/17/2015",09:45:00,"3B",2.6,18,"Funnel/Paper","Some exploded frass"
"Botanical Garden","7/14/2015",08:55:00,"7/17/2015",09:49:00,"2B",2.7,17,"Funnel/Paper",NA
"Botanical Garden","7/14/2015",08:37:00,"7/17/2015",09:56:00,"1C",5.1,18,"Funnel/Paper",NA
"Botanical Garden","7/14/2015",10:22:00,"7/17/2015",08:47:00,"7E",4.5,8,"Funnel/Paper",NA
"Prairie Ridge","7/13/2015",11:32:00,"7/16/2015",08:57:00,"9E",10.8,13,"Funnel/Paper","Fluff in center"
"Prairie Ridge","7/13/2015",11:40:00,"7/16/2015",08:45:00,"10E",4,15,"Funnel/Paper","Tilted 30 degrees"
"Prairie Ridge","7/13/2015",10:22:00,"7/16/2015",09:46:00,"12E",6.3,18,"Funnel/Paper",NA
"Prairie Ridge","7/13/2015",10:32:00,"7/16/2015",09:38:00,"5E",0.9,6,"Funnel/Paper","Hole in bottom that was taped"
"Prairie Ridge","7/13/2015",10:57:00,"7/16/2015",09:26:00,"3E",8.4,19,"Funnel/Paper",NA
"Prairie Ridge","7/13/2015",11:08:00,"7/16/2015",09:17:00,"2E",3.7,10,"Funnel/Paper","Fluff in center"
"Prairie Ridge","7/13/2015",10:42:00,"7/16/2015",09:32:00,"4E",14.4,9,"Funnel/Paper","Fluff in center; hole in bottom that was taped"
"Prairie Ridge","7/13/2015",11:19:00,"7/16/2015",09:10:00,"1E",16.9,22,"Funnel/Paper","Fluff in center"
"Prairie Ridge","7/13/2015",09:47:00,"7/16/2015",10:18:00,"7E",8.8,25,"Funnel/Paper","Fluff in center"
"Prairie Ridge","7/16/2015",08:47:00,"7/20/2015",11:18:00,"10E",3.4,13,"Funnel/Paper","Trap knocked over 45 degrees; Paper folded; Exploded frass in center"
"Prairie Ridge","7/16/2015",09:42:00,"7/20/2015",10:13:00,"5E",3.5,23,"Funnel/Paper","Fluff in center; Paper lightly ripped"
"Prairie Ridge","7/16/2015",09:26:00,"7/20/2015",10:27:00,"4E",13,22,"Funnel/Paper","Fluff in center; One large cylindrical frass"
"Prairie Ridge","7/16/2015",09:19:00,"7/20/2015",10:51:00,"2E",4.3,25,"Funnel/Paper","Fluff in center; One large cylindrical frass"
"Prairie Ridge","7/16/2015",09:29:00,"7/20/2015",10:35:00,"3E",8.1,46,"Funnel/Paper","Fluff in center"
"Prairie Ridge","7/16/2015",09:00:00,"7/20/2015",11:15:00,"9E",23.9,46,"Funnel/Paper","Fluff in center; Paper slightly folded over"
"Prairie Ridge","7/16/2015",10:22:00,"7/20/2015",09:28:00,"7E",5.9,29,"Funnel/Paper","Paper folded"
"Prairie Ridge","7/16/2015",09:52:00,"7/20/2015",10:00:00,"12E",8.4,20,"Funnel/Paper","Fluff in center"
"Prairie Ridge","7/16/2015",09:13:00,"7/20/2015",10:54:00,"1E",3.9,19,"Funnel/Paper","Fluff in center"
"Botanical Garden","7/17/2015",09:31:00,"7/21/2015",09:27:00,"5D",11.8,24,"Funnel/Paper","Fluff in center; One large cylindrical frass"
"Botanical Garden","7/17/2015",10:05:00,"7/21/2015",08:32:00,"1B",9.3,40,"Funnel/Paper",NA
"Botanical Garden","7/17/2015",09:40:00,"7/21/2015",09:13:00,"4D",13.9,25,"Funnel/Paper",NA
"Botanical Garden","7/17/2015",08:45:00,"7/21/2015",10:05:00,"8D",19.1,24,"Funnel/Paper","One large cylindrical frass"
"Botanical Garden","7/17/2015",09:28:00,"7/21/2015",09:26:00,"5A",8.1,18,"Funnel/Paper","Fluff in center"
"Botanical Garden","7/17/2015",09:37:00,"7/21/2015",09:12:00,"4E",1.8,7,"Funnel/Paper","Paper folded over, some frass lost"
"Botanical Garden","7/17/2015",09:01:00,"7/21/2015",09:40:00,"6D",2.4,13,"Funnel/Paper",NA
"Botanical Garden","7/17/2015",09:45:00,"7/21/2015",08:59:00,"3E",3.4,14,"Funnel/Paper","Fluff in center"
"Botanical Garden","7/17/2015",08:53:00,"7/21/2015",09:54:00,"7B",4.8,14,"Funnel/Paper",NA
"Botanical Garden","7/17/2015",08:39:00,"7/21/2015",10:04:00,"8C",5.4,14,"Funnel/Paper",NA
"Botanical Garden","7/17/2015",09:53:00,"7/21/2015",08:46:00,"2C",14.1,31,"Funnel/Paper",NA
"Botanical Garden","7/17/2015",08:58:00,"7/21/2015",09:39:00,"6C",6.3,17,"Funnel/Paper",NA
"Botanical Garden","7/17/2015",09:47:00,"7/21/2015",09:00:00,"3B",1.5,4,"Funnel/Paper",NA
"Botanical Garden","7/17/2015",09:51:00,"7/21/2015",08:45:00,"2B",3.1,12,"Funnel/Paper",NA
"Botanical Garden","7/17/2015",09:59:00,"7/21/2015",08:29:00,"1C",7.2,13,"Funnel/Paper",NA
"Botanical Garden","7/17/2015",08:50:00,"7/21/2015",09:53:00,"7E",5.3,18,"Funnel/Paper",NA
"Prairie Ridge","7/20/2015",10:14:00,"7/23/2015",09:49:00,"5E",1.7,7,"Funnel/Paper",NA
"Prairie Ridge","7/20/2015",09:30:00,"7/23/2015",10:13:00,"7E",7.9,25,"Funnel/Paper",NA
"Prairie Ridge","7/20/2015",10:36:00,"7/23/2015",09:30:00,"3E",8.9,34,"Funnel/Paper",NA
"Prairie Ridge","7/20/2015",11:16:00,"7/23/2015",09:04:00,"9E",20.3,12,"Funnel/Paper",NA
"Prairie Ridge","7/20/2015",10:28:00,"7/23/2015",09:43:00,"4E",9.7,9,"Funnel/Paper",NA
"Prairie Ridge","7/20/2015",10:52:00,"7/23/2015",09:23:00,"2E",4.9,14,"Funnel/Paper",NA
"Prairie Ridge","7/20/2015",11:20:00,"7/23/2015",08:50:00,"10E",1.3,12,"Funnel/Paper",NA
"Prairie Ridge","7/20/2015",10:55:00,"7/23/2015",09:17:00,"1E",3.6,27,"Funnel/Paper","Frass on both sides, some exploded frass"
"Prairie Ridge","7/20/2015",10:00:00,"7/23/2015",09:50:00,"12E",8.8,29,"Funnel/Paper","Frass on both sides"
"Botanical Garden","5/31/2016",09:54:00,"6/3/2016",09:11:00,"6C",1.7,11,"Funnel/Paper",NA
"Botanical Garden","5/31/2016",10:22:00,"6/3/2016",08:24:00,"8C",3.2,22,"Funnel/Paper",NA
"Botanical Garden","5/31/2016",10:07:00,"6/3/2016",08:48:00,"7B",2.1,6,"Funnel/Paper",NA
"Botanical Garden","5/31/2016",09:03:00,"6/3/2016",10:00:00,"3E",2.2,10,"Funnel/Paper",NA
"Botanical Garden","5/31/2016",09:01:00,"6/3/2016",09:58:00,"3A",1.4,8,"Funnel/Paper",NA
"Botanical Garden","5/31/2016",10:05:00,"6/3/2016",08:52:00,"7E",0.6,8,"Funnel/Paper",NA
"Botanical Garden","5/31/2016",08:43:00,"6/3/2016",10:15:00,"2B",1.9,7,"Funnel/Paper",NA
"Botanical Garden","5/31/2016",09:19:00,"6/3/2016",09:41:00,"4E",0.6,5,"Funnel/Paper",NA
"Botanical Garden","5/31/2016",10:25:00,"6/3/2016",08:27:00,"8D",0.6,9,"Funnel/Paper",NA
"Botanical Garden","5/31/2016",08:45:00,"6/3/2016",10:19:00,"2C",3.2,8,"Funnel/Paper",NA
"Botanical Garden","5/31/2016",08:28:00,"6/3/2016",10:33:00,"1C",3.3,7,"Funnel/Paper","10 mm slug in trap"
"Botanical Garden","5/31/2016",08:31:00,"6/3/2016",10:35:00,"1B",5.9,11,"Funnel/Paper",NA
"Botanical Garden","5/31/2016",09:50:00,"6/3/2016",09:06:00,"6D",0.8,6,"Funnel/Paper",NA
"Botanical Garden","5/31/2016",09:37:00,"6/3/2016",09:20:00,"5A",1.5,8,"Funnel/Paper",NA
"Botanical Garden","5/31/2016",09:24:00,"6/3/2016",09:38:00,"4D",1.2,5,"Funnel/Paper",NA
"Botanical Garden","5/31/2016",09:32:00,"6/3/2016",09:23:00,"5D",0.5,5,"Funnel/Paper",NA
"Botanical Garden","6/3/2016",09:11:00,"6/7/2016",09:46:00,"6C",2,7,"Funnel/Paper","dried 3 hr under lamp due to rain; a lot of fluff in the center"
"Botanical Garden","6/3/2016",08:50:00,"6/7/2016",09:34:00,"7B",3.3,4,"Funnel/Paper","dried 3 hr under lamp due to rain; a lot of fluff in the center; 1 big frass"
"Botanical Garden","6/3/2016",09:59:00,"6/7/2016",10:32:00,"3A",2.8,9,"Funnel/Paper","dried 3 hr under lamp due to rain; a lot of fluff in the center"
"Botanical Garden","6/3/2016",09:21:00,"6/7/2016",10:05:00,"5A",NA,NA,"Funnel/Paper","dried 3 hr under lamp due to rain; a lot of fluff and dust in center. Unusable."
"Botanical Garden","6/3/2016",08:26:00,"6/7/2016",09:13:00,"8C",1.6,6,"Funnel/Paper","dried 3 hr under lamp due to rain; a lot of fluff in the center"
"Botanical Garden","6/3/2016",09:43:00,"6/7/2016",10:17:00,"4E",0.2,3,"Funnel/Paper","dried 3 hr under lamp due to rain"
"Botanical Garden","6/3/2016",09:08:00,"6/7/2016",09:51:00,"6D",1.1,2,"Funnel/Paper","dried 3 hr under lamp due to rain"
"Botanical Garden","6/3/2016",10:02:00,"6/7/2016",10:39:00,"3E",1.8,13,"Funnel/Paper","dried 3 hr under lamp due to rain; lots of frass in a leaf that fell into the trap"
"Botanical Garden","6/3/2016",10:17:00,"6/7/2016",10:47:00,"2B",NA,NA,"Funnel/Paper","dried 3 hr under lamp due to rain; a lot of fluff and dust in center. Unusable."
"Botanical Garden","6/3/2016",10:20:00,"6/7/2016",10:53:00,"2C",0,2,"Funnel/Paper","dried 3 hr under lamp due to rain; a lot of fluff in the center"
"Botanical Garden","6/3/2016",09:40:00,"6/7/2016",10:22:00,"4D",1.1,4,"Funnel/Paper","dried 3 hr under lamp due to rain"
"Botanical Garden","6/3/2016",09:25:00,"6/7/2016",10:10:00,"5D",1.2,7,"Funnel/Paper","dried 3 hr under lamp due to rain; a lot of fluff in the center"
"Botanical Garden","6/3/2016",08:53:00,"6/7/2016",09:29:00,"7E",0.4,1,"Funnel/Paper","dried 3 hr under lamp due to rain"
"Botanical Garden","6/3/2016",08:30:00,"6/7/2016",09:18:00,"8D",2.4,7,"Funnel/Paper","dried 3 hr under lamp due to rain"
"Botanical Garden","6/3/2016",10:35:00,"6/7/2016",11:05:00,"1B",2.3,10,"Funnel/Paper","dried 3 hr under lamp due to rain"
"Botanical Garden","6/3/2016",10:35:00,"6/7/2016",11:00:00,"1C",0,0,"Funnel/Paper","dried 3 hr under lamp due to rain; a lot of fluff in the center"
"Botanical Garden","6/7/2016",10:50:00,"6/10/2016",08:51:00,"2B",1.6,14,"Funnel/Paper",NA
"Botanical Garden","6/7/2016",10:55:00,"6/10/2016",08:55:00,"2C",2.7,11,"Funnel/Paper",NA
"Botanical Garden","6/7/2016",11:08:00,"6/10/2016",08:37:00,"1B",3.9,24,"Funnel/Paper",NA
"Botanical Garden","6/7/2016",10:35:00,"6/10/2016",09:10:00,"3A",2,5,"Funnel/Paper","1 big piece"
"Botanical Garden","6/7/2016",10:41:00,"6/10/2016",09:13:00,"3E",1.7,7,"Funnel/Paper",NA
"Botanical Garden","6/7/2016",10:07:00,"6/10/2016",09:48:00,"5A",1.2,8,"Funnel/Paper",NA
"Botanical Garden","6/7/2016",10:24:00,"6/10/2016",09:29:00,"4D",0.6,7,"Funnel/Paper",NA
"Botanical Garden","6/7/2016",11:02:00,"6/10/2016",08:34:00,"1C",5.9,18,"Funnel/Paper",NA
"Botanical Garden","6/7/2016",10:19:00,"6/10/2016",09:25:00,"4E",1.1,4,"Funnel/Paper",NA
"Botanical Garden","6/7/2016",10:12:00,"6/10/2016",09:50:00,"5D",3,5,"Funnel/Paper",NA
"Botanical Garden","6/7/2016",09:47:00,"6/10/2016",10:09:00,"6C",0.6,5,"Funnel/Paper",NA
"Botanical Garden","6/7/2016",09:53:00,"6/10/2016",10:11:00,"6D",5.5,5,"Funnel/Paper","3mm live caterpillar in frass trap"
"Botanical Garden","6/7/2016",09:30:00,"6/10/2016",10:27:00,"7E",3.9,13,"Funnel/Paper","2 ~4mm ants in trap (dead)"
"Botanical Garden","6/7/2016",09:35:00,"6/10/2016",10:30:00,"7B",1.5,6,"Funnel/Paper",NA
"Botanical Garden","6/7/2016",09:13:00,"6/10/2016",10:38:00,"8C",2.4,5,"Funnel/Paper",NA
"Botanical Garden","6/7/2016",09:20:00,"6/10/2016",10:43:00,"8D",1.6,10,"Funnel/Paper",NA
"Botanical Garden","6/10/2016",10:44:00,"6/14/2016",08:46:00,"8D",4,7,"Funnel/Paper","3mm live caterpillar in frass trap; one big frass"
"Botanical Garden","6/10/2016",10:10:00,"6/14/2016",08:56:00,"6C",2.5,6,"Funnel/Paper",NA
"Botanical Garden","6/10/2016",10:41:00,"6/14/2016",08:30:00,"8C",2.6,11,"Funnel/Paper",NA
"Botanical Garden","6/10/2016",10:28:00,"6/14/2016",08:41:00,"7E",1.9,11,"Funnel/Paper",NA
"Botanical Garden","6/10/2016",09:14:00,"6/14/2016",09:40:00,"3E",1.7,7,"Funnel/Paper",NA
"Botanical Garden","6/10/2016",08:38:00,"6/14/2016",10:04:00,"1B",2.5,12,"Funnel/Paper",NA
"Botanical Garden","6/10/2016",08:52:00,"6/14/2016",09:52:00,"2B",1.1,8,"Funnel/Paper",NA
"Botanical Garden","6/10/2016",09:12:00,"6/14/2016",09:37:00,"3A",1.8,12,"Funnel/Paper",NA
"Botanical Garden","6/10/2016",08:57:00,"6/14/2016",09:55:00,"2C",3.9,13,"Funnel/Paper","pickup time/date not noted, estimated"
"Botanical Garden","6/10/2016",08:35:00,"6/14/2016",10:01:00,"1C",2.2,13,"Funnel/Paper",NA
"Botanical Garden","6/10/2016",10:31:00,"6/14/2016",08:43:00,"7B",1,6,"Funnel/Paper",NA
"Botanical Garden","6/10/2016",10:12:00,"6/14/2016",09:00:00,"6D",1.6,7,"Funnel/Paper",NA
"Botanical Garden","6/10/2016",09:52:00,"6/14/2016",09:13:00,"5D",0.6,4,"Funnel/Paper",NA
"Botanical Garden","6/10/2016",09:49:00,"6/14/2016",09:06:00,"5A",1.5,15,"Funnel/Paper",NA
"Botanical Garden","6/10/2016",09:30:00,"6/14/2016",09:24:00,"4D",1.2,8,"Funnel/Paper",NA
"Botanical Garden","6/10/2016",09:27:00,"6/14/2016",09:26:00,"4E",0.6,3,"Funnel/Paper",NA
"Botanical Garden","6/14/2016",09:54:00,"6/17/2016",08:43:00,"2B",1.6,5,"Funnel/Paper","dried under lamp for 45 minutes"
"Botanical Garden","6/14/2016",09:57:00,"6/17/2016",08:46:00,"2C",2.1,14,"Funnel/Paper","dried under lamp for 45 minutes"
"Botanical Garden","6/14/2016",10:06:00,"6/17/2016",08:31:00,"1B",10.7,20,"Funnel/Paper","one big piece"
"Botanical Garden","6/14/2016",09:38:00,"6/17/2016",08:53:00,"3A",0.6,11,"Funnel/Paper",NA
"Botanical Garden","6/14/2016",09:42:00,"6/17/2016",08:55:00,"3E",2.7,13,"Funnel/Paper",NA
"Botanical Garden","6/14/2016",10:03:00,"6/17/2016",08:29:00,"1C",6.6,18,"Funnel/Paper",NA
